ID,日付,昨年実績,日割予算,売上実績,取置,新規獲得顧客,客数
8,2008-05-13,3911861,370000,4182715,3000,1,22
8,2008-05-14,4242361,370000,4325255,0,0,20
8,2008-05-15,4556211,370000,4461287,0,0,23
8,2008-05-16,5186821,370000,4785337,0,1,30
8,2008-05-17,5528051,410000,4959609,0,0,25
8,2008-05-18,5727557,410000,5495719,300000,1,28
8,2008-05-19,5806651,370000,5924269,62240,0,10
8,2008-05-20,6467701,370000,6686918,30000,2,20
8,2008-05-21,6663381,370000,7005712,131200,0,18
8,2008-05-22,6791401,370000,7308762,9500,1,15
8,2008-05-23,7261811,370000,8096576,320000,2,33
8,2008-05-24,8296810,420000,8695626,0,2,30
8,2008-05-25,8882020,420000,9075766,0,0,32
8,2008-05-26,9376520,370000,9298241,0,1,1
8,2008-05-27,10135440,370000,9587738,0,1,25
8,2008-05-28,10523590,370000,10066088,90800,1,24
8,2008-05-29,10882140,370000,10325838,22000,0,18
8,2008-05-30,11138380,370000,10729833,0,1,30
8,2008-05-31,11327707,390000,10985873,0,0,20
#N/A,2008-05-01,,,0,0,0,0
#N/A,2008-05-02,,,23000,0,0,0
#N/A,2008-05-03,,,6000,0,0,0
#N/A,2008-05-04,,,94000,0,0,2
#N/A,2008-05-05,,,195000,0,0,0
#N/A,2008-05-06,,,0,0,0,0
#N/A,2008-05-07,,,101000,0,0,0
#N/A,2008-05-08,,,102000,0,0,0
#N/A,2008-05-09,,,115000,0,0,0
#N/A,2008-05-10,,,8000,0,0,1
#N/A,2008-05-11,,,35000,0,0,3
#N/A,2008-05-12,,,61000,0,0,0
#N/A,2008-05-13,,,145000,0,0,0
#N/A,2008-05-14,,,0,0,0,0
#N/A,2008-05-15,,,3000,0,0,0
#N/A,2008-05-16,,,35000,0,0,1
#N/A,2008-05-17,,,0,0,0,0
#N/A,2008-05-18,,,166000,0,0,0
#N/A,2008-05-19,,,178000,0,0,0
#N/A,2008-05-20,,,411000,30000,0,5
#N/A,2008-05-21,,,126000,0,0,0
#N/A,2008-05-22,,,150000,0,0,0
#N/A,2008-05-23,,,160000,0,0,0
#N/A,2008-05-24,,,90200,0,0,0
#N/A,2008-05-25,,,43000,0,0,1
#N/A,2008-05-26,,,50000,0,0,0
#N/A,2008-05-27,,,-75000,0,0,0
#N/A,2008-05-28,,,87000,0,0,0
#N/A,2008-05-29,,,18000,0,0,1
#N/A,2008-05-30,,,95000,0,0,2
#N/A,2008-05-31,,,38000,0,0,0
11,2008-05-01,64940,120000,122200,41000,0,16
11,2008-05-02,139550,120000,79700,118000,0,18
11,2008-05-03,191020,130000,248800,28000,3,34
11,2008-05-04,40940,130000,346150,0,3,33
11,2008-05-05,128000,130000,174650,0,0,31
11,2008-05-06,51100,130000,145900,0,2,25
11,2008-05-07,145620,120000,121060,29000,0,19
11,2008-05-08,187100,120000,214200,0,0,17
11,2008-05-09,195800,120000,179630,58000,0,16
11,2008-05-10,92900,120000,169560,0,0,17
11,2008-05-11,178800,120000,240700,0,1,26
11,2008-05-12,68180,120000,147450,0,0,22
11,2008-05-13,98300,120000,126970,0,0,17
11,2008-05-14,56110,120000,144610,0,1,21
11,2008-05-15,39700,120000,104690,0,0,15
11,2008-05-16,145800,120000,120190,0,0,22
11,2008-05-17,98700,120000,207000,0,3,24
11,2008-05-18,143650,120000,235500,31700,1,30
11,2008-05-19,64760,120000,196840,0,0,19
11,2008-05-20,0,0,0,0,0,0
11,2008-05-21,219570,100000,221780,0,1,19
11,2008-05-22,73000,100000,203990,0,2,21
11,2008-05-23,78300,120000,279100,0,1,20
11,2008-05-24,160510,120000,239750,20000,1,16
11,2008-05-25,67100,120000,254560,68000,1,23
11,2008-05-26,50570,100000,66800,0,0,19
11,2008-05-27,32410,100000,167280,0,1,23
11,2008-05-28,95100,100000,146900,0,0,12
11,2008-05-29,33110,100000,169400,7500,2,15
11,2008-05-30,76460,100000,99930,0,1,12
11,2008-05-31,134690,120000,121770,28000,0,26
2,2008-05-01,148000,190000,231500,0,0,9
2,2008-05-02,86800,190000,191000,0,0,3
2,2008-05-03,346400,300000,410800,0,0,11
2,2008-05-04,166200,300000,201900,0,0,5
2,2008-05-05,160800,250000,167000,0,0,6
2,2008-05-06,123200,250000,185900,0,0,9
2,2008-05-07,313200,170000,272800,0,0,6
2,2008-05-08,120000,170000,308500,0,0,7
2,2008-05-09,156000,170000,141000,0,0,3
2,2008-05-10,185300,250000,118800,0,0,5
2,2008-05-11,268000,250000,227000,0,5,6
2,2008-05-12,323000,150000,65600,0,0,3
2,2008-05-13,204600,150000,62000,0,0,2
2,2008-05-14,139000,150000,111000,0,0,3
2,2008-05-15,32200,170000,293600,0,0,6
2,2008-05-16,19000,170000,33000,0,0,3
2,2008-05-17,153900,230000,207000,0,1,6
2,2008-05-18,75800,230000,227900,0,0,5
2,2008-05-19,232700,190000,105000,0,0,3
2,2008-05-20,217000,190000,23600,0,0,2
2,2008-05-21,61900,170000,143000,0,0,4
2,2008-05-22,302800,170000,116500,0,0,2
2,2008-05-23,207500,170000,36000,0,0,2
2,2008-05-24,103300,200000,136900,0,0,5
2,2008-05-25,205600,200000,66900,0,0,4
2,2008-05-26,394300,170000,75000,0,0,5
2,2008-05-27,225200,170000,193000,0,0,3
2,2008-05-28,186600,170000,142000,0,0,4
2,2008-05-29,55900,170000,166600,46000,2,6
2,2008-05-30,27200,150000,115500,433000,0,5
2,2008-05-31,51900,140000,139000,0,1,9
1,2008-05-01,733020,300000,384865,23000,0,16
1,2008-05-02,273700,350000,557300,0,0,14
1,2008-05-03,525500,450000,706900,0,1,19
1,2008-05-04,402900,400000,619200,0,0,15
1,2008-05-05,489805,400000,380350,46000,0,15
1,2008-05-06,286470,350000,795525,0,0,22
1,2008-05-07,347440,250000,96000,36000,0,3
1,2008-05-08,88000,250000,198900,0,0,4
1,2008-05-09,196100,300000,141500,159000,1,5
1,2008-05-10,406200,400000,236000,188000,0,9
1,2008-05-11,268600,350000,353800,60000,0,9
1,2008-05-12,437000,250000,273000,26000,1,5
1,2008-05-13,189700,250000,271800,153900,0,6
1,2008-05-14,301400,250000,256000,54000,0,5
1,2008-05-15,225000,250000,110500,99000,0,5
1,2008-05-16,128600,550000,761500,53000,1,14
1,2008-05-17,149000,650000,633700,30000,0,16
1,2008-05-18,476100,600000,422400,0,0,14
1,2008-05-19,802200,250000,279200,47000,0,8
1,2008-05-20,510600,250000,275000,21000,1,5
1,2008-05-21,150000,250000,424800,0,1,13
1,2008-05-22,390000,250000,263000,51000,0,13
1,2008-05-23,254400,300000,298400,116000,0,13
1,2008-05-24,119500,400000,243000,65000,0,11
1,2008-05-25,122800,350000,268700,60000,0,10
1,2008-05-26,517400,200000,299000,0,0,7
1,2008-05-27,301400,200000,170100,0,0,7
1,2008-05-28,195000,200000,379900,58000,0,9
1,2008-05-29,251600,200000,133300,0,0,7
1,2008-05-30,69000,250000,153100,36000,0,9
1,2008-05-31,238800,300000,286700,90000,1,9
4,2008-05-01,230900,200000,400000,0,1,8
4,2008-05-02,210800,200000,84700,0,2,2
4,2008-05-03,407400,400000,102500,0,1,4
4,2008-05-04,236000,350000,237000,0,2,11
4,2008-05-05,287000,250000,254300,33000,4,9
4,2008-05-06,100100,200000,219500,22000,1,9
4,2008-05-07,101000,100000,67000,0,1,3
4,2008-05-08,88000,100000,6400,0,0,1
4,2008-05-09,86600,100000,126000,0,0,2
4,2008-05-10,62000,200000,118000,0,1,4
4,2008-05-11,124900,200000,32000,23600,0,1
4,2008-05-12,239500,120000,107600,0,1,7
4,2008-05-13,142800,120000,73000,0,1,2
4,2008-05-14,314000,120000,127000,0,4,4
4,2008-05-15,63000,120000,113000,0,1,3
4,2008-05-16,57700,120000,18000,0,1,1
4,2008-05-17,104700,200000,82000,0,1,2
4,2008-05-18,284000,200000,117000,0,1,4
4,2008-05-19,172500,100000,114000,0,0,2
4,2008-05-20,68000,100000,61000,0,1,4
4,2008-05-21,29700,100000,121000,0,0,3
4,2008-05-22,83500,100000,163000,37000,2,2
4,2008-05-23,95000,100000,528120,0,1,10
4,2008-05-24,72500,250000,454300,0,1,11
4,2008-05-25,152100,200000,322200,19000,1,6
4,2008-05-26,249900,120000,538520,0,3,11
4,2008-05-27,234500,120000,110000,0,2,2
4,2008-05-28,32500,120000,102000,43000,0,3
4,2008-05-29,157500,120000,104000,0,0,5
4,2008-05-30,125900,120000,228000,0,1,6
4,2008-05-31,85400,150000,79500,0,1,5
5,2008-05-01,159900,150000,52000,0,0,2
5,2008-05-02,119500,100000,79000,130000,0,2
5,2008-05-03,201300,250000,268300,106000,0,6
5,2008-05-04,219800,250000,190900,0,0,5
5,2008-05-05,47900,250000,103000,0,0,2
5,2008-05-06,135300,200000,94900,0,1,3
5,2008-05-07,23000,0,0,0,0,0
5,2008-05-08,196900,0,0,0,0,0
5,2008-05-09,28800,0,0,0,0,0
5,2008-05-10,91900,0,0,0,0,0
5,2008-05-11,128800,0,0,0,0,0
5,2008-05-12,322000,0,0,0,0,0
5,2008-05-13,269800,0,0,0,0,0
5,2008-05-14,29000,0,0,0,0,0
5,2008-05-15,20000,200000,337500,63000,0,14
5,2008-05-16,74400,170000,9000,11800,0,3
5,2008-05-17,199100,250000,180400,0,0,5
5,2008-05-18,393500,250000,351300,0,0,3
5,2008-05-19,287700,120000,501700,0,0,4
5,2008-05-20,352300,120000,23200,0,0,2
5,2008-05-21,165000,120000,73000,58000,0,1
5,2008-05-22,37400,120000,659500,0,0,4
5,2008-05-23,79200,120000,16100,0,0,2
5,2008-05-24,47900,250000,197000,0,0,3
5,2008-05-25,73000,250000,117000,0,0,4
5,2008-05-26,266400,120000,201200,0,0,4
5,2008-05-27,463900,100000,64000,0,0,3
5,2008-05-28,59000,120000,48300,0,0,3
5,2008-05-29,23800,120000,465400,0,0,2
5,2008-05-30,113900,120000,101400,0,0,3
5,2008-05-31,77000,250000,39000,0,0,2
7,2008-05-01,199900,200000,49000,86000,0,3
7,2008-05-02,238600,200000,182600,49500,1,5
7,2008-05-03,128000,350000,266900,85000,1,7
7,2008-05-04,299800,350000,326400,0,2,14
7,2008-05-05,321700,350000,172500,0,1,6
7,2008-05-06,220600,300000,143300,60000,1,4
7,2008-05-07,45800,150000,231000,0,0,7
7,2008-05-08,119000,150000,123000,0,2,3
7,2008-05-09,113800,150000,160000,0,0,6
7,2008-05-10,146800,300000,188000,0,2,7
7,2008-05-11,311800,300000,84000,0,1,4
7,2008-05-12,203800,150000,152600,0,3,4
7,2008-05-13,308900,150000,373000,25000,3,6
7,2008-05-14,123000,150000,24000,0,0,1
7,2008-05-15,139700,150000,138700,0,1,7
7,2008-05-16,60320,150000,195000,0,0,4
7,2008-05-17,66900,300000,128000,0,1,3
7,2008-05-18,350600,300000,119900,0,1,3
7,2008-05-19,211200,130000,15500,146000,0,1
7,2008-05-20,359400,130000,96000,0,0,4
7,2008-05-21,159300,130000,146500,31000,0,5
7,2008-05-22,160600,130000,114300,30000,0,4
7,2008-05-23,13000,130000,272500,0,1,8
7,2008-05-24,164200,300000,214500,0,1,12
7,2008-05-25,330560,300000,98500,0,1,3
7,2008-05-26,205150,150000,64800,0,0,4
7,2008-05-27,328560,150000,56800,0,1,4
7,2008-05-28,8900,150000,41000,72000,1,3
7,2008-05-29,32000,150000,142800,0,1,5
7,2008-05-30,104700,200000,71000,128000,0,3
7,2008-05-31,292700,300000,126000,0,2,7
6,2008-05-01,356800,150000,55900,0,1,4
6,2008-05-02,113000,150000,84000,0,1,3
6,2008-05-03,374000,250000,182500,0,1,6
6,2008-05-04,317700,200000,199000,0,1,4
6,2008-05-05,96300,200000,89000,0,0,3
6,2008-05-06,159800,200000,30900,38000,0,3
6,2008-05-07,192500,100000,126000,0,1,5
6,2008-05-08,50000,150000,148600,0,2,3
6,2008-05-09,90000,150000,140000,0,0,3
6,2008-05-10,49700,250000,223400,28000,0,7
6,2008-05-11,252000,200000,36000,0,1,3
6,2008-05-12,201800,100000,39500,0,1,2
6,2008-05-13,271600,100000,103100,0,0,4
6,2008-05-14,16900,100000,29800,0,0,2
6,2008-05-15,41000,150000,50000,0,0,2
6,2008-05-16,152900,150000,66000,0,0,4
6,2008-05-17,73000,250000,107700,0,1,5
6,2008-05-18,141800,200000,156300,0,1,4
6,2008-05-19,35900,100000,128000,0,2,2
6,2008-05-20,228900,100000,52000,0,0,2
6,2008-05-21,52000,100000,86000,0,2,3
6,2008-05-22,104600,150000,18000,0,0,1
6,2008-05-23,61000,150000,196000,0,1,6
6,2008-05-24,121000,250000,300000,0,2,7
6,2008-05-25,67000,200000,35000,0,0,2
6,2008-05-26,152800,100000,39800,0,0,2
6,2008-05-27,179000,100000,144700,0,0,3
6,2008-05-28,189900,150000,112800,0,1,6
6,2008-05-29,50000,150000,105800,0,0,4
6,2008-05-30,51900,150000,204500,0,0,7
6,2008-05-31,141000,250000,257800,0,2,8
3,2008-05-01,,150000,52400,0,1,3
3,2008-05-02,,150000,129100,0,0,4
3,2008-05-03,,200000,133800,0,0,4
3,2008-05-04,,200000,50900,0,0,2
3,2008-05-05,,200000,57000,0,0,3
3,2008-05-06,,180000,187600,15000,0,8
3,2008-05-07,,150000,29000,0,0,3
3,2008-05-08,,150000,280900,0,1,4
3,2008-05-09,,150000,26000,0,1,2
3,2008-05-10,,200000,191500,0,0,10
3,2008-05-11,,1000000,703750,61400,0,3
3,2008-05-12,,100000,67300,0,1,1
3,2008-05-13,,100000,42800,0,0,3
3,2008-05-14,,100000,186000,88000,5,5
3,2008-05-15,,100000,137400,0,3,7
3,2008-05-16,,100000,74500,0,0,4
3,2008-05-17,,200000,302700,27400,2,9
3,2008-05-18,,170000,229200,0,0,6
3,2008-05-19,,100000,145900,0,1,4
3,2008-05-20,,100000,52000,0,1,3
3,2008-05-21,,100000,12800,0,0,1
3,2008-05-22,,100000,88800,0,1,3
3,2008-05-23,,100000,92700,0,0,4
3,2008-05-24,,150000,159440,0,1,6
3,2008-05-25,,150000,191000,0,2,7
3,2008-05-26,,100000,110000,61000,4,5
3,2008-05-27,,100000,154000,0,0,7
3,2008-05-28,,100000,122000,18000,1,6
3,2008-05-29,,100000,169600,0,2,5
3,2008-05-30,,100000,24000,0,0,3
3,2008-05-31,,100000,98600,0,0,5
73,2008-05-01,49000,100000,12500,0,1,1
73,2008-05-02,154200,100000,2500,0,1,1
73,2008-05-03,89300,150000,23000,0,3,2
73,2008-05-04,39000,150000,42500,0,3,2
73,2008-05-05,225000,150000,51000,12000,0,3
73,2008-05-06,21800,100000,198500,15000,8,6
73,2008-05-07,115300,0,0,0,0,0
73,2008-05-08,9600,60000,12000,0,0,1
73,2008-05-09,12000,60000,30500,0,4,3
73,2008-05-10,124600,100000,26800,0,1,2
73,2008-05-11,117000,100000,15000,0,2,1
73,2008-05-12,501100,60000,12500,0,2,1
73,2008-05-13,135600,60000,44000,0,1,2
73,2008-05-14,69000,0,0,0,0,0
73,2008-05-15,98300,60000,27000,0,2,3
73,2008-05-16,97000,60000,61000,0,2,6
73,2008-05-17,4800,100000,192500,55000,5,7
73,2008-05-18,14000,100000,63000,0,6,4
73,2008-05-19,24500,60000,12000,0,1,1
73,2008-05-20,208900,60000,102500,25500,3,3
73,2008-05-21,48200,0,0,0,0,0
73,2008-05-22,40500,60000,14500,17500,2,2
73,2008-05-23,181800,60000,169455,0,4,14
73,2008-05-24,67000,200000,172000,2600,1,5
73,2008-05-25,28400,200000,37000,0,3,3
73,2008-05-26,111400,60000,31000,0,2,1
73,2008-05-27,27000,60000,78500,0,1,4
73,2008-05-28,72000,0,0,0,0,0
73,2008-05-29,78500,60000,6250,0,0,1
73,2008-05-30,77000,60000,122000,0,2,5
73,2008-05-31,2300,110000,51300,0,2,3
81,2008-05-01,,,0,0,0,0
81,2008-05-02,,,0,0,0,0
81,2008-05-03,,,0,0,0,0
81,2008-05-04,,,0,0,0,0
81,2008-05-05,,,0,0,0,0
81,2008-05-06,,,0,0,0,0
81,2008-05-07,,,0,0,0,0
81,2008-05-08,,,0,0,0,0
81,2008-05-09,,,0,0,0,0
81,2008-05-10,,,0,0,0,0
81,2008-05-11,,,0,0,0,0
81,2008-05-12,,,0,0,0,0
81,2008-05-13,,,0,0,0,0
81,2008-05-14,,,0,0,0,0
81,2008-05-15,,,0,0,0,0
81,2008-05-16,,,0,0,0,0
81,2008-05-17,,,0,0,0,0
81,2008-05-18,,,0,0,0,0
81,2008-05-19,,,0,0,0,0
81,2008-05-20,,,0,0,0,0
81,2008-05-21,,,0,0,0,0
81,2008-05-22,,,0,0,0,0
81,2008-05-23,,,0,0,0,0
81,2008-05-24,,3500000,3304761,0,0,131
81,2008-05-25,,1500000,1069094,0,0,51
81,2008-05-26,,,0,0,0,0
81,2008-05-27,,,0,0,0,0
81,2008-05-28,,1400000,1084671,0,0,51
81,2008-05-29,,900000,610657,0,0,25
81,2008-05-30,,900000,488770,0,0,24
81,2008-05-31,,1200000,693757,0,0,24
66,2008-05-01,183100,180000,485520,0,2,10
66,2008-05-02,413500,200000,562900,38000,3,11
66,2008-05-03,190600,350000,114140,98000,1,6
66,2008-05-04,235400,350000,379920,38000,3,10
66,2008-05-05,75800,300000,259400,38000,2,4
66,2008-05-06,635000,300000,257580,0,2,8
66,2008-05-07,307000,180000,114700,0,3,8
66,2008-05-08,104700,150000,154200,0,0,4
66,2008-05-09,205000,200000,355800,0,0,7
66,2008-05-10,249500,450000,507140,101000,5,17
66,2008-05-11,361100,350000,93400,0,3,7
66,2008-05-12,140500,150000,54050,51000,0,3
66,2008-05-13,17300,150000,135600,10500,0,6
66,2008-05-14,186200,180000,101600,0,0,6
66,2008-05-15,240000,180000,53100,63000,1,5
66,2008-05-16,123100,200000,160840,0,2,5
66,2008-05-17,84500,350000,353300,0,0,9
66,2008-05-18,344500,300000,15400,32500,0,3
66,2008-05-19,105000,180000,72200,0,0,5
66,2008-05-20,316100,200000,324100,0,4,10
66,2008-05-21,835900,300000,375500,28000,0,5
66,2008-05-22,507100,300000,212900,0,1,5
66,2008-05-23,275600,350000,352700,43500,2,10
66,2008-05-24,253000,500000,628800,0,2,17
66,2008-05-25,415600,450000,469800,0,1,8
66,2008-05-26,697300,250000,300920,0,0,4
66,2008-05-27,100000,200000,156100,298200,0,9
66,2008-05-28,76800,150000,232400,0,1,9
66,2008-05-29,152500,150000,42410,0,2,3
66,2008-05-30,362200,200000,307000,31500,0,4
66,2008-05-31,247500,250000,369500,0,2,11
65,2008-05-01,65720,250000,287480,0,1,5
65,2008-05-02,33700,250000,146520,0,1,5
65,2008-05-03,286700,650000,290600,20000,2,9
65,2008-05-04,406800,600000,609100,34000,5,11
65,2008-05-05,222500,500000,334920,0,2,8
65,2008-05-06,64000,400000,104500,34000,2,3
65,2008-05-07,183300,300000,100240,0,0,3
65,2008-05-08,188800,300000,201740,0,3,8
65,2008-05-09,132300,300000,172540,156000,2,6
65,2008-05-10,78300,500000,286540,45000,0,5
65,2008-05-11,109020,400000,531000,0,3,7
65,2008-05-12,394820,250000,114410,0,2,7
65,2008-05-13,255800,300000,202000,0,1,6
65,2008-05-14,110100,300000,132550,0,0,3
65,2008-05-15,298500,350000,542320,0,3,8
65,2008-05-16,545300,400000,127480,0,2,7
65,2008-05-17,933800,650000,604860,83500,3,11
65,2008-05-18,807700,500000,586900,0,4,9
65,2008-05-19,43940,250000,226000,0,1,4
65,2008-05-20,140200,300000,119080,87000,0,3
65,2008-05-21,240500,300000,243700,0,1,4
65,2008-05-22,227800,350000,233020,0,2,7
65,2008-05-23,130300,350000,236740,33000,3,5
65,2008-05-24,444350,500000,394300,0,3,9
65,2008-05-25,931400,400000,632800,65000,4,11
65,2008-05-26,157900,250000,41500,0,1,2
65,2008-05-27,37600,300000,223500,0,0,4
65,2008-05-28,190140,300000,169300,0,2,5
65,2008-05-29,53000,300000,102120,0,1,4
65,2008-05-30,242300,300000,242500,0,0,4
65,2008-05-31,336500,400000,196180,0,0,6
59,2008-05-01,351800,450000,608800,60300,1,20
59,2008-05-02,213120,450000,418600,0,1,11
59,2008-05-03,833700,700000,1172700,114000,0,25
59,2008-05-04,1103500,800000,900700,0,2,20
59,2008-05-05,708000,600000,681900,0,1,16
59,2008-05-06,278500,500000,610400,62000,0,13
59,2008-05-07,326000,400000,444300,116300,0,16
59,2008-05-08,245000,400000,76000,29000,0,2
59,2008-05-09,305800,400000,206100,0,2,4
59,2008-05-10,552200,650000,722000,36000,0,22
59,2008-05-11,427300,650000,685900,81000,1,17
59,2008-05-12,557000,400000,136600,86000,0,10
59,2008-05-13,401220,400000,422300,0,1,10
59,2008-05-14,254100,400000,439500,24000,0,17
59,2008-05-15,319600,400000,446900,38000,0,12
59,2008-05-16,376000,400000,259300,0,0,6
59,2008-05-17,840000,650000,336000,214000,0,12
59,2008-05-18,689000,650000,438400,807400,1,13
59,2008-05-19,189100,300000,129000,655500,1,6
59,2008-05-20,227600,300000,246900,229500,0,10
59,2008-05-21,202120,300000,271400,60400,1,12
59,2008-05-22,955000,800000,2124600,90000,1,44
59,2008-05-23,471500,800000,1649000,0,0,35
59,2008-05-24,910900,1000000,1350200,80000,0,29
59,2008-05-25,561800,700000,1057500,0,1,30
59,2008-05-26,477800,400000,346800,0,0,14
59,2008-05-27,607000,400000,311700,0,2,6
59,2008-05-28,338100,400000,477900,124000,0,14
59,2008-05-29,132600,400000,284500,27000,1,10
59,2008-05-30,254600,400000,307500,0,0,7
59,2008-05-31,468900,500000,859940,16000,3,21
60,2008-05-01,250000,250000,372300,0,1,13
60,2008-05-02,209300,250000,294000,0,3,9
60,2008-05-03,725500,600000,488900,0,0,15
60,2008-05-04,811900,600000,416000,13500,3,7
60,2008-05-05,293000,550000,586200,0,3,19
60,2008-05-06,450200,550000,528000,0,0,14
60,2008-05-07,385280,300000,394300,0,0,12
60,2008-05-08,373400,300000,189800,0,0,6
60,2008-05-09,158800,300000,377000,48000,2,8
60,2008-05-10,304360,550000,276100,0,0,9
60,2008-05-11,532600,550000,426800,0,0,10
60,2008-05-12,339500,300000,382000,0,0,10
60,2008-05-13,311300,300000,183700,47000,1,12
60,2008-05-14,502200,300000,401000,0,2,7
60,2008-05-15,558000,300000,311300,75000,1,9
60,2008-05-16,356100,300000,226000,0,0,6
60,2008-05-17,620500,600000,735800,0,1,20
60,2008-05-18,583600,600000,345300,46000,0,11
60,2008-05-19,400860,300000,125000,22000,0,5
60,2008-05-20,131600,300000,214500,0,1,7
60,2008-05-21,284000,300000,74600,0,0,4
60,2008-05-22,414900,300000,232560,0,0,6
60,2008-05-23,300880,300000,100580,99000,0,6
60,2008-05-24,255900,550000,403400,29000,3,9
60,2008-05-25,750100,550000,202800,21500,1,8
60,2008-05-26,181100,250000,46000,0,0,3
60,2008-05-27,312500,250000,33000,187000,0,2
60,2008-05-28,100220,200000,224040,153000,0,6
60,2008-05-29,488160,200000,19000,192000,0,1
60,2008-05-30,278780,1000000,1327900,0,1,35
60,2008-05-31,428800,1000000,1016000,0,0,33
61,2008-05-01,698600,450000,573300,0,0,13
61,2008-05-02,655400,550000,884800,81000,2,19
61,2008-05-03,444040,500000,737300,94000,1,20
61,2008-05-04,453600,450000,550340,0,0,14
61,2008-05-05,500400,400000,520800,0,2,18
61,2008-05-06,256100,400000,424700,68000,1,14
61,2008-05-07,520800,500000,267800,0,1,11
61,2008-05-08,458600,500000,407500,0,0,9
61,2008-05-09,439600,500000,316700,199000,1,11
61,2008-05-10,796800,650000,614500,107000,1,16
61,2008-05-11,677300,550000,517800,90000,3,14
61,2008-05-12,251240,350000,252000,102000,1,8
61,2008-05-13,318400,300000,336300,178500,1,10
61,2008-05-14,147000,250000,103300,368000,0,5
61,2008-05-15,1935600,2100000,2272000,0,0,44
61,2008-05-16,2307380,2400000,2197800,0,0,49
61,2008-05-17,2250600,2300000,1866700,0,0,46
61,2008-05-18,2239600,2400000,2006800,0,2,48
61,2008-05-19,431900,350000,169500,8500,0,8
61,2008-05-20,255600,400000,212100,25000,0,10
61,2008-05-21,408900,400000,351700,27000,0,11
61,2008-05-22,311900,400000,242700,0,2,11
61,2008-05-23,309800,400000,171000,18000,1,6
61,2008-05-24,465700,550000,640500,56000,1,16
61,2008-05-25,418371,500000,314700,0,2,9
61,2008-05-26,373900,400000,261800,4000,1,8
61,2008-05-27,323800,400000,367300,0,2,11
61,2008-05-28,368000,400000,245900,0,0,10
61,2008-05-29,357600,400000,339000,0,2,10
61,2008-05-30,474000,400000,580650,0,1,15
61,2008-05-31,518000,450000,567600,0,1,23
10,2008-05-01,208780,120000,99200,37000,2,3
10,2008-05-02,116800,130000,42300,0,2,3
10,2008-05-03,229180,180000,71500,0,2,3
10,2008-05-04,279300,180000,176540,0,3,8
10,2008-05-05,305060,160000,49600,0,0,4
10,2008-05-06,322400,150000,65100,0,0,6
10,2008-05-07,132100,120000,113500,0,0,4
10,2008-05-08,95040,120000,45000,82000,0,5
10,2008-05-09,88600,130000,23720,0,3,5
10,2008-05-10,159360,150000,101940,0,2,6
10,2008-05-11,178500,140000,78600,0,1,9
10,2008-05-12,434277,70000,110500,0,0,3
10,2008-05-13,283000,70000,132039,0,2,5
10,2008-05-14,145900,70000,6500,0,0,1
10,2008-05-15,63500,70000,25800,6500,0,4
10,2008-05-16,250100,80000,108140,0,3,5
10,2008-05-17,30980,130000,197878,0,3,7
10,2008-05-18,135400,110000,99800,0,1,6
10,2008-05-19,231800,60000,65013,0,1,4
10,2008-05-20,171400,60000,97300,6500,0,4
10,2008-05-21,181200,60000,32900,0,0,3
10,2008-05-22,168296,0,0,0,0,0
10,2008-05-23,233390,200000,248564,43000,1,12
10,2008-05-24,119200,150000,187840,960,0,5
10,2008-05-25,163500,130000,144300,0,4,11
10,2008-05-26,299260,90000,109938,0,0,3
10,2008-05-27,186291,90000,95080,0,0,4
10,2008-05-28,39500,90000,106340,0,0,8
10,2008-05-29,218100,90000,1500,0,0,1
10,2008-05-30,118600,100000,190100,32000,2,7
10,2008-05-31,181800,200000,73000,0,1,6
62,2008-05-01,410600,450000,272100,0,1,13
62,2008-05-02,569200,450000,623000,0,2,12
62,2008-05-03,506000,550000,366300,0,1,8
62,2008-05-04,261500,600000,256300,0,2,7
62,2008-05-05,357600,600000,271720,0,0,8
62,2008-05-06,604400,400000,414000,0,0,14
62,2008-05-07,269700,400000,131000,0,0,4
62,2008-05-08,329320,400000,229000,0,0,7
62,2008-05-09,283900,400000,401500,0,0,12
62,2008-05-10,355200,550000,525700,0,2,11
62,2008-05-11,572600,550000,403000,0,1,15
62,2008-05-12,356900,400000,593000,0,1,13
62,2008-05-13,518000,400000,201000,0,1,3
62,2008-05-14,705800,400000,291000,0,1,9
62,2008-05-15,449000,400000,694500,0,1,11
62,2008-05-16,542000,400000,572500,0,2,15
62,2008-05-17,400300,550000,341000,0,2,7
62,2008-05-18,655300,550000,320240,0,2,14
62,2008-05-19,350640,400000,349000,0,3,7
62,2008-05-20,500140,400000,391700,0,1,6
62,2008-05-21,887900,400000,571000,0,2,10
62,2008-05-22,432000,400000,377000,0,1,6
62,2008-05-23,453100,400000,245500,0,3,8
62,2008-05-24,523900,550000,717200,0,2,14
62,2008-05-25,300080,550000,334000,0,1,5
62,2008-05-26,314320,400000,112200,0,1,4
62,2008-05-27,324000,400000,205500,0,0,6
62,2008-05-28,246000,400000,254600,0,3,7
62,2008-05-29,318600,400000,108800,0,1,4
62,2008-05-30,300300,400000,216400,0,0,6
62,2008-05-31,418600,450000,434500,0,0,9
57,2008-05-01,584600,400000,497500,0,1,12
57,2008-05-02,553100,350000,144000,0,2,5
57,2008-05-03,608500,500000,388500,0,2,8
57,2008-05-04,661000,550000,550700,52000,3,18
57,2008-05-05,276000,450000,851000,0,6,12
57,2008-05-06,387500,450000,475500,0,4,6
