ID,日付,昨年実績,日割予算,売上実績,取置計,顧客計,客数計
12,2007-12-1,463600,450000,425900,0,0,20
12,2007-12-2,467600,450000,196000,0,0,12
12,2007-12-3,156200,200000,138300,0,1,8
12,2007-12-4,150900,200000,169200,0,0,7
12,2007-12-5,219000,200000,103400,0,0,7
12,2007-12-6,342800,200000,36700,0,0,3
12,2007-12-7,190200,200000,150600,0,0,10
12,2007-12-8,610000,400000,334000,0,0,15
12,2007-12-9,241900,400000,251400,0,0,14
12,2007-12-10,221500,200000,190300,0,0,12
12,2007-12-11,159000,200000,138300,0,1,9
12,2007-12-12,462600,200000,103000,0,0,5
12,2007-12-13,498800,200000,199300,0,1,7
12,2007-12-14,585400,400000,679400,0,0,25
12,2007-12-15,809100,600000,570200,0,0,25
12,2007-12-16,680300,600000,499700,0,0,19
12,2007-12-17,222100,300000,366700,0,0,12
12,2007-12-18,385100,300000,253000,0,0,12
12,2007-12-19,365200,300000,242200,0,0,12
12,2007-12-20,464200,250000,300600,0,2,19
12,2007-12-21,358900,400000,328800,0,0,25
12,2007-12-22,701400,600000,484800,0,0,29
12,2007-12-23,477100,500000,405300,0,0,30
12,2007-12-24,309800,400000,422700,0,0,28
12,2007-12-25,139000,200000,258700,0,2,15
12,2007-12-26,234700,200000,200000,0,0,13
12,2007-12-27,331900,200000,210500,0,0,15
12,2007-12-28,373800,200000,136300,0,1,10
12,2007-12-29,266700,200000,283900,0,0,15
12,2007-12-30,285800,200000,264200,0,0,17
12,2007-12-31,242800,150000,165500,0,0,11
23,2007-12-1,0,250000,251300,47600,1,9
23,2007-12-2,0,300000,77000,0,1,5
23,2007-12-3,0,170000,127800,0,0,3
23,2007-12-4,0,170000,50040,0,0,1
23,2007-12-5,0,150000,151300,0,0,3
23,2007-12-6,0,150000,51000,0,0,2
23,2007-12-7,0,160000,92600,20800,1,4
23,2007-12-8,0,200000,234000,132800,0,2
23,2007-12-9,0,200000,215400,0,0,4
23,2007-12-10,0,160000,101800,23000,2,4
23,2007-12-11,0,160000,236000,0,1,3
23,2007-12-12,0,130000,132720,38000,0,6
23,2007-12-13,0,130000,26000,107000,1,1
23,2007-12-14,0,160000,114640,0,0,6
23,2007-12-15,0,200000,143000,13000,1,4
23,2007-12-16,0,450000,341750,68800,0,10
23,2007-12-17,0,150000,233200,0,1,8
23,2007-12-18,0,150000,21400,0,0,2
23,2007-12-19,0,130000,70880,0,1,4
23,2007-12-20,0,130000,76400,113000,0,3
23,2007-12-21,0,150000,39840,0,0,2
23,2007-12-22,0,200000,240400,0,0,3
23,2007-12-23,0,200000,117000,0,0,4
23,2007-12-24,0,200000,53200,24000,2,3
23,2007-12-25,0,100000,45800,0,1,2
23,2007-12-26,0,100000,309200,65000,1,5
23,2007-12-27,0,100000,153400,0,1,4
23,2007-12-28,0,100000,23800,0,0,3
23,2007-12-29,0,100000,109400,0,0,3
23,2007-12-30,0,50000,161400,0,1,5
23,2007-12-31,0,0,0,0,0,0
14,2007-12-1,352800,400000,476000,29100,3,25
14,2007-12-2,309600,400000,279700,0,1,17
14,2007-12-3,118200,230000,106000,0,0,9
14,2007-12-4,167800,230000,106900,0,2,10
14,2007-12-5,161000,230000,105600,0,0,7
14,2007-12-6,226400,230000,117000,0,2,12
14,2007-12-7,169000,230000,113800,8900,2,14
14,2007-12-8,287600,400000,177200,0,0,16
14,2007-12-9,362300,350000,178000,0,3,13
14,2007-12-10,171800,250000,215200,0,1,11
14,2007-12-11,256500,250000,236900,0,1,17
14,2007-12-12,271800,250000,190300,0,0,10
14,2007-12-13,269000,250000,316100,0,2,18
14,2007-12-14,250500,250000,227000,0,1,16
14,2007-12-15,277000,450000,491800,0,2,31
14,2007-12-16,354200,400000,157600,0,0,19
14,2007-12-17,185300,300000,176200,0,2,12
14,2007-12-18,572900,300000,227400,0,1,13
14,2007-12-19,334800,300000,387000,0,1,19
14,2007-12-20,260100,300000,167100,0,0,9
14,2007-12-21,223800,300000,217000,0,0,17
14,2007-12-22,272100,450000,397600,0,0,31
14,2007-12-23,322000,450000,306100,0,0,32
14,2007-12-24,291700,350000,174200,0,0,16
14,2007-12-25,296700,300000,126900,0,0,11
14,2007-12-26,374700,300000,278300,0,0,23
14,2007-12-27,333100,300000,185200,0,0,17
14,2007-12-28,428300,300000,213500,0,2,17
14,2007-12-29,332800,350000,286400,0,0,26
14,2007-12-30,302200,300000,179800,0,1,16
14,2007-12-31,117400,100000,109000,0,0,12
15,2007-12-1,468200,550000,510000,0,0,23
15,2007-12-2,660000,550000,449800,30700,0,20
15,2007-12-3,340100,400000,247100,39000,0,13
15,2007-12-4,362200,400000,233900,0,0,13
15,2007-12-5,416900,400000,276000,0,0,14
15,2007-12-6,391400,400000,187200,48800,0,12
15,2007-12-7,429500,400000,409100,0,0,17
15,2007-12-8,605200,600000,530400,39000,0,26
15,2007-12-9,560400,600000,791500,0,0,40
15,2007-12-10,375200,350000,335600,49400,0,19
15,2007-12-11,329800,350000,441000,0,0,15
15,2007-12-12,306500,350000,530800,59200,1,19
15,2007-12-13,379100,350000,368700,0,0,22
15,2007-12-14,906100,850000,540000,46800,0,26
15,2007-12-15,934400,900000,903000,0,0,39
15,2007-12-16,703500,850000,973000,0,0,44
15,2007-12-17,491000,500000,268900,0,0,13
15,2007-12-18,708200,500000,442400,0,0,19
15,2007-12-19,367100,500000,443000,0,0,22
15,2007-12-20,352400,500000,265900,0,0,17
15,2007-12-21,954800,950000,582600,0,0,33
15,2007-12-22,1091200,1000000,845500,0,0,53
15,2007-12-23,783100,800000,773700,0,0,54
15,2007-12-24,540300,600000,623200,0,0,35
15,2007-12-25,370800,400000,472100,0,0,32
15,2007-12-26,314800,400000,390100,0,0,21
15,2007-12-27,389500,400000,407800,0,0,28
15,2007-12-28,492600,400000,373100,0,1,25
15,2007-12-29,376800,400000,533900,0,0,35
15,2007-12-30,434600,450000,534300,0,0,34
15,2007-12-31,435600,400000,228900,0,0,17
17,2007-12-1,650100,650000,603700,0,0,37
17,2007-12-2,552200,650000,607400,0,0,34
17,2007-12-3,453900,500000,254700,0,0,16
17,2007-12-4,457800,450000,317800,0,1,19
17,2007-12-5,453100,400000,318200,0,1,17
17,2007-12-6,367500,350000,251700,0,0,18
17,2007-12-7,353700,400000,352200,27600,0,22
17,2007-12-8,654300,650000,720700,0,0,45
17,2007-12-9,600000,650000,461500,0,0,27
17,2007-12-10,400000,350000,630300,0,1,30
17,2007-12-11,306900,350000,300100,0,1,20
17,2007-12-12,354000,350000,376100,0,0,21
17,2007-12-13,350500,350000,333800,0,0,22
17,2007-12-14,908200,850000,700600,0,2,36
17,2007-12-15,1104600,900000,959200,39800,0,49
17,2007-12-16,1107500,900000,711000,0,0,38
17,2007-12-17,624300,650000,734300,0,0,36
17,2007-12-18,511200,500000,481000,0,1,27
17,2007-12-19,500400,500000,448100,0,0,25
