ID,日付,昨年実績,日割予算,売上実績,取置き,新規獲得顧客,客数
50,2007/10/12,528200,300000,213900,33000,0,12
50,2007/10/13,501500,550000,379200,110000,1,12
50,2007/10/14,487700,500000,275600,85000,0,12
50,2007/10/15,268800,300000,262600,0,0,7
50,2007/10/16,171800,300000,352000,76000,0,11
50,2007/10/17,155500,300000,362800,24000,1,9
50,2007/10/18,252500,300000,328500,0,2,10
50,2007/10/19,246500,300000,200900,40000,0,12
50,2007/10/20,257500,500000,326200,118000,1,14
50,2007/10/21,490400,500000,275400,0,0,10
50,2007/10/22,277100,300000,153000,0,0,6
50,2007/10/23,313000,300000,153000,16000,0,8
50,2007/10/24,215800,300000,344700,74000,0,11
50,2007/10/25,332000,250000,617200,187000,2,14
50,2007/10/26,268100,250000,210400,0,1,12
50,2007/10/27,499400,450000,376600,0,2,12
50,2007/10/28,513200,450000,208700,90000,0,9
50,2007/10/29,164800,250000,274800,15000,0,11
50,2007/10/30,215000,200000,241300,126000,1,17
50,2007/10/31,203000,200000,260800,0,0,10
51,2007/10/1,583000,250000,138000,141000,0,5
51,2007/10/2,244400,250000,209200,0,1,8
51,2007/10/3,787400,250000,366000,0,2,4
51,2007/10/4,461800,250000,211300,0,0,6
51,2007/10/5,215800,300000,390200,95000,1,8
51,2007/10/6,110500,400000,226700,65000,0,4
51,2007/10/7,383000,400000,337700,0,2,7
51,2007/10/8,258000,450000,225200,0,0,5
51,2007/10/9,432200,250000,123600,0,0,6
51,2007/10/10,202200,250000,335600,0,1,4
51,2007/10/11,387600,250000,291800,0,1,4
51,2007/10/12,507200,400000,287600,98000,1,6
51,2007/10/13,309000,600000,607900,33000,0,14
51,2007/10/14,751400,600000,602500,27000,0,9
51,2007/10/15,714000,300000,194000,0,0,7
51,2007/10/16,341000,300000,268200,176000,0,7
51,2007/10/17,222000,300000,227800,0,0,6
51,2007/10/18,100000,300000,254500,140000,3,8
51,2007/10/19,158000,350000,303400,24000,2,10
51,2007/10/20,303000,500000,467000,0,0,10
51,2007/10/21,530000,550000,459500,0,1,9
51,2007/10/22,407700,300000,350500,0,0,5
51,2007/10/23,169800,300000,200600,0,0,9
51,2007/10/24,354000,300000,196000,0,1,3
51,2007/10/25,352300,300000,500000,74000,0,11
51,2007/10/26,335600,350000,359000,78000,0,5
51,2007/10/27,457100,500000,215000,0,1,5
51,2007/10/28,601700,550000,467200,0,3,13
51,2007/10/29,273200,300000,178000,104000,0,2
51,2007/10/30,265400,300000,209200,115000,0,4
51,2007/10/31,350700,300000,225000,0,2,4
38,2007/10/1,262200,250000,276300,192000,0,13
38,2007/10/2,117000,250000,216000,115800,1,8
38,2007/10/3,467000,250000,170900,49000,0,9
38,2007/10/4,218400,300000,334700,312200,1,14
38,2007/10/5,381300,600000,1233900,110000,1,22
38,2007/10/6,865100,650000,835400,54000,1,20
38,2007/10/7,375400,600000,743600,118000,0,24
38,2007/10/8,243000,550000,800000,0,0,25
38,2007/10/9,330400,350000,440000,17700,1,6
38,2007/10/10,388500,300000,336000,0,1,10
38,2007/10/11,551700,300000,300000,354000,0,8
38,2007/10/12,276700,300000,459000,206000,0,5
38,2007/10/13,171200,300000,147000,104000,0,7
38,2007/10/14,229200,300000,577800,0,0,17
38,2007/10/15,504000,350000,376700,50000,0,11
38,2007/10/16,397100,350000,384500,0,1,9
38,2007/10/17,291000,350000,251000,12000,0,9
38,2007/10/18,566000,350000,547000,58000,0,13
38,2007/10/19,301900,350000,219000,0,0,10
38,2007/10/20,206000,400000,400000,9000,0,14
38,2007/10/21,189000,300000,326000,107000,1,15
38,2007/10/22,421400,250000,125500,0,1,9
38,2007/10/23,181200,250000,131000,34000,0,6
38,2007/10/24,159400,300000,247000,0,2,14
38,2007/10/25,135000,300000,243000,69000,1,6
38,2007/10/26,582200,400000,532000,207000,0,14
38,2007/10/27,610000,450000,400000,10000,0,12
38,2007/10/28,437400,400000,419000,82000,0,10
38,2007/10/29,175500,300000,103600,0,0,7
38,2007/10/30,351400,300000,125000,0,0,4
38,2007/10/31,357100,300000,223200,132000,1,11
36,2007/10/1,427600,400000,477000,0,0,10
36,2007/10/2,226300,400000,323000,75000,1,6
36,2007/10/3,213000,400000,435000,176000,0,11
36,2007/10/4,355000,400000,265100,185000,0,13
36,2007/10/5,362600,400000,179800,190400,1,5
36,2007/10/6,813200,750000,925800,0,0,12
36,2007/10/7,615600,650000,351300,406000,0,14
36,2007/10/8,272400,550000,940000,0,1,24
36,2007/10/9,118500,300000,585600,126000,0,11
36,2007/10/10,310500,300000,335600,207000,1,13
36,2007/10/11,100460,350000,733600,86000,0,11
36,2007/10/12,411000,350000,214900,746000,0,5
36,2007/10/13,622000,550000,1235200,0,0,25
36,2007/10/14,500500,550000,301500,279000,0,10
36,2007/10/15,385500,350000,462000,288000,0,11
36,2007/10/16,157000,350000,324200,0,0,10
36,2007/10/17,468000,350000,302500,0,2,11
36,2007/10/18,427000,350000,267000,80000,0,5
36,2007/10/19,461000,350000,137200,362000,0,7
36,2007/10/20,600200,550000,507000,377000,2,13
36,2007/10/21,536000,550000,398800,331000,1,15
36,2007/10/22,155000,350000,281000,173000,0,9
36,2007/10/23,227200,350000,330000,0,1,7
36,2007/10/24,283300,350000,405000,0,1,11
36,2007/10/25,437700,350000,223600,196000,0,8
36,2007/10/26,437400,400000,290600,122000,0,12
36,2007/10/27,678000,650000,512200,165000,1,14
36,2007/10/28,636400,650000,351000,0,0,5
36,2007/10/29,519500,400000,429000,0,0,11
36,2007/10/30,322000,400000,182000,83000,1,12
36,2007/10/31,337000,400000,334800,0,1,10
41,2007/10/1,317600,420000,247000,0,0,6
41,2007/10/2,185000,420000,294000,0,0,5
41,2007/10/3,154000,420000,424400,0,1,11
41,2007/10/4,203000,420000,220800,0,1,8
41,2007/10/5,304000,420000,370500,0,0,12
41,2007/10/6,803500,650000,814000,0,0,15
41,2007/10/7,326050,650000,701300,0,0,14
41,2007/10/8,222000,600000,417500,0,0,13
41,2007/10/9,311000,350000,283000,0,0,11
41,2007/10/10,201000,350000,543000,0,0,11
41,2007/10/11,265300,350000,115000,0,0,6
41,2007/10/12,412000,350000,357600,178000,0,8
41,2007/10/13,421000,650000,247600,619000,1,8
41,2007/10/14,155400,600000,316400,0,0,8
41,2007/10/15,344800,400000,385000,0,1,8
41,2007/10/16,201000,400000,315000,0,0,8
41,2007/10/17,288600,400000,366000,272000,0,6
41,2007/10/18,243000,400000,400000,0,0,5
41,2007/10/19,223250,400000,187500,0,0,8
41,2007/10/20,375000,650000,456600,0,0,12
41,2007/10/21,244000,600000,492500,0,0,2
41,2007/10/22,145000,400000,121200,0,0,5
41,2007/10/23,409000,400000,370500,0,0,7
41,2007/10/24,342000,400000,451500,0,0,11
41,2007/10/25,287900,400000,264500,0,0,5
41,2007/10/26,413200,400000,179100,242000,0,9
41,2007/10/27,414700,550000,621000,0,1,13
41,2007/10/28,600700,500000,363000,0,0,8
41,2007/10/29,84800,350000,178800,0,0,8
41,2007/10/30,118000,350000,108400,0,0,5
41,2007/10/31,567400,350000,100000,0,0,4
39,2007/10/1,329000,200000,201000,44000,0,4
39,2007/10/2,155880,200000,31000,17000,0,3
39,2007/10/3,214000,200000,49800,0,0,3
39,2007/10/4,72400,200000,399000,0,3,10
39,2007/10/5,76000,200000,166000,51000,0,9
39,2007/10/6,227500,350000,238900,15000,0,6
39,2007/10/7,291700,350000,440000,0,0,7
39,2007/10/8,260000,300000,106000,0,0,4
39,2007/10/9,95400,200000,219000,0,1,5
39,2007/10/10,134200,200000,217400,22000,2,8
39,2007/10/11,45800,200000,44800,11000,0,2
39,2007/10/12,61000,200000,219400,0,1,7
39,2007/10/13,308000,330000,190400,51000,0,9
39,2007/10/14,316800,320000,580400,42000,0,15
39,2007/10/15,197500,200000,202400,0,2,5
39,2007/10/16,142500,200000,230000,67000,3,10
39,2007/10/17,212000,200000,351000,0,1,5
39,2007/10/18,74400,200000,96000,8000,1,3
39,2007/10/19,192400,200000,260800,110000,1,4
39,2007/10/20,231300,300000,374700,10000,3,11
39,2007/10/21,218000,300000,180200,188000,2,7
39,2007/10/22,166500,180000,70800,0,0,2
39,2007/10/23,71000,180000,242300,0,1,5
39,2007/10/24,104760,180000,202000,12000,0,4
39,2007/10/25,280200,180000,291500,53000,1,7
39,2007/10/26,159500,180000,53000,53000,0,3
39,2007/10/27,262800,300000,437100,0,2,11
39,2007/10/28,307800,300000,238000,25000,1,6
39,2007/10/29,197000,150000,74600,111000,0,3
39,2007/10/30,186500,150000,464300,19000,0,7
39,2007/10/31,129600,150000,150000,0,0,4
70,2007/10/1,138500,180000,57200,18000,2,6
70,2007/10/2,112300,180000,152400,0,3,6
70,2007/10/3,108400,180000,77100,0,1,6
70,2007/10/4,66700,180000,23400,0,0,4
70,2007/10/5,146000,190000,117900,0,0,7
70,2007/10/6,86200,220000,129400,25000,1,9
70,2007/10/7,66100,220000,255100,0,1,10
70,2007/10/8,138000,200000,38900,0,1,6
70,2007/10/9,136700,180000,65800,0,0,5
70,2007/10/10,86200,180000,23500,0,1,2
70,2007/10/11,97900,180000,17300,0,0,2
70,2007/10/12,61500,190000,26500,0,0,4
70,2007/10/13,119300,230000,230600,32000,1,10
70,2007/10/14,131800,230000,122800,0,0,10
70,2007/10/15,58500,180000,135900,0,2,11
70,2007/10/16,30900,180000,152700,36000,2,10
70,2007/10/17,60600,180000,161700,0,0,10
70,2007/10/18,164000,180000,36300,0,0,4
70,2007/10/19,30900,190000,85500,0,4,9
70,2007/10/20,140600,220000,139700,0,0,15
70,2007/10/21,165300,220000,88600,24000,2,10
70,2007/10/22,218300,180000,40200,0,0,4
70,2007/10/23,109400,180000,114729,49000,0,14
70,2007/10/24,46600,180000,233000,0,0,9
70,2007/10/25,132300,180000,192000,0,0,14
70,2007/10/26,116500,190000,86100,0,0,12
70,2007/10/27,210700,230000,127981,0,0,15
70,2007/10/28,145600,230000,139100,0,0,15
70,2007/10/29,152100,180000,107060,0,1,15
70,2007/10/30,72200,180000,83800,0,0,6
70,2007/10/31,88800,180000,102400,0,0,11
40,2007/10/1,0,0,,0,0,1
40,2007/10/2,0,0,,0,0,0
40,2007/10/3,0,0,,0,0,1
40,2007/10/4,0,0,,0,0,1
40,2007/10/5,0,0,,0,0,2
40,2007/10/6,0,0,,0,3,3
40,2007/10/7,0,0,,0,0,3
40,2007/10/8,0,0,,0,0,2
40,2007/10/9,0,0,,0,0,0
40,2007/10/10,0,0,,0,0,3
40,2007/10/11,0,0,,0,0,3
40,2007/10/12,0,0,,0,0,1
40,2007/10/13,0,0,,0,0,2
40,2007/10/14,0,0,,0,0,2
40,2007/10/15,0,0,,29000,1,1
40,2007/10/16,0,0,,0,0,0
40,2007/10/17,0,0,,0,0,2
40,2007/10/18,0,0,,0,0,1
40,2007/10/19,0,0,,0,1,4
40,2007/10/20,0,0,,0,0,1
40,2007/10/21,0,0,,0,0,4
40,2007/10/22,0,0,,0,0,1
40,2007/10/23,0,0,0,0,0,0
40,2007/10/24,0,0,22600,0,1,3
40,2007/10/25,0,0,3700,0,0,1
40,2007/10/26,0,0,21000,0,0,1
40,2007/10/27,0,0,0,0,0,0
40,2007/10/28,0,0,10800,0,0,1
40,2007/10/29,0,0,,0,0,2
40,2007/10/30,0,0,,0,0,0
40,2007/10/31,0,0,,0,0,0
42,2007/10/1,178000,230000,57000,82000,1,4
42,2007/10/2,158000,230000,179000,38000,1,3
42,2007/10/3,146200,230000,27200,0,0,2
42,2007/10/4,253000,230000,138000,0,1,3
42,2007/10/5,166000,260000,12000,0,0,1
42,2007/10/6,41400,260000,244600,29000,1,5
42,2007/10/7,194200,250000,373300,120000,2,10
42,2007/10/8,280100,250000,92900,0,1,3
42,2007/10/9,145500,230000,55000,0,1,2
42,2007/10/10,90400,230000,91800,0,0,1
42,2007/10/11,86000,230000,111000,0,1,2
42,2007/10/12,55000,250000,330000,0,0,5
42,2007/10/13,36000,250000,170000,0,2,7
42,2007/10/14,53000,240000,424000,0,0,6
42,2007/10/15,196200,230000,51000,0,1,3
42,2007/10/16,112000,230000,176000,0,1,3
42,2007/10/17,0,230000,18000,0,1,1
42,2007/10/18,135000,230000,113200,0,0,2
42,2007/10/19,216000,240000,126400,26000,0,6
42,2007/10/20,146000,250000,270000,18000,2,6
42,2007/10/21,112800,240000,52900,0,1,2
42,2007/10/22,302000,230000,215500,0,4,4
42,2007/10/23,27300,230000,81400,0,1,3
42,2007/10/24,150600,230000,130500,0,0,3
42,2007/10/25,28000,240000,26000,0,0,1
42,2007/10/26,118000,260000,98000,0,1,3
42,2007/10/27,122000,250000,369000,0,2,2
42,2007/10/28,204000,250000,184000,0,2,2
42,2007/10/29,211400,230000,132000,0,1,2
42,2007/10/30,365000,230000,76000,47000,1,3
42,2007/10/31,138400,230000,93600,0,0,1
71,2007/10/1,0,0,0,0,0,0
71,2007/10/2,0,200000,103042,0,0,22
71,2007/10/3,0,0,0,0,0,0
71,2007/10/4,0,0,0,0,0,0
71,2007/10/5,0,400000,401520,0,0,69
71,2007/10/6,0,300000,215218,42700,2,35
71,2007/10/7,0,300000,152415,0,0,25
71,2007/10/8,0,250000,156915,0,0,32
71,2007/10/9,0,200000,161321,0,0,34
71,2007/10/10,0,200000,184506,21600,0,35
71,2007/10/11,0,200000,188134,0,0,17
71,2007/10/12,0,250000,99850,0,3,17
71,2007/10/13,0,250000,174699,0,5,18
71,2007/10/14,0,250000,163635,0,1,23
71,2007/10/15,0,200000,101493,0,4,16
71,2007/10/16,0,200000,107158,32550,2,22
71,2007/10/17,0,200000,51095,14700,1,18
71,2007/10/18,0,200000,100029,14700,1,18
71,2007/10/19,0,250000,94403,31400,0,19
71,2007/10/20,0,250000,87943,0,0,18
71,2007/10/21,0,200000,145382,13000,4,23
71,2007/10/22,0,200000,85241,20400,4,18
71,2007/10/23,0,200000,156615,0,3,20
71,2007/10/24,0,200000,105940,54500,1,19
71,2007/10/25,0,250000,75350,0,1,12
71,2007/10/26,0,250000,131030,0,3,14
71,2007/10/27,0,250000,167218,0,0,31
71,2007/10/28,0,250000,279322,0,0,37
71,2007/10/29,0,200000,141550,11000,3,21
71,2007/10/30,0,200000,87110,0,3,15
71,2007/10/31,0,200000,129431,0,3,21
46,2007/10/1,0,300000,354000,12000,2,10
46,2007/10/2,0,300000,504000,83000,3,11
46,2007/10/3,0,300000,263000,22000,0,6
46,2007/10/4,0,300000,516000,0,5,10
46,2007/10/5,0,300000,644200,222000,3,14
46,2007/10/6,0,450000,426300,0,4,12
46,2007/10/7,0,500000,208700,147000,0,8
46,2007/10/8,0,450000,251500,0,2,6
46,2007/10/9,0,300000,185500,22000,0,4
46,2007/10/10,0,300000,339000,65000,0,9
46,2007/10/11,0,300000,545800,158000,0,8
46,2007/10/12,0,300000,500000,89000,3,8
46,2007/10/13,0,500000,735000,39000,0,14
46,2007/10/14,0,450000,200100,48000,0,7
46,2007/10/15,0,300000,122400,12000,0,4
46,2007/10/16,0,250000,420800,0,1,7
46,2007/10/17,0,250000,333200,34000,0,9
46,2007/10/18,0,250000,278000,0,1,4
46,2007/10/19,0,250000,143000,116000,0,5
46,2007/10/20,0,450000,516300,0,1,18
46,2007/10/21,0,450000,460700,151000,1,7
46,2007/10/22,0,250000,346600,0,0,9
46,2007/10/23,0,250000,182400,0,0,6
46,2007/10/24,0,250000,300200,0,0,11
46,2007/10/25,0,250000,374400,76000,1,8
46,2007/10/26,0,250000,298700,0,0,10
46,2007/10/27,0,450000,122200,96000,0,6
46,2007/10/28,0,400000,440400,46000,0,20
46,2007/10/29,0,250000,118000,0,0,3
46,2007/10/30,0,200000,135400,0,0,6
46,2007/10/31,0,200000,104200,166000,0,8
58,2007/10/1,0,550000,183600,0,2,4
58,2007/10/2,0,550000,451000,0,5,8
58,2007/10/3,0,550000,223000,0,1,6
58,2007/10/4,0,550000,374800,0,3,7
58,2007/10/5,0,600000,261000,0,0,5
58,2007/10/6,0,700000,371000,0,0,6
58,2007/10/7,0,650000,730000,0,0,15
58,2007/10/8,0,600000,432000,0,0,14
58,2007/10/9,0,550000,250000,0,0,6
58,2007/10/10,0,550000,255000,0,4,7
58,2007/10/11,0,550000,130000,0,2,4
58,2007/10/12,0,600000,640000,0,4,12
58,2007/10/13,0,700000,550000,0,6,15
58,2007/10/14,0,600000,295500,0,0,7
58,2007/10/15,0,550000,385000,0,3,8
58,2007/10/16,0,550000,171000,0,2,5
58,2007/10/17,0,550000,155000,0,3,8
58,2007/10/18,0,550000,688000,0,0,13
58,2007/10/19,0,600000,164000,0,0,7
58,2007/10/20,0,700000,777000,0,3,13
58,2007/10/21,0,600000,529000,0,4,13
58,2007/10/22,0,550000,381000,0,1,10
58,2007/10/23,0,550000,226000,0,2,6
58,2007/10/24,0,550000,303000,0,3,8
58,2007/10/25,0,550000,354000,0,3,4
58,2007/10/26,0,600000,246000,0,1,7
58,2007/10/27,0,700000,384000,0,2,11
58,2007/10/28,0,600000,420600,0,4,8
58,2007/10/29,0,500000,166000,0,1,3
58,2007/10/30,0,500000,338000,0,0,11
58,2007/10/31,0,500000,341200,0,0,7
75,2007/10/1,315600,300000,208800,56000,2,10
75,2007/10/2,252900,300000,193700,32000,4,9
75,2007/10/3,162300,300000,117900,12200,2,10
75,2007/10/4,167400,300000,122000,77200,1,0
75,2007/10/5,227400,300000,165400,0,4,13
75,2007/10/6,241000,350000,137200,19000,0,11
75,2007/10/7,162800,300000,200700,19000,5,11
75,2007/10/8,127700,300000,145100,0,1,10
75,2007/10/9,293500,300000,152400,0,1,8
75,2007/10/10,73900,300000,101300,53000,3,5
75,2007/10/11,147940,300000,109100,76900,3,7
75,2007/10/12,148900,300000,296300,83000,4,15
75,2007/10/13,150500,350000,273800,0,1,19
75,2007/10/14,127400,300000,144900,43000,2,9
75,2007/10/15,171700,300000,401900,23100,6,16
75,2007/10/16,376700,300000,196400,11000,1,14
75,2007/10/17,61100,300000,69600,0,0,10
75,2007/10/18,198300,300000,169900,0,0,14
75,2007/10/19,253400,300000,246200,0,2,16
75,2007/10/20,51200,350000,350660,0,5,24
75,2007/10/21,180300,300000,164300,124500,3,10
75,2007/10/22,277300,250000,341500,0,4,11
75,2007/10/23,287800,250000,240700,0,0,18
75,2007/10/24,100800,250000,78100,0,1,7
75,2007/10/25,173800,250000,135600,62500,4,9
75,2007/10/26,213300,250000,344160,2500,1,14
75,2007/10/27,74400,300000,410000,0,2,24
75,2007/10/28,173900,250000,259300,0,5,12
75,2007/10/29,187100,250000,154800,25600,3,9
75,2007/10/30,80900,250000,64200,0,3,8
75,2007/10/31,87500,250000,202100,92000,2,10
76,2007/10/1,269240,700000,521600,74000,0,13
76,2007/10/2,334700,700000,422000,240000,1,10
76,2007/10/3,550800,700000,350500,116000,4,12
76,2007/10/4,549400,700000,791000,22000,5,14
76,2007/10/5,733700,800000,350100,244000,7,14
76,2007/10/6,449600,1200000,838000,3500,7,25
76,2007/10/7,1127400,1100000,522400,52000,2,19
76,2007/10/8,903500,1000000,588800,88000,10,15
76,2007/10/9,457040,700000,300900,0,4,11
76,2007/10/10,209700,700000,245800,45000,2,10
76,2007/10/11,284700,700000,506900,39000,3,14
76,2007/10/12,531100,800000,352800,307000,6,10
76,2007/10/13,637300,1200000,924700,0,9,26
76,2007/10/14,477500,1100000,883000,0,7,16
76,2007/10/15,404000,700000,619480,17500,5,13
76,2007/10/16,568100,700000,471000,59000,5,11
76,2007/10/17,393600,700000,497400,57000,4,12
76,2007/10/18,801500,700000,690600,71000,3,13
76,2007/10/19,278000,800000,379140,27000,6,13
76,2007/10/20,948400,1200000,701000,0,7,15
76,2007/10/21,565600,1000000,654000,43000,6,17
76,2007/10/22,386500,600000,414200,0,5,11
76,2007/10/23,213700,600000,492000,192000,3,10
76,2007/10/24,617820,600000,340800,0,4,7
76,2007/10/25,366000,600000,678000,25000,6,14
76,2007/10/26,796420,800000,507880,0,7,10
76,2007/10/27,832500,1100000,864000,120800,7,17
76,2007/10/28,474600,1000000,858000,27000,7,18
76,2007/10/29,254400,600000,209600,74000,4,7
76,2007/10/30,336800,600000,298000,142000,3,7
76,2007/10/31,376200,600000,731000,100000,5,12
72,2007/10/1,34600,120000,237800,0,0,4
72,2007/10/2,17600,120000,146500,0,1,4
72,2007/10/3,27200,120000,5000,0,0,1
72,2007/10/4,39000,150000,72500,0,1,2
72,2007/10/5,28000,0,0,0,0,0
72,2007/10/6,20800,200000,186100,0,0,8
72,2007/10/7,26000,150000,183400,0,0,4
72,2007/10/8,144000,150000,115000,0,0,2
72,2007/10/9,36000,120000,45000,0,0,2
72,2007/10/10,9000,120000,40000,0,0,2
72,2007/10/11,124000,120000,6500,0,0,1
72,2007/10/12,3000,130000,18000,0,0,1
72,2007/10/13,27800,150000,84000,0,0,1
72,2007/10/14,211000,150000,51800,0,0,2
72,2007/10/15,49000,120000,35100,0,0,1
72,2007/10/16,37600,120000,110000,0,0,2
72,2007/10/17,28000,120000,92000,0,1,2
72,2007/10/18,53000,120000,12600,0,0,1
72,2007/10/19,47800,130000,33300,0,0,1
72,2007/10/20,39000,150000,15200,0,0,1
72,2007/10/21,142000,150000,13000,0,0,1
72,2007/10/22,56200,120000,21600,0,0,1
72,2007/10/23,15200,120000,19000,0,0,1
72,2007/10/24,20800,120000,66500,0,0,3
72,2007/10/25,47200,150000,7000,0,0,1
72,2007/10/26,39400,150000,56000,0,0,1
72,2007/10/27,4500,150000,54800,0,0,1
72,2007/10/28,28000,120000,28800,0,0,1
72,2007/10/29,63000,120000,7200,0,0,1
72,2007/10/30,144000,120000,154000,0,0,4
72,2007/10/31,16000,120000,43000,0,0,1
78,2007/10/1,204,1000,147,0,0,1
78,2007/10/2,580,1150,4651,0,4,21
78,2007/10/3,608.5,1250,921,0,0,0
78,2007/10/4,205,1400,1751,0,0,7
78,2007/10/5,1095,1600,4242.5,0,0,9
78,2007/10/6,220,2300,3175.6,0,0,12
78,2007/10/7,533,2100,1218,0,0,5
78,2007/10/8,1794.5,1200,279,0,0,1
78,2007/10/9,1766,1300,514,0,0,3
78,2007/10/10,570,1500,164,0,0,1
78,2007/10/11,180,1750,2907,0,0,2
78,2007/10/12,2770,1900,833.5,0,0,4
78,2007/10/13,3795,2500,1196,0,0,6
78,2007/10/14,2223,2200,1340.55,0,0,3
78,2007/10/15,715,1300,1850.2,0,0,4
78,2007/10/16,348,1500,1345,0,0,4
78,2007/10/17,0,1700,652,0,0,3
78,2007/10/18,230,1900,2554.1,0,0,8
78,2007/10/19,4673.5,2100,3275.75,0,0,8
78,2007/10/20,578.5,2400,3267,0,0,5
78,2007/10/21,780,2200,3133.23,0,0,9
78,2007/10/22,1300,1200,1761.4,0,0,6
78,2007/10/23,513.3,1400,1186.5,0,0,5
78,2007/10/24,710,1550,2237.75,0,0,6
78,2007/10/25,697,1750,855,0,0,4
78,2007/10/26,3000,2050,821,0,0,4
78,2007/10/27,1085,2200,6774.5,0,0,5
78,2007/10/28,1632,2100,1162,0,0,3
78,2007/10/29,1468.5,1300,425,0,0,1
78,2007/10/30,810,1500,0,0,0,0
78,2007/10/31,2106,1700,1085.6,0,0,5
79,2007/10/1,0,0,0,0,0,0
79,2007/10/2,0,0,0,0,0,0
79,2007/10/3,0,0,0,0,0,0
79,2007/10/4,0,0,0,0,0,0
79,2007/10/5,0,0,0,0,0,0
79,2007/10/6,0,0,0,0,0,0
79,2007/10/7,0,0,0,0,0,0
79,2007/10/8,0,0,0,0,0,0
79,2007/10/9,0,0,0,0,0,0
79,2007/10/10,0,0,0,0,0,0
79,2007/10/11,0,0,0,0,0,0
79,2007/10/12,0,0,0,0,0,0
79,2007/10/13,0,0,0,0,0,0
79,2007/10/14,0,0,0,0,0,0
79,2007/10/15,2675,10000,1064,0,0,2
79,2007/10/16,3000,10000,2738.2,0,0,4
79,2007/10/17,1365,7000,3490,0,0,6
79,2007/10/18,1360,10000,1897,0,0,4
79,2007/10/19,4974,25000,22830,0,0,28
79,2007/10/20,1816,30000,5981,0,0,9
79,2007/10/21,7448,35000,10557.5,0,0,14
79,2007/10/22,8654,10000,0,0,0,0
79,2007/10/23,13431,10000,3616,0,0,6
79,2007/10/24,9548,9000,5876,0,0,8
79,2007/10/25,1702,10000,0,0,0,0
79,2007/10/26,8015,20000,7446,0,0,10
79,2007/10/27,1096,25000,0,0,0,0
79,2007/10/28,10419,35000,0,0,0,0
79,2007/10/29,7486,15000,315,0,0,0
79,2007/10/30,9844,10000,4660,0,0,0
79,2007/10/31,5375,7000,8015,0,0,0
80,2007/10/1,685,926,0,0,0,0
80,2007/10/2,1275.08,926,1325.27,0,0,5
80,2007/10/3,946.47,926,384.62,0,0,1
80,2007/10/4,535.12,926,1473.25,0,4,6
80,2007/10/5,388.8,926,1124.58,0,0,5
80,2007/10/6,756.7,926,1693.14,0,0,7
80,2007/10/7,0,0,0,0,0,0
80,2007/10/8,656.35,926,597.83,0,0,2
80,2007/10/9,861.2,926,384.61,0,0,1
80,2007/10/10,560.21,926,673.08,0,0,3
80,2007/10/11,673.08,926,748.33,0,0,2
80,2007/10/12,1091.13,926,129,0,0,1
80,2007/10/13,338.63,926,1367.06,0,0,5
80,2007/10/14,0,0,0,0,0,0
80,2007/10/15,388.8,926,426.42,0,0,1
80,2007/10/16,948.26,926,0,0,0,0
80,2007/10/17,0,926,0,0,0,0
80,2007/10/18,551.84,926,974.08,0,0,2
80,2007/10/19,535.12,926,163.04,0,0,1
80,2007/10/20,836.12,926,401.34,0,0,3
80,2007/10/21,0,0,0,0,0,0
80,2007/10/22,384.62,926,0,0,0,0
80,2007/10/23,0,926,1,0,0,3
80,2007/10/24,969.91,926,493.31,0,0,1
80,2007/10/25,731.6,926,100.34,0,0,0
80,2007/10/26,100.33,926,0,0,0,2
80,2007/10/27,836.12,926,798.49,0,0,0
80,2007/10/28,0,0,0,13812.14,0,0
80,2007/10/29,0,926,104.52,0,0,1
80,2007/10/30,0,926,501.68,0,0,2
80,2007/10/31,376.25,926,819.4,0,0,1
