ID,日付,昨年実績 ,日割予算,売上実績,取置計,顧客計,客数計
12,2008-04-01,120900,200000,142900,0,0,11
12,2008-04-02,100500,200000,188000,0,0,6
12,2008-04-03,164800,200000,218400,0,0,13
12,2008-04-04,78600,250000,227800,0,0,12
12,2008-04-05,437800,350000,250600,0,0,13
12,2008-04-06,191600,350000,227500,0,0,15
12,2008-04-07,143600,150000,191000,0,0,12
12,2008-04-08,116200,150000,85300,0,0,4
12,2008-04-09,163000,150000,60100,0,0,4
12,2008-04-10,66800,150000,50300,0,0,3
12,2008-04-11,82300,150000,101000,0,1,11
12,2008-04-12,262900,300000,228100,0,0,16
12,2008-04-13,125600,250000,302400,0,0,17
12,2008-04-14,70000,150000,131400,0,0,7
12,2008-04-15,56000,150000,226500,0,1,13
12,2008-04-16,114300,150000,50400,0,0,3
12,2008-04-17,108000,150000,60700,0,0,3
12,2008-04-18,95700,150000,144300,0,0,6
12,2008-04-19,163400,300000,185800,0,0,14
12,2008-04-20,135400,300000,350900,0,2,21
12,2008-04-21,103200,150000,171300,0,0,8
12,2008-04-22,106200,150000,50300,0,0,4
12,2008-04-23,117700,150000,234100,0,0,14
12,2008-04-24,101200,150000,143900,0,0,6
12,2008-04-25,177100,150000,131900,0,0,6
12,2008-04-26,308500,250000,259300,0,0,6
12,2008-04-27,281400,250000,340300,0,0,21
12,2008-04-28,263500,150000,163000,0,0,7
12,2008-04-29,202500,250000,196900,0,0,17
12,2008-04-30,120100,150000,107400,0,0,6
23,2008-04-01,118680,150000,83000,0,2,3
23,2008-04-02,160000,140000,134800,29000,0,5
23,2008-04-03,202000,140000,47000,0,2,3
23,2008-04-04,100060,140000,117300,42000,1,3
23,2008-04-05,100360,250000,12800,111800,1,1
23,2008-04-06,125240,250000,131200,0,2,5
23,2008-04-07,152200,170000,108700,18800,3,3
23,2008-04-08,339900,170000,101300,0,1,4
23,2008-04-09,121000,150000,19000,0,0,3
23,2008-04-10,157140,150000,66800,0,0,5
23,2008-04-11,235600,150000,24000,90800,1,1
23,2008-04-12,50400,230000,123900,0,2,5
23,2008-04-13,101840,220000,108600,32000,1,4
23,2008-04-14,200840,150000,94000,117800,1,2
23,2008-04-15,205120,150000,100000,16000,2,3
23,2008-04-16,117000,130000,148000,0,1,5
23,2008-04-17,157900,130000,7040,0,0,2
23,2008-04-18,88000,130000,103800,52800,0,4
23,2008-04-19,59120,250000,205600,15000,5,10
23,2008-04-20,100000,250000,98200,0,0,3
23,2008-04-21,180480,150000,28000,0,0,1
23,2008-04-22,166000,150000,100680,0,1,3
23,2008-04-23,71600,140000,119000,0,0,4
23,2008-04-24,137800,140000,75600,0,1,3
23,2008-04-25,133000,140000,150300,0,0,3
23,2008-04-26,58000,400000,245000,25500,3,12
23,2008-04-27,71180,400000,179000,36000,4,5
23,2008-04-28,271600,150000,113900,0,1,5
23,2008-04-29,210480,200000,144400,22300,3,8
23,2008-04-30,265200,130000,40000,0,1,2
14,2008-04-01,228200,200000,237200,0,1,19
14,2008-04-02,153700,200000,130900,0,0,12
14,2008-04-03,260800,200000,218400,13900,0,13
14,2008-04-04,280700,200000,296100,0,2,14
14,2008-04-05,301600,350000,243500,0,1,19
14,2008-04-06,303500,350000,262900,0,0,15
14,2008-04-07,140500,200000,157800,0,2,11
14,2008-04-08,357700,200000,235700,11800,0,12
14,2008-04-09,192900,200000,285500,12800,0,17
14,2008-04-10,241400,200000,66300,11000,0,4
14,2008-04-11,241700,200000,199200,0,0,11
14,2008-04-12,404100,350000,331200,0,0,20
14,2008-04-13,328800,350000,260500,12800,4,16
14,2008-04-14,180700,200000,162100,0,0,12
14,2008-04-15,201000,200000,292700,0,2,20
14,2008-04-16,147000,200000,84700,44200,0,8
14,2008-04-17,299200,200000,267900,4100,2,14
14,2008-04-18,275400,200000,89100,0,1,8
14,2008-04-19,283600,300000,285600,0,4,17
14,2008-04-20,391700,300000,241300,0,0,16
