店舗名,日付,昨年実績                          ,日割予算,売上実績,取置計,顧客計,客数計
55,2008-6-28,2064100,1500000,1135800,0,6,29
55,2008-6-29,468300,900000,904700,0,0,20
55,2008-6-30,305000,400000,331100,96000,2,11
56,2008-6-1,728000,450000,583000,0,0,10
56,2008-6-2,218800,200000,104200,4000,0,6
56,2008-6-3,427000,200000,179500,40000,0,4
56,2008-6-4,76000,200000,142000,0,0,2
56,2008-6-5,95000,900000,1152000,38000,0,14
56,2008-6-6,226000,200000,427505,0,1,5
56,2008-6-7,453400,500000,218000,34000,0,5
56,2008-6-8,468000,450000,193000,0,0,3
56,2008-6-9,551000,200000,318500,0,1,5
56,2008-6-10,203500,200000,295500,95000,1,7
56,2008-6-11,103500,200000,95600,0,1,4
56,2008-6-12,78000,200000,78600,21000,0,3
56,2008-6-13,125000,200000,534500,0,0,9
56,2008-6-14,857000,500000,465600,0,1,12
56,2008-6-15,203000,450000,374500,83000,0,10
56,2008-6-16,321300,150000,281805,0,0,8
56,2008-6-17,312000,200000,266000,0,1,5
56,2008-6-18,95000,200000,289200,0,0,6
56,2008-6-19,70700,200000,236700,0,0,7
56,2008-6-20,185000,200000,178600,0,0,4
56,2008-6-21,398000,500000,135100,0,0,4
56,2008-6-22,260200,450000,233600,29000,0,5
56,2008-6-23,126000,200000,37700,0,0,2
56,2008-6-24,125500,200000,30100,68000,0,2
56,2008-6-25,82600,200000,63000,0,0,3
56,2008-6-26,186000,200000,160500,0,0,6
56,2008-6-27,260000,200000,213600,35000,3,6
56,2008-6-28,722400,450000,423205,39000,0,11
56,2008-6-29,339000,400000,565800,0,2,8
56,2008-6-30,235500,200000,50900,11000,0,4
57,2008-6-1,953300,450000,347100,0,0,11
57,2008-6-2,125500,350000,101600,0,0,6
57,2008-6-3,357000,350000,212000,0,0,7
57,2008-6-4,355000,350000,295000,0,2,5
57,2008-6-5,388600,350000,254500,37000,1,5
57,2008-6-6,787000,350000,513000,0,2,8
57,2008-6-7,559000,500000,310000,15000,1,5
57,2008-6-8,764400,550000,631500,0,1,14
57,2008-6-9,321500,350000,446000,0,0,7
57,2008-6-10,239000,300000,163000,0,0,3
57,2008-6-11,179500,300000,338000,0,2,9
57,2008-6-12,218000,300000,17700,45000,0,5
57,2008-6-13,438000,350000,201000,0,2,5
57,2008-6-14,304700,400000,386800,31000,0,6
57,2008-6-15,407400,400000,702000,0,3,11
57,2008-6-16,108900,300000,470000,0,0,9
57,2008-6-17,104500,250000,201800,0,1,3
57,2008-6-18,100100,250000,86200,0,0,5
57,2008-6-19,106000,250000,302800,0,2,5
57,2008-6-20,339000,300000,245500,0,1,5
57,2008-6-21,517500,500000,668000,0,2,16
57,2008-6-22,664000,550000,707500,0,0,14
57,2008-6-23,365500,350000,325200,0,1,8
57,2008-6-24,245900,300000,198500,0,2,3
57,2008-6-25,371700,350000,579200,0,2,10
57,2008-6-26,214400,300000,376100,0,1,8
57,2008-6-27,133800,300000,747800,110000,0,13
57,2008-6-28,351000,500000,1247400,0,5,24
57,2008-6-29,754500,550000,754734,140000,2,18
57,2008-6-30,311000,300000,559400,0,0,10
58,2008-6-1,465000,350000,179000,0,1,3
58,2008-6-2,326000,350000,24800,0,0,1
58,2008-6-3,632600,350000,129000,0,1,2
58,2008-6-4,446500,350000,169000,0,1,5
58,2008-6-5,721000,350000,203400,0,2,5
58,2008-6-6,538000,400000,201000,0,0,9
58,2008-6-7,560200,600000,220000,0,0,10
58,2008-6-8,458000,500000,279000,0,1,4
58,2008-6-9,544000,350000,208000,0,0,5
58,2008-6-10,529000,350000,195000,0,2,5
58,2008-6-11,313600,350000,90000,0,0,3
58,2008-6-12,262000,350000,169000,0,0,4
58,2008-6-13,210000,400000,99000,0,2,4
58,2008-6-14,513000,600000,474000,0,1,10
58,2008-6-15,328000,500000,629000,0,3,9
58,2008-6-16,429000,350000,188000,0,0,2
58,2008-6-17,415000,350000,217000,0,0,6
58,2008-6-18,233000,350000,266000,0,0,16
58,2008-6-19,697000,350000,129000,0,0,2
58,2008-6-20,468000,400000,381000,0,0,4
58,2008-6-21,481000,500000,505000,0,0,9
58,2008-6-22,601000,450000,189000,0,0,6
58,2008-6-23,501000,300000,259000,0,0,3
58,2008-6-24,279000,300000,52000,0,0,2
58,2008-6-25,393000,300000,430400,0,2,6
58,2008-6-26,205600,300000,178000,0,0,4
58,2008-6-27,1154600,900000,295000,0,0,8
58,2008-6-28,868000,800000,757100,0,0,22
58,2008-6-29,620000,700000,346800,0,0,11
58,2008-6-30,641000,500000,243100,0,0,8
59,2008-6-1,748460,650000,530000,364400,0,21
59,2008-6-2,493000,350000,254800,0,3,10
59,2008-6-3,328500,350000,578600,9000,1,11
59,2008-6-4,225400,350000,274000,0,0,8
59,2008-6-5,474700,350000,431200,19000,0,10
59,2008-6-6,156000,350000,482500,10000,1,12
59,2008-6-7,515600,600000,413000,51000,1,15
59,2008-6-8,505540,600000,352300,643000,1,13
59,2008-6-9,302000,300000,250900,0,0,8
59,2008-6-10,152500,300000,363000,144000,0,7
59,2008-6-11,119600,300000,291700,0,0,9
59,2008-6-12,113500,300000,303000,17500,1,9
59,2008-6-13,974800,800000,423700,172000,0,10
59,2008-6-14,714800,650000,685600,88000,1,64
59,2008-6-15,801700,650000,564400,83900,2,10
59,2008-6-16,149700,400000,396300,51000,0,13
59,2008-6-17,201800,400000,469100,287500,0,7
59,2008-6-18,257300,400000,587100,58800,0,15
59,2008-6-19,483100,400000,485960,125200,0,12
59,2008-6-20,2625000,2000000,1227700,0,0,24
59,2008-6-21,1246600,1300000,1230800,20000,0,27
59,2008-6-22,1186390,1200000,540000,4000,0,17
59,2008-6-23,429700,450000,301600,18000,0,11
59,2008-6-24,783090,450000,506500,28000,1,15
59,2008-6-25,302600,450000,301800,92000,2,10
59,2008-6-26,147000,450000,230900,38400,0,10
59,2008-6-27,307800,450000,524800,40000,0,14
59,2008-6-28,757880,700000,497100,49100,0,19
59,2008-6-29,608400,700000,474600,295000,0,17
59,2008-6-30,395800,350000,713400,23800,1,15
60,2008-6-1,1036870,900000,1187500,80000,1,32
60,2008-6-2,276300,250000,173000,0,0,4
60,2008-6-3,129500,250000,250080,0,2,5
60,2008-6-4,266900,250000,136900,0,1,7
60,2008-6-5,133200,250000,133300,0,0,7
60,2008-6-6,349140,250000,553800,0,1,11
60,2008-6-7,272720,350000,461000,0,1,10
60,2008-6-8,382600,400000,147000,0,0,4
60,2008-6-9,254100,250000,88700,0,0,6
60,2008-6-10,173800,250000,270000,59000,0,7
60,2008-6-11,201280,250000,201000,353500,0,8
60,2008-6-12,233400,250000,136000,0,0,5
60,2008-6-13,430600,550000,737600,0,0,21
60,2008-6-14,613450,650000,816700,38000,1,22
60,2008-6-15,515160,650000,301900,265000,0,12
60,2008-6-16,281780,250000,271900,0,0,3
60,2008-6-17,231400,250000,302200,101000,0,8
60,2008-6-18,205400,250000,310200,0,0,6
60,2008-6-19,128500,250000,109050,357000,1,5
60,2008-6-20,1195100,800000,1082900,0,2,48
60,2008-6-21,889020,850000,959300,0,1,22
60,2008-6-22,630760,850000,601600,0,0,12
60,2008-6-23,292300,300000,299200,39000,1,11
60,2008-6-24,122900,300000,565940,0,0,12
60,2008-6-25,179400,300000,279000,27000,2,6
60,2008-6-26,219600,300000,216200,0,0,6
60,2008-6-27,322100,300000,531400,0,0,9
60,2008-6-28,1328320,1300000,1561370,0,0,60
60,2008-6-29,1206000,1300000,1100800,0,0,50
60,2008-6-30,747450,650000,386450,0,1,18
61,2008-6-1,521000,550000,832700,22000,2,20
61,2008-6-2,232600,400000,317000,0,1,10
61,2008-6-3,314400,400000,291000,38000,2,9
61,2008-6-4,320600,400000,201600,32000,1,12
61,2008-6-5,291400,400000,288900,0,0,10
61,2008-6-6,509000,400000,513200,0,0,12
61,2008-6-7,465400,600000,340300,0,0,14
61,2008-6-8,401140,500000,565200,0,1,12
61,2008-6-9,610600,400000,150000,19000,0,5
61,2008-6-10,301100,400000,121300,0,0,8
61,2008-6-11,470900,400000,175100,109000,0,10
61,2008-6-12,326700,400000,240500,146000,1,12
61,2008-6-13,1050880,650000,1186600,4000,2,22
61,2008-6-14,765600,800000,577300,98000,1,13
61,2008-6-15,717500,650000,308600,0,2,11
61,2008-6-16,402100,450000,589300,0,2,17
61,2008-6-17,294600,500000,361200,0,3,17
61,2008-6-18,533200,500000,212400,111000,0,6
61,2008-6-19,162700,500000,494900,16000,0,11
61,2008-6-20,743600,800000,1387420,18200,2,34
61,2008-6-21,922950,900000,991700,21000,3,26
61,2008-6-22,951500,800000,789700,0,3,15
61,2008-6-23,489200,550000,219900,0,0,8
61,2008-6-24,466000,550000,417800,29400,0,6
61,2008-6-25,442800,550000,216300,18000,0,8
61,2008-6-26,499900,550000,199300,0,0,6
61,2008-6-27,577400,550000,352700,33000,1,10
61,2008-6-28,478500,800000,991300,0,1,13
61,2008-6-29,1872500,700000,328600,0,1,6
61,2008-6-30,1596700,450000,158900,0,1,8
62,2008-6-1,320000,400000,281900,0,1,11
62,2008-6-2,213600,350000,259500,0,0,5
62,2008-6-3,339500,350000,136100,0,0,8
62,2008-6-4,332240,350000,387000,0,0,5
62,2008-6-5,310800,350000,102100,0,0,3
62,2008-6-6,246550,350000,370500,0,0,11
62,2008-6-7,408100,400000,400300,0,1,8
62,2008-6-8,438900,400000,349600,0,1,6
62,2008-6-9,342200,350000,132000,0,1,5
62,2008-6-10,631600,350000,208000,0,0,7
62,2008-6-11,545350,350000,228300,0,0,6
62,2008-6-12,164600,350000,163000,0,0,4
62,2008-6-13,2211000,2250000,2366800,0,1,47
62,2008-6-14,208600,500000,604200,0,2,10
62,2008-6-15,731200,600000,609300,0,2,12
62,2008-6-16,534500,400000,200900,0,1,8
62,2008-6-17,254080,350000,583400,0,2,10
62,2008-6-18,308000,350000,361100,0,1,9
62,2008-6-19,188800,350000,416700,0,0,7
62,2008-6-20,705950,700000,502300,0,0,11
62,2008-6-21,643000,450000,508900,0,1,12
62,2008-6-22,524700,450000,380400,0,0,10
62,2008-6-23,291300,300000,255500,0,0,8
62,2008-6-24,250000,250000,304850,0,0,6
62,2008-6-25,423410,250000,302700,0,2,11
62,2008-6-26,384400,250000,129800,0,1,5
62,2008-6-27,191500,250000,351400,0,0,11
62,2008-6-28,201930,350000,540300,0,5,14
62,2008-6-29,305900,350000,262200,0,0,9
62,2008-6-30,216600,250000,176600,0,1,6
63,2008-6-1,152000,250000,81500,0,1,1
63,2008-6-2,251000,200000,102000,0,0,1
63,2008-6-3,75500,200000,30800,0,0,1
63,2008-6-4,75000,200000,32000,0,1,1
63,2008-6-5,120000,200000,65100,0,0,1
63,2008-6-6,224200,200000,84000,0,0,1
63,2008-6-7,416500,350000,355400,0,2,7
63,2008-6-8,487000,350000,258800,0,0,5
63,2008-6-9,196000,150000,128000,0,0,2
63,2008-6-10,147000,150000,61200,0,0,1
63,2008-6-11,111800,150000,149100,0,0,2
63,2008-6-12,79800,150000,203500,0,1,3
63,2008-6-13,331800,150000,323700,0,0,6
63,2008-6-14,490000,250000,122100,0,0,2
63,2008-6-15,390000,250000,201000,0,0,2
63,2008-6-16,255800,150000,97600,0,0,2
63,2008-6-17,65000,150000,46100,0,0,1
63,2008-6-18,75500,150000,227400,0,0,5
63,2008-6-19,78300,150000,194000,0,1,4
63,2008-6-20,111600,150000,397200,0,2,5
63,2008-6-21,550200,200000,263100,198600,1,4
63,2008-6-22,397200,200000,315200,0,0,4
63,2008-6-23,224300,150000,198300,0,1,2
63,2008-6-24,140500,150000,96100,0,0,1
63,2008-6-25,68000,150000,145800,0,1,3
63,2008-6-26,88500,150000,37800,0,0,3
63,2008-6-27,180000,300000,162500,0,0,3
63,2008-6-28,196300,300000,323500,0,0,5
63,2008-6-29,445500,300000,320300,0,1,5
63,2008-6-30,209000,150000,400800,0,1,4
64,2008-6-1,178100,300000,436500,49000,14,21
64,2008-6-2,185000,120000,155500,48000,2,7
64,2008-6-3,208000,120000,201000,98000,2,7
64,2008-6-4,174000,120000,318000,40000,6,9
64,2008-6-5,141000,120000,181500,63000,2,7
64,2008-6-6,100850,120000,118000,105000,6,8
64,2008-6-7,198700,300000,416500,20000,8,14
64,2008-6-8,228800,300000,341100,0,7,13
64,2008-6-9,167200,120000,138400,35000,2,7
64,2008-6-10,390500,120000,103600,23000,0,4
64,2008-6-11,106500,120000,150000,81000,4,5
64,2008-6-12,92000,120000,128000,63000,3,6
64,2008-6-13,130500,120000,129000,70000,5,8
64,2008-6-14,133700,300000,192500,20000,8,9
64,2008-6-15,118000,300000,251100,30000,11,14
64,2008-6-16,458000,120000,133500,190000,3,6
64,2008-6-17,95800,120000,135000,95000,3,6
64,2008-6-18,145500,120000,296500,0,9,11
64,2008-6-19,85500,120000,146500,0,4,7
64,2008-6-20,139500,120000,127000,0,5,7
64,2008-6-21,84000,300000,306500,0,10,12
64,2008-6-22,48000,300000,141800,90000,4,8
64,2008-6-23,244500,120000,46600,86000,1,3
64,2008-6-24,258500,120000,172000,36000,6,8
64,2008-6-25,139500,120000,58800,38000,0,3
64,2008-6-26,164000,120000,152500,270000,4,7
64,2008-6-27,197000,120000,180000,22000,4,7
64,2008-6-28,112500,300000,402100,99000,10,19
64,2008-6-29,100000,200000,79000,71000,0,1
64,2008-6-30,322500,100000,110000,105000,1,6
65,2008-6-1,738100,500000,680040,0,3,11
65,2008-6-2,60440,200000,275300,1800,3,5
65,2008-6-3,39340,200000,325760,1800,1,5
65,2008-6-4,152000,250000,613540,0,2,8
65,2008-6-5,65500,250000,469800,0,6,9
65,2008-6-6,74800,250000,308600,0,2,5
65,2008-6-7,96500,300000,549940,76100,3,13
65,2008-6-8,420000,300000,400000,0,2,6
65,2008-6-9,43500,200000,166600,104900,2,6
65,2008-6-10,104600,200000,101700,56000,2,5
65,2008-6-11,121000,200000,339000,15000,3,5
65,2008-6-12,276000,200000,388000,0,5,10
65,2008-6-13,688000,200000,216000,0,2,3
65,2008-6-14,342700,350000,489400,0,1,5
65,2008-6-15,467900,300000,324400,86000,4,7
65,2008-6-16,17500,200000,86000,34160,2,3
65,2008-6-17,272000,200000,73800,0,1,3
65,2008-6-18,116300,200000,114800,0,2,2
65,2008-6-19,7000,200000,206000,130000,2,6
65,2008-6-20,1288150,250000,40500,0,0,1
65,2008-6-21,1146500,350000,178940,0,2,4
65,2008-6-22,610700,300000,394000,0,2,6
65,2008-6-23,182250,150000,46480,0,2,47
65,2008-6-24,466050,150000,190900,0,1,4
65,2008-6-25,311250,150000,402500,0,4,5
65,2008-6-26,489450,150000,77000,0,1,1
65,2008-6-27,173550,1900000,3524100,0,3,28
65,2008-6-28,655800,2500000,2026150,0,0,0
65,2008-6-29,367000,1500000,652900,0,0,0
65,2008-6-30,241000,400000,989450,145000,3,13
66,2008-6-1,256000,350000,238500,0,3,7
66,2008-6-2,272800,200000,125000,0,0,3
66,2008-6-3,245500,200000,258700,26000,2,7
66,2008-6-4,171400,200000,171400,0,2,4
66,2008-6-5,126240,200000,70300,78800,1,3
66,2008-6-6,74000,250000,154000,0,2,5
66,2008-6-7,314500,350000,185800,0,1,3
66,2008-6-8,255250,300000,196400,0,2,6
66,2008-6-9,39200,150000,116500,27500,1,2
66,2008-6-10,137500,150000,48000,32000,1,2
66,2008-6-11,53600,150000,101000,30000,2,3
66,2008-6-12,64500,150000,30000,0,0,1
66,2008-6-13,169500,400000,475800,0,0,10
66,2008-6-14,60500,450000,981000,73500,2,9
66,2008-6-15,56500,350000,67500,130000,1,3
66,2008-6-16,97500,200000,136500,0,0,2
66,2008-6-17,315500,200000,1440,0,0,1
66,2008-6-18,182500,150000,251180,125000,0,5
66,2008-6-19,240300,150000,144100,38500,1,3
66,2008-6-20,1027840,200000,280500,0,1,4
66,2008-6-21,913300,300000,147800,0,1,5
66,2008-6-22,482100,250000,194500,48000,1,4
66,2008-6-23,384150,150000,73300,125000,1,3
66,2008-6-24,362300,150000,91500,49800,1,2
66,2008-6-25,567150,150000,251000,0,0,4
66,2008-6-26,374550,150000,117800,0,0,4
66,2008-6-27,721100,1200000,1476500,0,1,21
66,2008-6-28,551650,900000,1887500,0,1,17
66,2008-6-29,197400,550000,1017350,0,3,12
66,2008-6-30,203500,450000,469350,0,1,4
67,2008-6-1,58000,100000,38700,0,0,2
67,2008-6-2,172400,70000,47000,0,1,2
67,2008-6-3,16000,0,0,0,0,0
67,2008-6-4,29000,80000,22000,0,1,1
67,2008-6-5,0,80000,28000,0,0,1
67,2008-6-6,86000,80000,79600,0,1,2
67,2008-6-7,65000,150000,84400,0,0,3
67,2008-6-8,22400,100000,97500,0,1,5
67,2008-6-9,10400,70000,35800,0,1,2
67,2008-6-10,79000,0,0,0,0,0
67,2008-6-11,47000,150000,106900,0,2,5
67,2008-6-12,0,150000,17200,0,0,2
67,2008-6-13,147100,100000,134000,0,0,5
67,2008-6-14,253300,150000,82900,0,0,4
67,2008-6-15,215200,100000,25900,0,0,2
67,2008-6-16,38000,80000,52100,0,0,4
67,2008-6-17,53200,0,0,0,0,0
67,2008-6-18,89600,80000,404700,0,2,6
67,2008-6-19,0,80000,46550,0,0,2
67,2008-6-20,41500,80000,131800,0,0,6
67,2008-6-21,10000,150000,96500,0,2,4
67,2008-6-22,11120,80000,5800,0,0,1
67,2008-6-23,112700,60000,28000,0,0,2
67,2008-6-24,32000,0,0,0,0,0
67,2008-6-25,76200,80000,50400,0,0,4
67,2008-6-26,0,80000,18000,0,1,3
67,2008-6-27,18000,60000,54600,0,0,2
67,2008-6-28,187900,150000,169600,0,4,8
67,2008-6-29,3600,80000,117400,0,0,2
67,2008-6-30,135200,60000,41000,0,0,2
68,2008-6-1,59600,350000,184900,0,1,10
68,2008-6-2,290800,350000,121800,0,0,4
68,2008-6-3,312700,150000,71200,0,0,3
68,2008-6-4,84800,150000,26000,0,0,3
68,2008-6-5,190400,150000,39200,0,0,2
68,2008-6-6,101640,150000,68000,0,0,2
68,2008-6-7,155100,300000,287400,0,0,16
68,2008-6-8,48220,300000,174500,0,1,7
68,2008-6-9,107820,150000,78000,0,0,2
68,2008-6-10,217000,150000,119300,0,0,5
68,2008-6-11,56600,150000,79000,0,0,2
68,2008-6-12,84800,150000,73300,0,0,3
68,2008-6-13,116600,150000,216100,0,0,9
68,2008-6-14,55200,400000,508300,0,0,17
68,2008-6-15,101500,400000,430600,0,0,18
68,2008-6-16,90300,150000,170500,0,0,7
68,2008-6-17,252900,150000,132000,0,0,7
68,2008-6-18,69200,150000,138100,29000,0,7
68,2008-6-19,150440,150000,49600,0,0,2
68,2008-6-20,97900,150000,139900,0,1,6
68,2008-6-21,108400,300000,189400,0,0,9
68,2008-6-22,13200,300000,137700,0,1,7
68,2008-6-23,146200,150000,38000,0,0,2
68,2008-6-24,37500,150000,110600,0,0,5
68,2008-6-25,64620,150000,44600,0,0,2
68,2008-6-26,25820,150000,27000,0,0,2
68,2008-6-27,28800,150000,172400,0,0,10
68,2008-6-28,51600,800000,253900,0,0,23
68,2008-6-29,49400,800000,389900,0,0,32
68,2008-6-30,512120,350000,330000,0,0,15
69,2008-6-1,0,140000,208600,0,1,17
69,2008-6-2,0,100000,54200,0,1,8
69,2008-6-3,0,,0,0,0,0
69,2008-6-4,0,100000,85000,0,0,6
69,2008-6-5,0,100000,67100,0,0,9
69,2008-6-6,0,100000,112200,0,0,8
69,2008-6-7,0,130000,176500,0,1,11
69,2008-6-8,0,150000,84900,0,0,7
69,2008-6-9,0,100000,13000,0,0,2
69,2008-6-10,0,,0,0,0,0
69,2008-6-11,0,100000,86300,0,2,8
69,2008-6-12,0,100000,20800,0,0,4
69,2008-6-13,0,100000,158900,0,1,10
69,2008-6-14,0,130000,121500,0,0,10
69,2008-6-15,0,150000,90000,0,0,12
69,2008-6-16,0,100000,90400,0,0,6
69,2008-6-17,0,,0,0,0,0
69,2008-6-18,0,100000,60700,0,1,6
69,2008-6-19,0,100000,122200,0,2,7
69,2008-6-20,0,100000,71600,0,2,5
69,2008-6-21,0,150000,166500,0,0,14
69,2008-6-22,0,150000,61500,0,0,8
69,2008-6-23,0,100000,23800,0,0,5
69,2008-6-24,0,,0,0,0,0
69,2008-6-25,0,100000,80800,0,2,5
69,2008-6-26,0,100000,65000,0,0,6
69,2008-6-27,0,100000,903500,0,0,49
69,2008-6-28,0,150000,512200,0,0,44
69,2008-6-29,0,150000,195200,0,0,19
69,2008-6-30,0,100000,52200,0,0,6
70,2008-6-1,77900,200000,292700,0,2,21
70,2008-6-2,111100,130000,74900,0,0,6
70,2008-6-3,117400,130000,96300,0,1,8
70,2008-6-4,190300,130000,59800,0,0,7
70,2008-6-5,258700,150000,78500,0,2,5
70,2008-6-6,103800,150000,116600,0,1,9
70,2008-6-7,92400,230000,237010,0,1,18
70,2008-6-8,220900,200000,131224,0,1,12
70,2008-6-9,98800,130000,37100,0,0,4
70,2008-6-10,80600,130000,87900,17000,1,13
70,2008-6-11,98800,130000,64600,0,2,7
70,2008-6-12,42400,130000,73900,17000,0,7
70,2008-6-13,40700,150000,82300,0,0,6
70,2008-6-14,58800,250000,160100,0,0,15
70,2008-6-15,56100,200000,119700,13000,2,12
70,2008-6-16,90100,130000,60900,0,0,6
70,2008-6-17,52300,130000,83600,0,0,10
70,2008-6-18,216000,130000,44700,0,0,4
70,2008-6-19,36800,130000,48100,0,1,6
70,2008-6-20,79300,150000,40981,0,0,8
70,2008-6-21,176600,230000,143400,127400,0,11
70,2008-6-22,35700,200000,141400,0,0,13
70,2008-6-23,100600,130000,92800,0,3,9
70,2008-6-24,97000,130000,73100,0,0,8
70,2008-6-25,214100,130000,37200,12000,1,7
70,2008-6-26,106200,130000,51400,0,1,5
70,2008-6-27,111100,150000,40600,0,0,7
70,2008-6-28,83400,250000,86400,0,0,8
70,2008-6-29,172600,210000,250000,0,0,11
70,2008-6-30,500600,130000,213076,0,1,8
71,2008-6-1,0,140000,52815,0,1,9
71,2008-6-2,0,130000,74100,0,0,8
71,2008-6-3,0,130000,60200,15000,1,8
71,2008-6-4,0,130000,57400,19600,0,6
71,2008-6-5,0,130000,155580,0,1,12
71,2008-6-6,0,130000,152660,0,2,13
71,2008-6-7,0,140000,91600,0,2,8
71,2008-6-8,0,140000,87900,18800,0,10
71,2008-6-9,0,130000,75500,0,1,10
71,2008-6-10,0,130000,70700,0,0,12
71,2008-6-11,0,130000,60720,0,1,11
71,2008-6-12,0,130000,30100,2800,0,6
71,2008-6-13,0,130000,147500,0,0,15
71,2008-6-14,0,140000,89143,30300,0,11
71,2008-6-15,0,140000,165640,9500,0,17
71,2008-6-16,0,130000,65200,0,0,7
71,2008-6-17,0,130000,30980,29400,0,10
71,2008-6-18,0,130000,74700,23000,0,8
71,2008-6-19,0,130000,88400,0,0,10
71,2008-6-20,0,130000,81780,0,0,12
71,2008-6-21,0,140000,158686,0,3,13
71,2008-6-22,0,140000,150229,0,0,16
71,2008-6-23,0,130000,17900,0,0,3
71,2008-6-24,0,130000,142558,0,1,16
71,2008-6-25,0,130000,124150,0,1,10
71,2008-6-26,0,135000,75900,0,0,9
71,2008-6-27,0,135000,59340,0,0,9
71,2008-6-28,0,140000,81340,0,0,18
71,2008-6-29,0,140000,116350,13300,1,16
71,2008-6-30,0,130000,66260,0,0,9
72,2008-6-1,51500,120000,37000,0,1,2
72,2008-6-2,58000,80000,16000,0,0,1
72,2008-6-3,115500,80000,43000,0,1,3
72,2008-6-4,33000,80000,8000,0,1,1
72,2008-6-5,73000,80000,28500,0,0,1
72,2008-6-6,90000,80000,71500,0,1,3
72,2008-6-7,82000,120000,100900,0,0,6
72,2008-6-8,67000,120000,85000,0,0,5
72,2008-6-9,127400,80000,22000,0,0,3
72,2008-6-10,79500,80000,93400,0,0,3
72,2008-6-11,11000,80000,14500,0,0,1
72,2008-6-12,36600,80000,12500,0,0,1
72,2008-6-13,37000,80000,49300,0,1,3
72,2008-6-14,69000,120000,79300,39000,2,3
72,2008-6-15,164400,120000,81000,0,1,3
72,2008-6-16,505100,80000,19000,0,0,1
72,2008-6-17,81900,100000,8700,16100,0,1
72,2008-6-18,28000,100000,84000,0,0,1
72,2008-6-19,13000,100000,19500,0,0,1
72,2008-6-20,63300,100000,7500,31000,0,1
72,2008-6-21,30800,150000,81200,0,1,4
72,2008-6-22,196400,150000,81700,0,1,3
72,2008-6-23,278200,180000,76900,0,1,3
72,2008-6-24,91700,180000,48200,0,0,2
72,2008-6-25,242000,150000,46300,0,0,2
72,2008-6-26,108400,150000,43500,0,1,2
72,2008-6-27,84600,150000,91100,0,0,4
72,2008-6-28,120600,180000,143300,34500,1,4
72,2008-6-29,116900,180000,19000,0,0,1
72,2008-6-30,120500,150000,18200,0,0,1
73,2008-6-1,13000,100000,154800,0,2,8
73,2008-6-2,47500,60000,17000,0,1,1
73,2008-6-3,25000,60000,18000,0,1,1
73,2008-6-4,1840,0,0,0,0,0
73,2008-6-5,15200,60000,60100,0,1,3
73,2008-6-6,66500,60000,61500,0,2,4
73,2008-6-7,73400,150000,178500,33000,3,5
73,2008-6-8,1840,150000,199500,72000,4,4
73,2008-6-9,9600,80000,0,10500,0,0
73,2008-6-10,30000,80000,1840,0,0,1
73,2008-6-11,34000,0,0,0,0,0
73,2008-6-12,18000,80000,17600,0,0,2
73,2008-6-13,47600,80000,73000,0,3,3
73,2008-6-14,105000,100000,131000,0,0,3
73,2008-6-15,64500,100000,146000,0,2,4
73,2008-6-16,108600,70000,91600,13000,0,3
73,2008-6-17,340500,70000,92000,0,0,1
73,2008-6-18,45000,0,0,0,0,0
73,2008-6-19,109000,60000,26800,100000,2,2
73,2008-6-20,53500,60000,18000,59000,1,1
73,2008-6-21,25500,100000,111200,0,1,4
73,2008-6-22,68400,100000,63000,16000,3,3
73,2008-6-23,53500,60000,0,0,0,0
73,2008-6-24,70700,60000,1840,0,0,2
73,2008-6-25,139800,0,0,0,0,0
73,2008-6-26,69950,60000,0,29000,0,0
73,2008-6-27,2300,150000,215700,21700,3,13
73,2008-6-28,6600,200000,358800,0,0,12
73,2008-6-29,90400,200000,280200,0,0,8
73,2008-6-30,163700,50000,111700,34700,0,3
74,2008-6-1,0,150000,14960,0,1,1
74,2008-6-2,0,100000,56000,0,1,3
74,2008-6-3,0,100000,85800,0,0,1
74,2008-6-4,0,100000,0,0,0,0
74,2008-6-5,0,100000,3760,0,0,1
74,2008-6-6,0,100000,4700,0,1,1
74,2008-6-7,0,200000,167800,0,2,4
74,2008-6-8,0,200000,55800,0,1,3
74,2008-6-9,0,100000,77600,0,0,2
74,2008-6-10,0,100000,0,0,0,0
74,2008-6-11,0,100000,40800,0,1,2
74,2008-6-12,0,100000,7200,0,0,1
74,2008-6-13,0,100000,68800,0,1,4
74,2008-6-14,0,200000,127300,0,3,6
74,2008-6-15,0,200000,31000,0,1,3
74,2008-6-16,0,100000,31200,0,1,1
74,2008-6-17,0,100000,0,0,0,0
74,2008-6-18,0,100000,25000,0,0,1
74,2008-6-19,0,100000,75329,0,2,6
74,2008-6-20,0,100000,84300,0,3,5
74,2008-6-21,0,200000,43200,0,0,2
74,2008-6-22,0,200000,21350,0,1,1
74,2008-6-23,0,100000,44700,0,1,2
74,2008-6-24,0,100000,25200,0,2,2
74,2008-6-25,0,100000,52800,0,0,3
74,2008-6-26,0,100000,73700,0,2,4
74,2008-6-27,0,100000,48200,0,1,2
74,2008-6-28,0,250000,13700,0,2,2
74,2008-6-29,0,250000,110600,0,3,7
74,2008-6-30,0,150000,17400,0,2,1
75,2008-6-1,159300,280000,409100,0,3,17
75,2008-6-2,173600,150000,109900,56000,2,12
75,2008-6-3,108600,180000,96300,12800,3,7
75,2008-6-4,140300,180000,254200,0,5,12
75,2008-6-5,180000,180000,141300,0,2,16
75,2008-6-6,144100,200000,245700,0,2,14
