店舗名,日付,昨年実績                          ,日割予算,売上実績,取置計,顧客計,客数計
75,2008-6-7,220000,200000,178300,23000,3,13
75,2008-6-8,118400,180000,200500,37000,2,10
75,2008-6-9,117400,130000,129100,11000,1,9
75,2008-6-10,229800,130000,149700,0,0,8
75,2008-6-11,141900,130000,212600,138500,3,10
75,2008-6-12,213700,130000,111300,26000,0,9
75,2008-6-13,213000,180000,315300,60000,4,10
75,2008-6-14,199300,300000,763900,0,1,19
75,2008-6-15,257000,200000,337000,75560,2,18
75,2008-6-16,40100,200000,367100,101100,3,18
75,2008-6-17,106900,150000,177900,9000,1,18
75,2008-6-18,177200,150000,428100,25200,2,19
75,2008-6-19,137600,150000,262000,0,0,13
75,2008-6-20,225600,180000,461300,0,6,23
75,2008-6-21,182900,280000,270660,32500,4,14
75,2008-6-22,217900,150000,203300,0,1,13
75,2008-6-23,142500,130000,75100,0,5,8
75,2008-6-24,142400,130000,130500,22000,3,9
75,2008-6-25,55700,150000,165200,91800,2,8
75,2008-6-26,46000,150000,284800,0,3,16
75,2008-6-27,779300,150000,277800,16900,3,21
75,2008-6-28,823200,200000,541700,0,0,0
75,2008-6-29,294900,150000,120800,0,0,0
75,2008-6-30,190000,130000,212840,84200,5,20
76,2008-6-1,802781,700000,905900,0,12,27
76,2008-6-2,415491,550000,308400,145000,4,12
76,2008-6-3,598668,550000,325600,79000,2,8
76,2008-6-4,209695,550000,701000,22000,6,22
76,2008-6-5,430191,550000,278800,160700,3,9
76,2008-6-6,326020,550000,685420,55000,5,14
76,2008-6-7,622855,650000,458900,118000,7,14
76,2008-6-8,801309,650000,418720,211600,4,11
76,2008-6-9,286648,450000,218100,0,2,5
76,2008-6-10,426800,450000,517800,0,9,16
76,2008-6-11,369645,450000,522600,0,3,11
76,2008-6-12,433300,450000,506800,144000,7,10
76,2008-6-13,342215,1100000,1184300,88500,1,28
76,2008-6-14,686267,1450000,1474260,94200,7,42
76,2008-6-15,465862,1250000,1006100,0,8,26
76,2008-6-16,298087,300000,330400,0,2,9
76,2008-6-17,378500,300000,707400,81800,7,15
76,2008-6-18,361000,300000,507000,0,2,12
76,2008-6-19,322416,300000,283300,0,1,6
76,2008-6-20,432100,850000,871700,26600,8,27
76,2008-6-21,470134,1100000,917300,0,5,30
76,2008-6-22,448562,1100000,1065600,0,5,26
76,2008-6-23,200640,650000,441600,121000,4,11
76,2008-6-24,478700,650000,721800,160000,3,16
76,2008-6-25,504300,650000,932000,34000,3,19
76,2008-6-26,207380,650000,387800,0,6,15
76,2008-6-27,524500,650000,735800,100000,4,16
76,2008-6-28,2620690,800000,1062300,10000,6,37
76,2008-6-29,2110490,800000,917000,0,7,26
76,2008-6-30,604817,550000,606800,32000,4,19
77,2008-6-1,0,400000,183900,64100,6,16
77,2008-6-2,0,200000,335300,0,1,13
77,2008-6-3,0,200000,201200,35000,3,14
77,2008-6-4,0,200000,106700,43000,0,16
77,2008-6-5,0,200000,208000,0,0,12
77,2008-6-6,0,250000,166400,24000,0,20
77,2008-6-7,0,400000,359400,0,1,20
77,2008-6-8,0,400000,177900,0,1,16
77,2008-6-9,0,200000,155800,0,1,13
77,2008-6-10,0,200000,510380,0,2,18
77,2008-6-11,0,200000,365600,133000,0,17
77,2008-6-12,0,200000,83800,0,0,8
77,2008-6-13,0,1000000,630100,0,6,40
77,2008-6-14,0,300000,348800,34000,2,21
77,2008-6-15,0,300000,306100,0,1,21
77,2008-6-16,0,200000,165400,0,0,13
77,2008-6-17,0,200000,224480,26400,1,16
77,2008-6-18,0,200000,149200,0,0,13
77,2008-6-19,0,200000,200060,0,1,20
77,2008-6-20,0,200000,100140,166300,2,8
77,2008-6-21,0,350000,327600,0,2,14
77,2008-6-22,0,350000,352500,0,5,17
77,2008-6-23,0,150000,150650,0,1,9
77,2008-6-24,0,150000,316000,74000,0,16
77,2008-6-25,0,150000,306800,58000,2,13
77,2008-6-26,0,150000,79900,0,1,6
77,2008-6-27,0,200000,174100,0,2,11
77,2008-6-28,0,350000,224800,23400,0,19
77,2008-6-29,0,350000,206500,0,0,14
77,2008-6-30,0,150000,104100,0,1,9
78,2008-6-1,758.8,2000,1471,0,0,10
78,2008-6-2,3384.14,1200,815,0,0,5
78,2008-6-3,3210,1300,878.5,0,0,5
78,2008-6-4,537,1300,126,0,0,1
78,2008-6-5,1086,1400,539,0,0,2
78,2008-6-6,1481,1700,2095,0,0,8
78,2008-6-7,3512,2300,655.75,0,0,4
78,2008-6-8,2081.75,1900,1477,0,0,8
78,2008-6-9,3745,1200,264.5,0,0,3
78,2008-6-10,594,1300,1933,0,0,5
78,2008-6-11,165,1400,1034.75,0,0,5
78,2008-6-12,0,1500,934.5,0,0,5
78,2008-6-13,1087,1700,293,0,0,2
78,2008-6-14,807.8,2100,2224.25,0,0,9
78,2008-6-15,1437.5,1800,1220,0,0,5
78,2008-6-16,2777.1,1300,639,0,0,3
78,2008-6-17,1578.6,1400,1467.5,0,0,2
78,2008-6-18,962,1500,1648,0,0,4
78,2008-6-19,4120.5,1600,1219,0,0,9
78,2008-6-20,829,1700,1485,0,0,5
78,2008-6-21,134.75,2100,1956,0,0,6
78,2008-6-22,714,1900,818.39,0,0,5
78,2008-6-23,1105.5,1200,1629,0,0,5
78,2008-6-24,1388.5,1300,2052.2,0,0,8
78,2008-6-25,1675.5,1400,1032,0,0,7
78,2008-6-26,3866.1,1700,1880.5,0,0,11
78,2008-6-27,915.5,1800,2139,0,0,10
78,2008-6-28,935.8,2300,1427,0,0,7
78,2008-6-29,1092.5,2000,1528,0,0,5
78,2008-6-30,3851,1200,901,0,0,4
79,2008-6-1,9393,8500,2563,0,0,7
79,2008-6-2,10732,4500,100,0,0,1
79,2008-6-3,14177,3000,325,0,0,1
79,2008-6-4,5763,5500,1790,0,0,2
79,2008-6-5,6728,6500,0,0,0,0
79,2008-6-6,2754,8500,745,0,0,2
79,2008-6-7,23935,9500,6448,0,0,16
79,2008-6-8,8026,10500,8245,0,0,5
79,2008-6-9,18511,3000,3744,0,0,9
79,2008-6-10,18316,4500,960,0,0,3
79,2008-6-11,3810,5500,3285,0,0,8
79,2008-6-12,7210,6500,1155,0,0,1
79,2008-6-13,6409,8500,503,0,0,1
79,2008-6-14,13763,11500,3847,0,0,12
79,2008-6-15,8632,9500,1024,0,0,2
79,2008-6-16,27399,3000,2635,0,0,7
79,2008-6-17,16592,4500,525,0,0,2
79,2008-6-18,14060,5500,0,0,0,0
79,2008-6-19,18624,6500,1050,0,0,3
79,2008-6-20,11242,7500,3105,0,0,5
79,2008-6-21,7720,8500,4963,0,0,14
79,2008-6-22,15215,9500,4415,0,0,8
79,2008-6-23,19935,6500,3105,0,0,9
79,2008-6-24,19536,3000,1755,0,0,4
79,2008-6-25,5720,4500,475,0,0,1
79,2008-6-26,2460,5500,227.5,0,0,2
79,2008-6-27,5100,6500,3330,0,0,4
79,2008-6-28,9245,10500,1837,0,0,8
79,2008-6-29,9585,9500,1821,0,0,7
79,2008-6-30,22191,3500,2384,0,0,5
80,2008-6-1,0,0,0,0,0,0
80,2008-6-2,501.67,600,0,0,0,0
80,2008-6-3,0,600,1617.89,0,0,5
80,2008-6-4,518.4,600,0,0,0,0
80,2008-6-5,246.85,600,0,0,0,0
80,2008-6-6,108.7,600,472.42,0,0,2
80,2008-6-7,405.52,600,1202.35,0,0,5
80,2008-6-8,405.52,0,0,0,0,0
80,2008-6-9,0,600,798.46,0,0,3
80,2008-6-10,0,600,133.78,0,0,1
80,2008-6-11,1142.16,600,108.7,0,0,1
80,2008-6-12,267.56,600,392.98,0,0,2
80,2008-6-13,0,600,422.24,0,0,3
80,2008-6-14,100.33,600,489.14,0,0,3
80,2008-6-15,678.1,0,0,0,0,0
80,2008-6-16,108.7,600,794.32,0,0,4
80,2008-6-17,0,600,263.38,0,0,2
80,2008-6-18,96.15,600,175.43,0,0,2
80,2008-6-19,422.24,600,330.87,0,0,2
80,2008-6-20,0,600,85.28,0,0,1
80,2008-6-21,1140.456,600,530.63,0,0,5
80,2008-6-22,317.73,0,0,0,0,0
80,2008-6-23,1014.22,600,278.43,0,0,1
80,2008-6-24,0,600,1250.85,0,0,7
80,2008-6-25,292.64,600,979.94,0,0,5
80,2008-6-26,352.86,600,922.24,0,0,9
80,2008-6-27,2221.57,600,1138.8,0,0,10
80,2008-6-28,571.91,600,898.83,0,0,9
80,2008-6-29,298.51,0,0,0,0,0
80,2008-6-30,1197.32,600,831,0,0,3
81,2008-6-1,0,1200000,252100,0,0,17
81,2008-6-2,0,,0,0,0,0
81,2008-6-3,0,,0,0,0,0
81,2008-6-4,0,1300000,653309,0,0,70
81,2008-6-5,0,900000,244400,0,0,30
81,2008-6-6,0,900000,438300,0,0,50
81,2008-6-7,0,1000000,547300,0,0,47
81,2008-6-8,0,900000,470004,0,0,34
81,2008-6-9,0,,0,0,0,0
81,2008-6-10,0,,0,0,0,0
81,2008-6-11,0,1200000,1446909,0,0,124
81,2008-6-12,0,700000,564190,0,0,59
81,2008-6-13,0,700000,777933,0,0,91
81,2008-6-14,0,900000,1033794,0,0,89
81,2008-6-15,0,900000,704514,0,0,63
81,2008-6-16,0,,0,0,0,0
81,2008-6-17,0,,0,0,0,0
81,2008-6-18,0,,0,0,0,0
81,2008-6-19,0,,0,0,0,0
81,2008-6-20,0,,0,0,0,0
81,2008-6-21,0,,0,0,0,0
81,2008-6-22,0,,0,0,0,0
81,2008-6-23,0,,0,0,0,0
81,2008-6-24,0,,0,0,0,0
81,2008-6-25,0,,0,0,0,0
81,2008-6-26,0,,0,0,0,0
81,2008-6-27,0,,0,0,0,0
81,2008-6-28,0,,0,0,0,0
81,2008-6-29,0,,0,0,0,0
81,2008-6-30,0,,0,0,0,0
83,2008-6-1,0,200000,147000,0,0,4
83,2008-6-2,0,150000,264000,0,0,8
83,2008-6-3,0,150000,89600,0,4,6
83,2008-6-4,0,150000,177000,0,0,4
83,2008-6-5,0,150000,240000,22000,0,6
83,2008-6-6,0,200000,196000,0,10,5
83,2008-6-7,0,300000,254000,54000,8,11
83,2008-6-8,0,250000,140000,0,0,7
83,2008-6-9,0,100000,124000,0,7,7
83,2008-6-10,0,100000,102000,0,6,5
83,2008-6-11,0,100000,167000,20000,4,6
83,2008-6-12,0,150000,152000,28000,3,5
83,2008-6-13,0,200000,74000,30000,3,4
83,2008-6-14,0,300000,252000,0,0,11
83,2008-6-15,0,250000,350800,0,9,12
83,2008-6-16,0,100000,266200,0,2,5
83,2008-6-17,0,100000,54700,0,2,3
83,2008-6-18,0,100000,242500,22000,5,7
83,2008-6-19,0,100000,191900,0,5,8
83,2008-6-20,0,150000,167100,0,8,10
83,2008-6-21,0,250000,384200,0,10,15
83,2008-6-22,0,200000,238500,0,5,8
83,2008-6-23,0,100000,210600,149400,8,7
83,2008-6-24,0,100000,72000,62000,2,3
83,2008-6-25,0,100000,243000,0,3,10
83,2008-6-26,0,150000,282600,0,0,6
83,2008-6-27,0,200000,107200,0,0,0
83,2008-6-28,0,300000,69000,82000,3,3
83,2008-6-29,0,200000,117600,0,0,1
83,2008-6-30,0,100000,157200,12000,2,6
