店舗ID,日付,昨年実績,日割予算,売上実績,取置計,顧客計,客数計
44,2008/7/15,535500,550000,418700,0,0,10
44,2008/7/16,472700,650000,364700,0,0,14
44,2008/7/17,620100,650000,542600,193000,0,21
44,2008/7/18,301800,650000,466300,16000,0,25
44,2008/7/19,829200,800000,900200,29000,0,36
44,2008/7/20,920900,600000,1061500,0,0,34
44,2008/7/21,443600,600000,696300,0,1,20
44,2008/7/22,390900,500000,305200,0,0,13
44,2008/7/23,416300,500000,455700,35000,0,18
44,2008/7/24,556600,550000,864100,0,1,27
44,2008/7/25,469200,600000,559200,0,2,20
44,2008/7/26,769400,850000,572900,202000,1,25
44,2008/7/27,481000,650000,467900,96000,1,21
44,2008/7/28,425000,400000,561800,0,0,20
44,2008/7/29,400200,400000,452000,131500,0,7
44,2008/7/30,602950,500000,295800,9000,0,13
44,2008/7/31,650900,500000,571800,56000,1,22
50,2008/7/1,365800,250000,493100,19000,3,17
50,2008/7/2,457700,400000,678600,0,2,19
50,2008/7/3,633000,650000,853600,0,2,26
50,2008/7/4,485500,400000,686300,0,1,22
50,2008/7/5,617500,650000,900600,0,4,29
50,2008/7/6,633800,650000,590600,30000,2,24
50,2008/7/7,244700,350000,307300,0,0,16
50,2008/7/8,138900,300000,363200,103000,2,15
50,2008/7/9,213900,300000,300000,0,0,11
50,2008/7/10,335000,300000,118700,24000,0,6
50,2008/7/11,194300,300000,311300,0,10,10
50,2008/7/12,443800,500000,480900,0,1,17
50,2008/7/13,493800,500000,512800,0,3,14
50,2008/7/14,333300,300000,201100,0,0,7
50,2008/7/15,261100,300000,173400,0,1,11
50,2008/7/16,267200,300000,153700,0,0,8
50,2008/7/17,130800,300000,226900,0,0,11
50,2008/7/18,213300,300000,145200,0,0,7
50,2008/7/19,486800,450000,493500,159800,2,20
50,2008/7/20,305100,450000,557400,14500,1,19
50,2008/7/21,493900,450000,494600,0,2,15
50,2008/7/22,185900,250000,198800,379000,0,10
50,2008/7/23,189700,250000,219040,43000,1,9
50,2008/7/24,252600,250000,158500,0,0,7
50,2008/7/25,262000,250000,334800,107000,0,14
50,2008/7/26,368700,400000,350600,0,0,13
50,2008/7/27,490100,400000,233200,7000,0,12
50,2008/7/28,287400,200000,107800,0,0,6
50,2008/7/29,273800,200000,105000,32200,0,7
50,2008/7/30,105300,200000,219800,7000,1,8
50,2008/7/31,287500,200000,273100,0,1,10
51,2008/7/1,811800,900000,781000,0,0,36
51,2008/7/2,347800,500000,514000,0,1,20
51,2008/7/3,247100,300000,400500,0,0,18
51,2008/7/4,320200,400000,712800,0,0,21
51,2008/7/5,453400,450000,479900,0,0,21
51,2008/7/6,417500,450000,244700,0,0,12
51,2008/7/7,209100,150000,280800,0,0,10
51,2008/7/8,250500,150000,157100,0,0,6
51,2008/7/9,179500,200000,124400,0,0,9
51,2008/7/10,178700,150000,287900,0,0,7
51,2008/7/11,308200,250000,276900,94000,0,9
51,2008/7/12,222900,300000,212000,0,0,8
51,2008/7/13,220800,300000,228400,0,0,5
51,2008/7/14,200700,150000,150400,0,0,5
51,2008/7/15,141600,200000,140100,0,0,3
51,2008/7/16,197400,250000,163900,0,0,8
51,2008/7/17,150800,250000,229900,0,0,9
51,2008/7/18,333800,350000,103100,0,0,6
51,2008/7/19,328600,400000,459400,0,0,13
51,2008/7/20,302600,400000,344900,0,0,7
51,2008/7/21,316800,400000,364200,0,0,12
51,2008/7/22,200300,200000,177500,188000,0,5
51,2008/7/23,170800,250000,325000,0,2,7
51,2008/7/24,241200,250000,128300,0,1,4
51,2008/7/25,211500,300000,205100,0,1,4
51,2008/7/26,201600,400000,290400,0,4,16
51,2008/7/27,216900,400000,315900,0,1,11
51,2008/7/28,158600,200000,209300,0,2,7
51,2008/7/29,222500,200000,303900,0,1,6
51,2008/7/30,236900,200000,312600,0,0,9
51,2008/7/31,250900,200000,439300,0,0,11
38,2008/7/1,1212910,500000,452800,0,0,23
38,2008/7/2,691360,500000,533700,0,0,23
38,2008/7/3,613500,550000,457200,0,0,20
38,2008/7/4,465560,600000,436500,0,0,23
38,2008/7/5,325700,600000,605220,0,0,26
38,2008/7/6,382010,550000,323600,0,0,21
38,2008/7/7,490440,250000,442750,0,1,22
38,2008/7/8,457560,250000,433900,0,0,17
38,2008/7/9,183400,200000,260600,0,1,12
38,2008/7/10,392010,200000,363000,0,0,12
38,2008/7/11,314000,300000,361100,0,1,15
38,2008/7/12,190920,300000,216300,0,1,11
38,2008/7/13,615980,350000,258100,0,0,15
38,2008/7/14,163770,350000,183100,0,1,5
38,2008/7/15,217540,350000,363500,0,0,15
38,2008/7/16,319800,400000,288700,0,0,21
38,2008/7/17,234500,400000,353100,0,0,22
38,2008/7/18,411300,350000,282400,0,1,14
38,2008/7/19,250600,450000,258300,0,0,20
38,2008/7/20,248900,450000,374300,0,0,23
38,2008/7/21,107970,350000,454600,0,0,20
38,2008/7/22,178200,350000,129200,0,0,9
38,2008/7/23,223500,350000,189100,0,0,8
38,2008/7/24,120400,350000,197900,0,0,14
38,2008/7/25,521500,450000,362050,0,0,17
38,2008/7/26,183670,400000,166300,0,0,13
38,2008/7/27,283100,350000,470750,0,0,16
38,2008/7/28,209500,0,0,0,0,0
38,2008/7/29,293400,0,0,0,0,0
38,2008/7/30,202620,0,0,0,0,0
38,2008/7/31,232600,0,0,0,0,0
36,2008/7/1,1004840,1800000,2054860,25000,0,85
36,2008/7/2,498070,900000,1336000,0,0,36
36,2008/7/3,2090900,800000,839260,0,0,32
36,2008/7/4,956970,800000,440400,0,1,16
36,2008/7/5,1180170,900000,555300,0,0,25
36,2008/7/6,781400,800000,802400,0,0,28
36,2008/7/7,489900,500000,801100,0,0,32
36,2008/7/8,245500,500000,272700,0,0,12
36,2008/7/9,335800,500000,511600,0,0,17
36,2008/7/10,579340,500000,256900,0,0,13
36,2008/7/11,413500,450000,192900,0,0,6
36,2008/7/12,314200,450000,575400,0,0,21
36,2008/7/13,440570,450000,560000,0,0,21
36,2008/7/14,666600,250000,349400,0,0,14
36,2008/7/15,136600,250000,403300,0,0,13
36,2008/7/16,291700,250000,594762,0,0,24
36,2008/7/17,160800,250000,329900,0,0,14
36,2008/7/18,263400,250000,410900,0,0,20
36,2008/7/19,530470,350000,448930,132400,0,21
36,2008/7/20,183300,350000,357200,20000,0,13
36,2008/7/21,226300,300000,557800,51600,0,27
36,2008/7/22,310900,300000,143500,18000,0,5
36,2008/7/23,207400,300000,175900,0,0,13
36,2008/7/24,222700,300000,199500,0,0,6
36,2008/7/25,185600,300000,151200,0,0,5
36,2008/7/26,747200,350000,639550,48300,2,23
36,2008/7/27,628970,350000,230000,104000,0,15
36,2008/7/28,101700,250000,126500,56000,0,7
36,2008/7/29,121300,250000,290400,0,2,8
36,2008/7/30,409900,250000,402500,23000,0,19
36,2008/7/31,394600,250000,291400,0,0,10
41,2008/7/1,1197100,500000,591500,0,0,24
41,2008/7/2,791400,500000,595000,0,0,26
41,2008/7/3,370100,400000,595500,0,0,16
41,2008/7/4,487900,400000,465300,0,1,16
41,2008/7/5,509900,550000,745000,0,0,22
41,2008/7/6,454900,550000,558500,0,1,16
41,2008/7/7,207700,300000,390700,0,0,9
41,2008/7/8,237600,300000,126400,0,0,7
41,2008/7/9,201400,300000,300900,0,0,8
41,2008/7/10,239100,300000,117600,0,0,6
41,2008/7/11,260700,300000,108600,0,0,8
41,2008/7/12,174700,500000,330900,0,0,10
41,2008/7/13,374000,500000,136700,0,0,8
41,2008/7/14,222900,300000,188900,0,0,11
41,2008/7/15,84550,300000,112400,0,0,6
41,2008/7/16,400100,300000,265700,0,0,11
41,2008/7/17,253800,300000,281600,0,0,10
41,2008/7/18,228300,300000,187100,0,0,10
41,2008/7/19,262700,450000,309200,0,1,11
41,2008/7/20,189200,450000,102200,0,0,6
41,2008/7/21,203700,400000,324500,0,0,10
41,2008/7/22,290700,250000,250500,0,0,5
41,2008/7/23,127100,250000,190200,0,0,10
41,2008/7/24,122400,250000,303900,0,1,10
41,2008/7/25,223800,250000,260600,0,1,8
41,2008/7/26,479200,400000,112100,0,0,5
41,2008/7/27,269500,400000,164200,0,2,10
41,2008/7/28,230500,250000,111200,0,0,7
41,2008/7/29,496800,250000,115200,0,1,10
41,2008/7/30,308000,250000,164700,0,0,7
41,2008/7/31,202200,250000,112900,0,1,4
39,2008/7/1,575900,500000,262500,0,1,12
39,2008/7/2,326600,300000,282500,46200,2,5
39,2008/7/3,458170,200000,442000,0,3,8
39,2008/7/4,216200,200000,640100,0,2,16
39,2008/7/5,230800,800000,1007400,0,0,28
39,2008/7/6,147270,350000,444900,93000,1,7
39,2008/7/7,269500,150000,251600,0,0,8
39,2008/7/8,185870,150000,236200,0,1,9
39,2008/7/9,183370,150000,107900,0,0,4
39,2008/7/10,61600,150000,20400,0,0,1
39,2008/7/11,201300,150000,296600,69000,1,7
39,2008/7/12,164300,200000,495600,0,1,14
39,2008/7/13,69000,200000,191600,0,2,6
39,2008/7/14,71700,150000,148100,0,1,2
39,2008/7/15,353200,150000,226600,0,0,4
39,2008/7/16,216200,150000,102500,0,1,3
39,2008/7/17,165700,150000,148800,0,0,5
39,2008/7/18,162000,150000,162200,0,1,3
39,2008/7/19,95100,200000,225800,0,0,5
39,2008/7/20,159100,200000,355800,0,0,7
39,2008/7/21,195600,200000,151500,0,0,7
39,2008/7/22,181800,100000,48000,0,0,2
39,2008/7/23,142300,100000,38600,0,1,1
39,2008/7/24,128200,100000,66800,0,0,2
39,2008/7/25,67600,100000,273600,0,2,8
39,2008/7/26,164100,200000,57200,0,0,1
39,2008/7/27,235600,150000,162800,0,0,4
39,2008/7/28,151600,100000,86000,0,0,1
39,2008/7/29,108200,100000,84200,30000,0,2
39,2008/7/30,103400,100000,30000,0,0,1
39,2008/7/31,219800,100000,77000,0,2,4
70,2008/7/1,290100,180000,171650,0,1,11
70,2008/7/2,100600,180000,52300,0,3,9
70,2008/7/3,190100,200000,279900,30000,3,33
70,2008/7/4,181200,200000,258000,0,0,29
70,2008/7/5,204100,250000,211673,0,0,19
70,2008/7/6,171100,200000,215000,0,0,22
70,2008/7/7,231300,150000,143600,19500,0,17
70,2008/7/8,179100,150000,120100,0,1,17
70,2008/7/9,167400,150000,191800,48000,0,17
70,2008/7/10,123400,150000,98100,36900,1,13
70,2008/7/11,147800,150000,81400,0,1,7
70,2008/7/12,71200,230000,243100,0,3,24
70,2008/7/13,169200,200000,186700,0,0,25
70,2008/7/14,101600,150000,65400,0,0,14
70,2008/7/15,154800,150000,26500,0,0,5
70,2008/7/16,62000,150000,195500,6000,1,15
70,2008/7/17,109000,150000,79300,14400,0,10
70,2008/7/18,122600,200000,328300,0,1,35
70,2008/7/19,182700,250000,337900,0,5,33
70,2008/7/20,48600,230000,270800,0,4,26
70,2008/7/21,81900,200000,276600,0,4,32
70,2008/7/22,207300,150000,160300,0,1,13
70,2008/7/23,93800,150000,120240,0,0,11
70,2008/7/24,81200,150000,95200,0,1,11
70,2008/7/25,168500,150000,29000,0,0,3
70,2008/7/26,99600,230000,138700,11000,0,11
70,2008/7/27,138700,200000,104400,0,1,13
70,2008/7/28,102100,150000,110500,0,1,8
70,2008/7/29,118900,150000,105300,9500,0,9
70,2008/7/30,63500,150000,100800,13000,1,14
70,2008/7/31,96700,150000,132700,0,0,9
40,2008/7/1,24500,0,0,0,0,2
40,2008/7/2,8700,80000,95400,0,0,2
40,2008/7/3,0,550000,846700,0,1,2
40,2008/7/4,0,120000,36700,0,0,0
40,2008/7/5,46400,120000,81000,0,0,1
40,2008/7/6,2000,80000,110200,0,1,2
40,2008/7/7,16400,80000,8000,29500,0,0
40,2008/7/8,13000,0,0,0,0,0
40,2008/7/9,4500,110000,185500,0,0,1
40,2008/7/10,0,110000,97000,0,1,2
40,2008/7/11,0,100000,142500,0,0,2
40,2008/7/12,19600,110000,25600,0,0,1
40,2008/7/13,59300,90000,40500,0,0,0
40,2008/7/14,75200,80000,8000,0,0,0
40,2008/7/15,0,0,0,0,0,0
40,2008/7/16,77400,80000,156300,0,0,1
40,2008/7/17,0,80000,92100,0,1,1
40,2008/7/18,10600,80000,30000,0,0,0
40,2008/7/19,9900,90000,8000,0,0,0
40,2008/7/20,49000,90000,233500,0,0,1
40,2008/7/21,0,90000,61800,0,0,0
40,2008/7/22,13700,0,0,0,0,0
40,2008/7/23,0,90000,126700,0,0,1
40,2008/7/24,0,90000,53600,0,0,1
40,2008/7/25,62100,90000,12500,0,0,1
40,2008/7/26,87400,110000,21000,0,0,0
40,2008/7/27,39400,110000,90200,0,0,1
40,2008/7/28,71000,80000,5000,0,0,0
40,2008/7/29,57240,0,0,0,0,0
40,2008/7/30,10800,100000,72000,0,0,1
40,2008/7/31,0,90000,81800,0,0,1
42,2008/7/1,0,350000,962800,0,3,22
42,2008/7/2,0,350000,422600,0,1,9
42,2008/7/3,0,330000,392100,0,4,13
42,2008/7/4,0,330000,433700,0,0,13
42,2008/7/5,0,350000,506820,0,3,18
42,2008/7/6,0,350000,405300,0,4,87
42,2008/7/7,0,300000,155600,0,0,5
42,2008/7/8,0,300000,68000,0,1,4
42,2008/7/9,0,300000,225300,0,4,9
42,2008/7/10,0,300000,151200,0,1,5
42,2008/7/11,0,300000,246100,0,2,7
42,2008/7/12,0,350000,251100,0,2,7
42,2008/7/13,0,350000,68400,0,0,4
42,2008/7/14,0,250000,275100,0,0,6
42,2008/7/15,0,250000,218700,0,1,5
42,2008/7/16,0,250000,128600,0,0,4
42,2008/7/17,0,250000,173200,0,3,5
42,2008/7/18,0,250000,138700,0,1,4
42,2008/7/19,0,280000,143100,0,0,5
42,2008/7/20,0,280000,299100,0,1,8
42,2008/7/21,0,230000,399400,0,2,9
42,2008/7/22,0,210000,142600,0,0,4
42,2008/7/23,0,230000,132400,0,0,4
42,2008/7/24,0,230000,130000,0,0,5
42,2008/7/25,0,230000,39200,0,1,3
42,2008/7/26,0,250000,499600,0,2,12
42,2008/7/27,0,250000,71000,0,0,2
42,2008/7/28,0,200000,52400,0,0,3
42,2008/7/29,0,200000,118100,0,0,5
42,2008/7/30,0,200000,286500,0,1,5
42,2008/7/31,0,200000,120400,0,0,7
74,2008/7/1,0,200000,140750,0,5,8
74,2008/7/2,0,200000,55700,0,3,5
74,2008/7/3,0,200000,14700,0,1,1
74,2008/7/4,0,200000,15000,0,0,1
74,2008/7/5,0,300000,76000,0,1,15
74,2008/7/6,0,300000,87400,0,3,4
74,2008/7/7,0,200000,15300,0,0,2
74,2008/7/8,0,200000,92400,0,3,5
74,2008/7/9,0,200000,40500,0,0,2
74,2008/7/10,0,200000,26750,0,1,3
74,2008/7/11,0,200000,43600,0,3,3
74,2008/7/12,0,300000,71000,0,1,5
74,2008/7/13,0,300000,31500,0,1,3
74,2008/7/14,0,150000,6500,0,0,1
74,2008/7/15,0,150000,65000,0,1,4
74,2008/7/16,0,150000,20000,0,1,3
74,2008/7/17,0,150000,13350,0,0,2
74,2008/7/18,0,150000,17200,0,0,3
74,2008/7/19,0,200000,132050,0,2,6
74,2008/7/20,0,150000,41350,0,0,2
74,2008/7/21,0,150000,13000,0,1,2
74,2008/7/22,0,150000,26000,0,0,2
74,2008/7/23,0,150000,14500,0,0,1
74,2008/7/24,0,100000,13000,0,0,1
74,2008/7/25,0,100000,9000,0,0,1
74,2008/7/26,0,100000,23000,0,0,2
74,2008/7/27,0,100000,20350,0,1,3
74,2008/7/28,0,300000,56000,0,1,4
74,2008/7/29,0,250000,24500,0,1,3
74,2008/7/30,0,150000,38300,0,0,3
74,2008/7/31,0,150000,53100,0,0,1
71,2008/7/1,0,130000,227330,0,0,32
71,2008/7/2,0,130000,280590,23900,1,39
71,2008/7/3,0,130000,200160,0,1,29
71,2008/7/4,0,130000,172590,0,1,22
71,2008/7/5,0,140000,113920,4760,1,20
71,2008/7/6,0,140000,81985,0,0,11
71,2008/7/7,0,130000,64200,0,1,8
71,2008/7/8,0,130000,72820,14000,0,11
71,2008/7/9,0,130000,82700,0,0,12
71,2008/7/10,0,130000,66360,0,0,15
71,2008/7/11,0,130000,31960,43100,0,9
71,2008/7/12,0,140000,92850,81800,0,15
71,2008/7/13,0,140000,100250,3660,0,21
71,2008/7/14,0,130000,100050,28000,1,12
71,2008/7/15,0,120000,76700,0,0,9
71,2008/7/16,0,120000,55100,17800,0,11
71,2008/7/17,0,120000,137100,37400,0,19
71,2008/7/18,0,130000,483250,0,4,39
71,2008/7/19,0,140000,304800,1300,4,34
71,2008/7/20,0,140000,183400,0,1,23
71,2008/7/21,0,120000,157000,2600,0,23
71,2008/7/22,0,120000,67700,0,0,9
71,2008/7/23,0,120000,67100,0,0,7
71,2008/7/24,0,120000,96500,0,1,13
71,2008/7/25,0,130000,65450,0,1,12
71,2008/7/26,0,140000,60700,0,0,10
71,2008/7/27,0,140000,102700,0,1,9
71,2008/7/28,0,120000,58960,0,0,9
71,2008/7/29,0,120000,110440,0,2,19
71,2008/7/30,0,120000,120750,0,1,12
71,2008/7/31,0,120000,164750,0,0,16
46,2008/7/1,0,200000,304200,25000,1,7
46,2008/7/2,0,200000,295400,0,0,8
46,2008/7/3,0,200000,48000,202000,0,3
46,2008/7/4,0,200000,35700,0,0,4
46,2008/7/5,0,250000,389600,17000,1,8
46,2008/7/6,0,250000,287500,0,2,8
46,2008/7/7,0,150000,76000,0,0,3
46,2008/7/8,0,150000,161800,0,0,6
46,2008/7/9,0,150000,237900,141000,2,5
46,2008/7/10,0,150000,84800,0,0,4
46,2008/7/11,0,150000,152000,0,0,5
46,2008/7/12,0,100000,208500,0,1,7
46,2008/7/13,0,100000,209000,0,0,8
46,2008/7/14,0,100000,60000,0,1,3
46,2008/7/15,0,100000,286000,0,0,5
46,2008/7/16,0,100000,86500,0,1,2
46,2008/7/17,0,100000,101400,86000,0,5
46,2008/7/18,0,2200000,3519200,0,0,112
46,2008/7/19,0,1000000,2171200,0,0,81
46,2008/7/20,0,800000,948900,0,1,38
46,2008/7/21,0,700000,1045900,0,0,31
46,2008/7/22,0,200000,368700,36000,0,10
46,2008/7/23,0,200000,101100,0,0,8
46,2008/7/24,0,200000,86000,112000,0,6
46,2008/7/25,0,200000,27500,0,0,3
46,2008/7/26,0,200000,110000,0,2,5
46,2008/7/27,0,150000,341000,0,0,9
46,2008/7/28,0,150000,57100,0,0,6
46,2008/7/29,0,150000,190700,0,0,6
46,2008/7/30,0,100000,176500,33000,0,7
46,2008/7/31,0,100000,228000,0,0,3
58,2008/7/1,742900,700000,654400,0,2,23
58,2008/7/2,323200,600000,430300,0,1,12
58,2008/7/3,335200,500000,283100,0,0,9
58,2008/7/4,668700,550000,550700,0,1,15
58,2008/7/5,436800,700000,439700,0,1,12
58,2008/7/6,618140,650000,467100,0,1,14
58,2008/7/7,364900,350000,261300,0,0,7
58,2008/7/8,242600,350000,68600,0,0,1
58,2008/7/9,353600,350000,183000,0,1,5
58,2008/7/10,342100,350000,249800,0,0,9
58,2008/7/11,102100,350000,295900,0,1,12
58,2008/7/12,220500,500000,214800,0,0,8
58,2008/7/13,253900,450000,324200,0,1,14
58,2008/7/14,581600,350000,140000,0,0,5
58,2008/7/15,281200,350000,176500,0,1,5
58,2008/7/16,460800,350000,305200,0,0,11
58,2008/7/17,280100,350000,171100,0,0,7
58,2008/7/18,254500,350000,176500,0,0,8
58,2008/7/19,420200,500000,72600,0,0,4
58,2008/7/20,474000,450000,446800,0,0,14
58,2008/7/21,395300,450000,295000,0,0,10
58,2008/7/22,302000,350000,172800,0,1,4
58,2008/7/23,300000,350000,48200,0,1,3
58,2008/7/24,224500,350000,121900,0,0,4
58,2008/7/25,421200,350000,144200,0,0,2
58,2008/7/26,247000,450000,180100,0,0,8
58,2008/7/27,375200,400000,335000,0,0,6
58,2008/7/28,345300,300000,35600,0,0,3
58,2008/7/29,462400,300000,227000,0,0,6
58,2008/7/30,1013700,300000,38200,0,0,2
58,2008/7/31,525200,300000,173600,0,1,3
75,2008/7/1,406700,450000,465700,29190,6,13
75,2008/7/2,455100,500000,858670,0,3,38
75,2008/7/3,421200,450000,672750,123300,6,24
75,2008/7/4,382300,450000,446200,18000,6,24
75,2008/7/5,247700,450000,741200,0,9,32
75,2008/7/6,228200,300000,704300,26000,8,31
75,2008/7/7,344100,250000,411700,32200,4,22
75,2008/7/8,121500,280000,326800,0,5,22
75,2008/7/9,290900,280000,381100,0,4,21
75,2008/7/10,172400,280000,151100,0,1,12
75,2008/7/11,274700,280000,429100,0,5,22
75,2008/7/12,94800,200000,340500,0,3,28
75,2008/7/13,185500,200000,203200,0,2,16
75,2008/7/14,60300,200000,237600,0,2,15
75,2008/7/15,182100,230000,230400,0,4,19
75,2008/7/16,154100,230000,354800,11000,4,22
75,2008/7/17,140100,230000,685800,38600,2,20
75,2008/7/18,219500,280000,804800,49000,5,42
75,2008/7/19,207600,310000,518400,19600,1,34
75,2008/7/20,114900,300000,376500,0,0,31
75,2008/7/21,202700,250000,357800,0,2,37
75,2008/7/22,86200,230000,259700,0,0,18
75,2008/7/23,189400,230000,315000,67000,7,20
75,2008/7/24,136800,230000,216200,26400,2,12
75,2008/7/25,188900,230000,203500,32200,0,20
75,2008/7/26,224300,300000,250300,0,4,20
75,2008/7/27,224200,280000,331100,49000,2,21
75,2008/7/28,145400,250000,369900,69000,3,25
75,2008/7/29,198000,250000,312200,0,2,18
75,2008/7/30,188400,250000,189500,54500,2,14
75,2008/7/31,245200,250000,469100,0,1,6
76,2008/7/1,774680,500000,576900,10000,8,22
76,2008/7/2,2390360,2500000,2395000,0,21,87
76,2008/7/3,1165500,1800000,1872500,32000,16,38
76,2008/7/4,1511910,1400000,1508400,4900,10,48
76,2008/7/5,1744760,1700000,1414600,0,11,60
76,2008/7/6,1098750,1200000,1082500,100000,1,46
76,2008/7/7,821750,550000,941260,30000,4,29
76,2008/7/8,464560,550000,780100,0,5,28
76,2008/7/9,959630,550000,739300,0,5,26
76,2008/7/10,608140,600000,509300,0,3,24
76,2008/7/11,721300,700000,942070,0,5,35
76,2008/7/12,513920,1100000,763500,0,4,23
76,2008/7/13,727100,1100000,615650,0,5,22
76,2008/7/14,745350,400000,556800,0,5,18
76,2008/7/15,422740,400000,569900,84000,3,22
76,2008/7/16,506780,400000,600500,0,0,23
76,2008/7/17,839680,400000,663960,0,6,17
76,2008/7/18,321870,450000,502950,52700,6,18
76,2008/7/19,888900,500000,667160,0,3,24
76,2008/7/20,474900,500000,564850,0,3,21
76,2008/7/21,438550,400000,332100,39000,3,15
76,2008/7/22,503900,300000,392900,0,2,17
76,2008/7/23,884900,300000,338250,32000,4,16
76,2008/7/24,603030,300000,384250,12000,14,17
76,2008/7/25,638820,300000,297800,0,0,9
76,2008/7/26,2648700,6000000,5588000,0,9,82
76,2008/7/27,1001040,650000,945500,18000,8,20
76,2008/7/28,1385700,650000,891500,56000,1,23
76,2008/7/29,1023920,600000,392150,32000,2,12
76,2008/7/30,594050,600000,573600,0,3,15
76,2008/7/31,502200,600000,385600,79000,0,13
72,2008/7/1,118100,100000,119600,0,2,11
72,2008/7/2,13900,100000,71800,0,3,9
72,2008/7/3,51600,80000,150700,34500,1,8
72,2008/7/4,41300,80000,168400,0,0,8
72,2008/7/5,157700,100000,225700,0,1,7
72,2008/7/6,46200,100000,84000,0,0,5
72,2008/7/7,50800,80000,30500,0,0,3
72,2008/7/8,74900,80000,49500,0,0,3
72,2008/7/9,95600,80000,15200,0,0,2
72,2008/7/10,61500,80000,83300,0,0,5
72,2008/7/11,95900,80000,81900,0,1,4
72,2008/7/12,117800,80000,81600,0,1,7
72,2008/7/13,22000,80000,75100,0,0,11
72,2008/7/14,110400,60000,68800,0,1,5
72,2008/7/15,56900,60000,58900,0,0,3
72,2008/7/16,117100,80000,90500,0,0,3
72,2008/7/17,84600,80000,68400,0,0,4
72,2008/7/18,39000,80000,44000,0,1,3
72,2008/7/19,106600,80000,32200,0,0,2
72,2008/7/20,18200,80000,64300,0,0,4
72,2008/7/21,26900,80000,70000,5000,1,3
72,2008/7/22,61000,80000,23700,0,1,3
72,2008/7/23,89000,80000,37500,0,1,1
72,2008/7/24,73900,80000,65000,0,1,2
72,2008/7/25,13900,80000,14000,0,0,1
72,2008/7/26,13200,80000,74500,0,0,4
72,2008/7/27,54500,80000,130500,0,2,5
72,2008/7/28,38000,60000,21000,0,0,2
72,2008/7/29,94500,80000,19000,0,0,1
72,2008/7/30,44700,80000,22500,0,0,3
72,2008/7/31,96500,80000,41500,0,0,2
78,2008/7/1,1685.85,1600,1450,0,0,2
78,2008/7/2,2461.85,1800,1533.75,0,0,8
78,2008/7/3,1456,2000,1059.5,0,0,5
78,2008/7/4,0,0,0,0,0,0
78,2008/7/5,1304,2000,1100.5,0,0,8
78,2008/7/6,2009,1800,933,0,0,5
78,2008/7/7,1228.5,1200,961,0,0,4
78,2008/7/8,1345.31,1400,644,0,0,4
78,2008/7/9,179,1600,1490,0,0,7
78,2008/7/10,639,1700,2776.9,0,0,5
78,2008/7/11,0,1800,1232.5,0,0,7
78,2008/7/12,1189.5,2200,1451.6,0,0,6
78,2008/7/13,1518.99,2000,2024,0,0,7
78,2008/7/14,4287.5,1500,2503.8,0,0,6
78,2008/7/15,962.6,1700,611.1,0,0,4
78,2008/7/16,3080.5,1900,1494.7,0,0,6
78,2008/7/17,1826,2000,48.3,0,0,1
78,2008/7/18,1034.5,2200,1518.2,0,0,7
78,2008/7/19,1383.5,2500,2830.25,0,0,9
78,2008/7/20,3577,2000,1289.3,0,0,5
78,2008/7/21,4474,1500,1838.45,0,0,6
78,2008/7/22,730.75,1600,1448.6,0,0,7
78,2008/7/23,290,1700,3759.8,0,0,5
78,2008/7/24,604.55,1800,647.8,0,0,4
78,2008/7/25,2414.5,2000,431.3,0,0,3
78,2008/7/26,2642.2,2600,2514.35,0,0,9
78,2008/7/27,1250.5,2000,788.7,0,0,5
78,2008/7/28,1649.5,1500,545,0,0,4
78,2008/7/29,1802,1700,502.15,0,0,2
78,2008/7/30,3146.5,1800,2152,0,0,4
78,2008/7/31,799,1900,2344.6,0,0,8
79,2008/7/1,11840,3000,5145,0,1,6
79,2008/7/2,14896,2000,1755,0,0,3
79,2008/7/3,13450,4000,8430,0,0,0
79,2008/7/4,14815,5000,1765,0,0,6
79,2008/7/5,1390,7000,3255,0,0,7
79,2008/7/6,14360,6000,5660,0,0,7
79,2008/7/7,9552,2000,1910,0,0,4
79,2008/7/8,9858,3000,2863,0,0,11
79,2008/7/9,10173,3000,1434,0,0,3
79,2008/7/10,8620,4000,8854,0,0,9
79,2008/7/11,6650,5000,3465,0,0,5
79,2008/7/12,9780,7000,3295,0,0,9
79,2008/7/13,10255,6000,1309,0,0,5
79,2008/7/14,8880,2000,591,0,0,4
79,2008/7/15,10695,3000,2221,0,0,7
79,2008/7/16,14782,3000,2957,0,0,10
79,2008/7/17,12975,4000,3703,0,0,10
79,2008/7/18,3065,5000,1104,0,0,5
79,2008/7/19,6155,6000,12584,0,0,33
79,2008/7/20,15557,7000,6138,0,0,17
79,2008/7/21,10615,2000,1277,0,0,9
79,2008/7/22,15838,3000,6684,0,0,9
79,2008/7/23,10724,4000,172,0,0,1
79,2008/7/24,2930,5000,2812,0,0,9
79,2008/7/25,14946,6000,1446,0,0,9
79,2008/7/26,14636,7000,3561,0,0,13
79,2008/7/27,8677,5000,340,0,0,1
79,2008/7/28,3747,2000,1800,0,0,8
79,2008/7/29,13395,2000,2795,0,0,6
79,2008/7/30,4596,3000,1925,0,0,2
79,2008/7/31,12439,4000,6856,0,0,13
80,2008/7/1,0,962,1120.4,0,0,9
80,2008/7/2,665.55,962,617.89,0,0,5
80,2008/7/3,810.2,962,1587.79,0,0,8
80,2008/7/4,602.01,962,183.15,0,0,1
