ID,日付,昨年実績,日割予算
40,2008-08-27,6000,180000
40,2008-08-28,0,220000
40,2008-08-29,45800,210000
40,2008-08-30,8000,170000
40,2008-08-31,65000,150000
42,2008-08-01,,170000
42,2008-08-02,,200000
42,2008-08-03,,200000
42,2008-08-04,,160000
42,2008-08-05,,170000
42,2008-08-06,,170000
42,2008-08-07,,170000
42,2008-08-08,,200000
42,2008-08-09,,250000
42,2008-08-10,,250000
42,2008-08-11,,200000
42,2008-08-12,,200000
42,2008-08-13,,200000
42,2008-08-14,,200000
42,2008-08-15,,200000
42,2008-08-16,,250000
42,2008-08-17,,250000
42,2008-08-18,,200000
42,2008-08-19,,200000
42,2008-08-20,,250000
42,2008-08-21,,250000
42,2008-08-22,,250000
42,2008-08-23,,280000
42,2008-08-24,,280000
42,2008-08-25,,250000
42,2008-08-26,,250000
42,2008-08-27,,250000
42,2008-08-28,,250000
42,2008-08-29,,250000
42,2008-08-30,,300000
42,2008-08-31,,300000
74,2008-08-01,,80000
74,2008-08-02,,100000
74,2008-08-03,,100000
74,2008-08-04,,80000
74,2008-08-05,,80000
74,2008-08-06,,80000
74,2008-08-07,,80000
74,2008-08-08,,80000
74,2008-08-09,,150000
74,2008-08-10,,150000
74,2008-08-11,,100000
74,2008-08-12,,100000
74,2008-08-13,,100000
74,2008-08-14,,100000
74,2008-08-15,,100000
74,2008-08-16,,150000
74,2008-08-17,,150000
74,2008-08-18,,100000
74,2008-08-19,,100000
74,2008-08-20,,100000
74,2008-08-21,,100000
74,2008-08-22,,100000
74,2008-08-23,,220000
74,2008-08-24,,250000
74,2008-08-25,,150000
74,2008-08-26,,150000
74,2008-08-27,,150000
74,2008-08-28,,150000
74,2008-08-29,,150000
74,2008-08-30,,250000
74,2008-08-31,,250000
71,2008-08-01,,150000
71,2008-08-02,,150000
71,2008-08-03,,140000
71,2008-08-04,,130000
71,2008-08-05,,130000
71,2008-08-06,,130000
71,2008-08-07,,130000
71,2008-08-08,,130000
71,2008-08-09,,140000
71,2008-08-10,,130000
71,2008-08-11,,120000
71,2008-08-12,,120000
71,2008-08-13,,120000
71,2008-08-14,,120000
71,2008-08-15,,150000
71,2008-08-16,,150000
71,2008-08-17,,140000
71,2008-08-18,,120000,,
71,2008-08-19,,120000,,
71,2008-08-20,,120000,,
71,2008-08-21,,120000,,
71,2008-08-22,,120000,,
71,2008-08-23,,130000,,
71,2008-08-24,,120000,,
71,2008-08-25,,130000,,
71,2008-08-26,,130000,,
71,2008-08-27,,120000,,
71,2008-08-28,,120000,,
71,2008-08-29,,120000,,
71,2008-08-30,,130000,,
71,2008-08-31,,120000,,
38,2008-08-01,,0,,
38,2008-08-02,,0,,
38,2008-08-03,,0,,
38,2008-08-04,,0,,
38,2008-08-05,,0,,
38,2008-08-06,,550000,,
38,2008-08-07,,550000,,
38,2008-08-08,,600000,,
38,2008-08-09,,800000,,
38,2008-08-10,,700000,,
38,2008-08-11,,400000,,
38,2008-08-12,,400000,,
38,2008-08-13,,0,,
38,2008-08-14,,0,,
38,2008-08-15,,0,,
38,2008-08-16,,0,,
38,2008-08-17,,0,,
38,2008-08-18,,0,,
38,2008-08-19,,0
38,2008-08-20,,0
38,2008-08-21,,0
38,2008-08-22,,0
38,2008-08-23,,0
38,2008-08-24,,0
38,2008-08-25,,0
38,2008-08-26,,0
38,2008-08-27,,0
38,2008-08-28,,0
38,2008-08-29,,0
38,2008-08-30,,0
38,2008-08-31,,0
46,2008-08-01,,350000
46,2008-08-02,,450000
46,2008-08-03,,400000
46,2008-08-04,,350000
46,2008-08-05,,350000
46,2008-08-06,,300000
46,2008-08-07,,300000
46,2008-08-08,,300000
46,2008-08-09,,450000
46,2008-08-10,,400000
46,2008-08-11,,300000
46,2008-08-12,,300000
46,2008-08-13,,300000
46,2008-08-14,,300000
46,2008-08-15,,300000
46,2008-08-16,,550000
46,2008-08-17,,500000
46,2008-08-18,,300000
46,2008-08-19,,300000
46,2008-08-20,,300000
46,2008-08-21,,300000
46,2008-08-22,,300000
46,2008-08-23,,450000
46,2008-08-24,,400000
46,2008-08-25,,250000
46,2008-08-26,,250000
46,2008-08-27,,250000
46,2008-08-28,,250000
46,2008-08-29,1545800,450000
46,2008-08-30,460200,250000
46,2008-08-31,311800,250000
58,2008-08-01,446200,450000
58,2008-08-02,412900,550000
58,2008-08-03,432500,500000
58,2008-08-04,257900,400000
58,2008-08-05,432800,400000
58,2008-08-06,60100,400000
58,2008-08-07,468950,400000
58,2008-08-08,170700,450000
58,2008-08-09,520600,550000
58,2008-08-10,501700,500000
58,2008-08-11,395800,450000
58,2008-08-12,614300,450000
58,2008-08-13,597700,450000
58,2008-08-14,504900,450000
58,2008-08-15,756700,500000
58,2008-08-16,349000,550000
58,2008-08-17,512600,500000
58,2008-08-18,326300,400000
58,2008-08-19,230700,400000
58,2008-08-20,212000,400000
58,2008-08-21,644200,400000
58,2008-08-22,773000,550000
58,2008-08-23,413000,600000
58,2008-08-24,619000,550000
58,2008-08-25,186000,350000
58,2008-08-26,295000,350000
58,2008-08-27,265000,350000
58,2008-08-28,472000,350000
58,2008-08-29,482600,400000
58,2008-08-30,445400,500000
58,2008-08-31,344400,450000
75,2008-08-01,117900,250000
75,2008-08-02,247650,300000
75,2008-08-03,174400,200000
75,2008-08-04,78100,150000
75,2008-08-05,165300,150000
75,2008-08-06,107400,150000
75,2008-08-07,146900,150000
75,2008-08-08,232900,200000
75,2008-08-09,65000,250000
75,2008-08-10,81100,200000
75,2008-08-11,110100,150000
75,2008-08-12,105600,180000
75,2008-08-13,100500,180000
75,2008-08-14,267900,180000
75,2008-08-15,219100,200000
75,2008-08-16,182000,250000
75,2008-08-17,113900,200000
75,2008-08-18,42600,200000
75,2008-08-19,115000,230000
75,2008-08-20,130800,230000
75,2008-08-21,211800,230000
75,2008-08-22,250200,250000
75,2008-08-23,348400,300000
75,2008-08-24,269700,200000
75,2008-08-25,144200,200000
75,2008-08-26,141100,230000
75,2008-08-27,280700,230000
75,2008-08-28,124900,230000
75,2008-08-29,103000,280000
75,2008-08-30,232500,300000
75,2008-08-31,103200,250000
76,2008-08-01,627300,650000
76,2008-08-02,886800,1000000
76,2008-08-03,738320,900000
76,2008-08-04,782400,600000
76,2008-08-05,601400,700000
76,2008-08-06,459340,700000
76,2008-08-07,351300,700000
76,2008-08-08,576800,700000
76,2008-08-09,709840,900000
76,2008-08-10,555500,900000
76,2008-08-11,732440,550000
76,2008-08-12,585940,650000
76,2008-08-13,647400,650000
76,2008-08-14,819000,650000
76,2008-08-15,559000,650000
76,2008-08-16,912280,850000
76,2008-08-17,558400,850000
76,2008-08-18,777200,650000
76,2008-08-19,531700,750000
76,2008-08-20,598080,750000
76,2008-08-21,434000,750000
76,2008-08-22,472000,750000
76,2008-08-23,733300,900000
76,2008-08-24,1153100,900000
76,2008-08-25,363000,700000
76,2008-08-26,773400,800000
76,2008-08-27,582600,800000
76,2008-08-28,485940,800000
76,2008-08-29,850600,850000
76,2008-08-30,584840,1000000
76,2008-08-31,675500,1000000
72,2008-08-01,93500,80000
72,2008-08-02,19500,100000
72,2008-08-03,24900,100000
72,2008-08-04,13500,80000
72,2008-08-05,64200,80000
72,2008-08-06,42700,80000
72,2008-08-07,104500,80000
72,2008-08-08,39000,80000
72,2008-08-09,94200,100000
72,2008-08-10,75600,100000
72,2008-08-11,27900,80000
72,2008-08-12,79000,80000
72,2008-08-13,104000,80000
72,2008-08-14,16800,80000
72,2008-08-15,23500,130000
72,2008-08-16,37800,250000
72,2008-08-17,57900,250000
72,2008-08-18,345000,120000
72,2008-08-19,28000,120000
72,2008-08-20,167000,120000
72,2008-08-21,17000,120000
72,2008-08-22,92000,150000
72,2008-08-23,24000,150000
72,2008-08-24,22400,150000
72,2008-08-25,120800,100000
72,2008-08-26,253000,100000
72,2008-08-27,51000,100000
72,2008-08-28,50200,100000
72,2008-08-29,69238,100000
72,2008-08-30,17362,120000
72,2008-08-31,12300,120000
78,2008-08-01,2244.4,2200
78,2008-08-02,2295.1,3000
78,2008-08-03,632.3,2600
78,2008-08-04,3238.1,2200
78,2008-08-05,1960.65,2400
78,2008-08-06,725.5,2600
78,2008-08-07,261.4,2800
78,2008-08-08,2554.2,3200
78,2008-08-09,548,3500
78,2008-08-10,428.5,3000
78,2008-08-11,5141.5,2000
78,2008-08-12,1454.24,2200
78,2008-08-13,2604,2400
78,2008-08-14,2291,2600
78,2008-08-15,1254.49,2800
78,2008-08-16,4112.08,3000
78,2008-08-17,749.49,2700
78,2008-08-18,3443.75,1600
78,2008-08-19,1142.83,1800
78,2008-08-20,114,2000
78,2008-08-21,778.01,2500
78,2008-08-22,1331.5,2800
78,2008-08-23,618.76,3000
78,2008-08-24,3039.95,2500
78,2008-08-25,1724.25,1600
78,2008-08-26,1405.5,1700
78,2008-08-27,1410.3,1900
78,2008-08-28,2081.25,2200
78,2008-08-29,1095.41,2500
78,2008-08-30,392.01,2800
78,2008-08-31,1328.5,2400
79,2008-08-01,12281,4000
79,2008-08-02,7882,5000
79,2008-08-03,15191,6000
79,2008-08-04,5562,3000
79,2008-08-05,13245,3000
79,2008-08-06,7080,4000
79,2008-08-07,3907,5000
79,2008-08-08,10170,6000
79,2008-08-09,7258,8000
79,2008-08-10,2201,5000
79,2008-08-11,24938.5,3000
79,2008-08-12,17076,3000
79,2008-08-13,9138,4000
79,2008-08-14,4888,5000
79,2008-08-15,11303,6000
79,2008-08-16,12418,7000
79,2008-08-17,12779,8000
79,2008-08-18,27771,3000
79,2008-08-19,23515,3000
79,2008-08-20,542,4000
79,2008-08-21,10969,5000
79,2008-08-22,10914,6000
79,2008-08-23,14549,7000
79,2008-08-24,16071,4000
79,2008-08-25,10076,3000
79,2008-08-26,14922,3000
79,2008-08-27,13879,4000
79,2008-08-28,6701,5000
79,2008-08-29,8808,5000
79,2008-08-30,17966,6000
79,2008-08-31,0,7000
80,2008-08-01,0,1110
80,2008-08-02,0,1110
80,2008-08-03,0,0
80,2008-08-04,0,1110
80,2008-08-05,0,1110
80,2008-08-06,0,0
80,2008-08-07,0,0
80,2008-08-08,0,0
80,2008-08-09,0,0
80,2008-08-10,0,0
80,2008-08-11,0,0
80,2008-08-12,0,0
80,2008-08-13,0,0
80,2008-08-14,0,0
80,2008-08-15,0,0
80,2008-08-16,0,0
80,2008-08-17,0,0
80,2008-08-18,0,0
80,2008-08-19,0,0
80,2008-08-20,0,0
80,2008-08-21,0,0
80,2008-08-22,0,0
80,2008-08-23,309.36,0
80,2008-08-24,192.31,0
80,2008-08-25,1563.54,0
80,2008-08-26,0,1110
80,2008-08-27,83.61,1110
80,2008-08-28,501.67,1110
80,2008-08-29,158.86,1110
80,2008-08-30,627.93,1120
80,2008-08-31,505.85,0
77,2008-08-01,0,250000
77,2008-08-02,0,350000
77,2008-08-03,0,400000
77,2008-08-04,0,300000
77,2008-08-05,0,300000
77,2008-08-06,0,350000
77,2008-08-07,0,250000
77,2008-08-08,0,350000
77,2008-08-09,0,450000
77,2008-08-10,0,500000
77,2008-08-11,0,300000
77,2008-08-12,0,300000
77,2008-08-13,0,350000
77,2008-08-14,0,250000
77,2008-08-15,0,350000
77,2008-08-16,0,450000
77,2008-08-17,0,500000
77,2008-08-18,0,300000
77,2008-08-19,0,0
77,2008-08-20,0,0
77,2008-08-21,0,250000
77,2008-08-22,0,350000
77,2008-08-23,0,450000
77,2008-08-24,0,500000
77,2008-08-25,0,400000
77,2008-08-26,0,400000
77,2008-08-27,0,450000
77,2008-08-28,0,350000
77,2008-08-29,0,450000
77,2008-08-30,0,550000
77,2008-08-31,0,550000
