,日付,昨年実績,予算,売上実績,取置計,新規獲得顧客,客数
12,2008-2-1,100,200,200,000,251,900,0,0,13
12,2008-2-2,342,800,300,000,325,600,0,0,26
12,2008-2-3,268,900,300,000,166,900,0,0,14
12,2008-2-4,257,200,200,000,159,400,0,0,11
12,2008-2-5,152,300,200,000,109,700,0,0,9
12,2008-2-6,200,600,200,000,206,100,0,0,15
12,2008-2-7,119,800,200,000,200,200,0,0,14
12,2008-2-8,142,900,200,000,156,800,0,0,11
12,2008-2-9,291,100,300,000,114,300,0,0,9
12,2008-2-10,251,300,300,000,152,100,0,0,17
12,2008-2-11,295,300,300,000,159,200,0,0,16
12,2008-2-12,129,200,200,000,169,300,0,0,13
12,2008-2-13,152,200,200,000,109,800,0,0,8
12,2008-2-14,164,700,200,000,133,800,0,0,11
12,2008-2-15,104,400,150,000,121,300,0,1,8
12,2008-2-16,267,100,300,000,212,900,0,0,13
12,2008-2-17,432,100,300,000,164,800,0,1,12
12,2008-2-18,174,700,150,000,81,800,0,0,6
12,2008-2-19,0,0,0,0,0,0
12,2008-2-20,144,100,150,000,115,600,0,2,12
12,2008-2-21,227,200,150,000,142,900,0,0,10
12,2008-2-22,226,500,150,000,227,200,0,0,8
12,2008-2-23,237,000,300,000,201,300,0,0,14
12,2008-2-24,471,500,300,000,259,400,0,0,13
12,2008-2-25,172,400,150,000,150,400,0,0,5
12,2008-2-26,236,600,150,000,171,500,0,0,6
12,2008-2-27,221,800,150,000,168,000,16,800,0,10
12,2008-2-28,152,900,150,000,93,100,0,0,5
12,2008-2-29,0,150,000,150,100,0,0,9
23,2008-2-1,0,120,000,137,500,0,2,6
23,2008-2-2,0,220,000,33,440,18,000,1,3
23,2008-2-3,0,230,000,35,000,0,0,2
23,2008-2-4,0,150,000,51,040,0,0,4
23,2008-2-5,0,150,000,82,810,0,0,4
23,2008-2-6,0,120,000,12,160,0,0,3
23,2008-2-7,0,120,000,74,000,0,1,2
23,2008-2-8,0,120,000,14,800,0,2,2
23,2008-2-9,0,400,000,102,720,0,0,3
23,2008-2-10,0,300,000,256,960,0,3,6
23,2008-2-11,0,250,000,128,800,0,1,4
23,2008-2-12,0,150,000,75,200,0,1,5
23,2008-2-13,0,120,000,168,400,0,1,4
23,2008-2-14,0,120,000,98,800,59,000,0,3
23,2008-2-15,0,150,000,179,000,0,0,5
