ID,日付,昨年実績,日割予算,売上実績,取置計,顧客計,客数計
12,2007-11-01,155500,250000,145800,0,0,8
12,2007-11-02,485800,250000,156900,0,0,10
12,2007-11-03,354800,400000,293300,0,0,15
12,2007-11-04,366100,400000,508700,0,0,21
12,2007-11-05,253800,250000,31800,0,0,3
12,2007-11-06,243700,250000,164400,0,0,5
12,2007-11-07,152800,250000,164500,0,0,8
12,2007-11-08,325100,250000,162500,0,0,9
12,2007-11-09,234600,250000,347500,0,0,18
12,2007-11-10,421500,400000,274200,0,0,15
12,2007-11-11,461100,400000,513400,0,0,21
12,2007-11-12,308200,250000,206200,0,0,9
12,2007-11-13,206600,250000,67500,0,0,5
12,2007-11-14,138600,200000,182100,0,0,8
12,2007-11-15,247800,200000,248900,0,1,15
12,2007-11-16,131200,200000,397100,0,0,16
12,2007-11-17,630600,350000,419300,0,0,15
12,2007-11-18,245800,350000,302700,0,0,15
12,2007-11-19,167300,200000,160600,0,0,7
12,2007-11-20,178400,200000,191100,0,0,9
12,2007-11-21,267000,200000,228100,0,0,9
12,2007-11-22,624700,200000,307100,0,1,15
12,2007-11-23,248200,350000,313200,0,2,16
12,2007-11-24,505200,350000,344200,0,0,14
12,2007-11-25,570500,350000,457500,0,1,21
12,2007-11-26,193500,200000,82600,0,0,6
12,2007-11-27,250600,200000,217300,0,0,11
12,2007-11-28,185500,200000,186800,0,0,7
12,2007-11-29,292500,200000,101800,0,0,5
12,2007-11-30,154600,200000,170900,0,0,11
23,2007-11-01,0,150000,21000,8800,0,2
23,2007-11-02,0,160000,132800,24000,0,3
23,2007-11-03,0,220000,169800,0,2,4
23,2007-11-04,0,230000,83800,0,1,2
23,2007-11-05,0,160000,30000,0,0,3
23,2007-11-06,0,160000,63800,0,2,3
23,2007-11-07,0,130000,22800,0,0,3
23,2007-11-08,0,130000,81600,0,1,2
23,2007-11-09,0,160000,190800,0,1,3
23,2007-11-10,0,250000,157800,150800,2,4
23,2007-11-11,0,300000,268720,0,3,9
23,2007-11-12,0,170000,185000,28000,2,6
23,2007-11-13,0,170000,205000,48000,4,6
23,2007-11-14,0,140000,140500,0,0,3
23,2007-11-15,0,140000,194000,70000,2,4
23,2007-11-16,0,170000,39000,0,1,2
23,2007-11-17,0,220000,290000,0,1,4
23,2007-11-18,0,230000,362100,0,2,6
23,2007-11-19,0,140000,91000,65000,0,2
23,2007-11-20,0,140000,89000,47800,1,2
23,2007-11-21,0,120000,56800,0,2,4
23,2007-11-22,0,120000,36000,22000,0,3
23,2007-11-23,0,150000,155400,0,0,6
23,2007-11-24,0,250000,171800,165800,0,6
23,2007-11-25,0,500000,165000,0,0,3
23,2007-11-26,0,170000,104800,1044800,0,2
23,2007-11-27,0,170000,44000,0,0,3
23,2007-11-28,0,150000,10000,136000,0,1
23,2007-11-29,0,150000,70800,0,3,3
23,2007-11-30,0,150000,6080,0,0,1
14,2007-11-01,201500,250000,225300,0,1,15
14,2007-11-02,165300,250000,99100,0,0,10
14,2007-11-03,464900,400000,311200,5500,2,22
14,2007-11-04,306900,350000,260100,0,0,23
14,2007-11-05,254600,250000,258500,0,2,14
14,2007-11-06,229800,250000,207400,0,0,14
14,2007-11-07,250900,250000,102000,0,1,10
14,2007-11-08,130300,250000,333800,0,0,22
14,2007-11-09,154000,250000,319200,27200,2,18
14,2007-11-10,203200,350000,309600,0,1,21
14,2007-11-11,311900,350000,250100,36300,1,19
14,2007-11-12,193300,200000,280400,0,3,18
14,2007-11-13,205100,200000,239300,0,3,15
14,2007-11-14,342000,200000,255700,0,4,16
14,2007-11-15,151500,200000,221500,4300,3,12
14,2007-11-16,252100,200000,180000,0,0,16
14,2007-11-17,350900,300000,248500,0,0,23
14,2007-11-18,326100,300000,243800,0,3,18
14,2007-11-19,324700,200000,317000,0,0,16
14,2007-11-20,294400,200000,119900,0,1,11
14,2007-11-21,171800,200000,129300,0,0,11
14,2007-11-22,196100,200000,289100,0,1,14
14,2007-11-23,279800,400000,345400,54300,3,21
14,2007-11-24,321000,400000,400000,0,2,31
14,2007-11-25,284400,350000,300400,0,1,22
14,2007-11-26,234600,250000,174900,12800,2,16
14,2007-11-27,275900,250000,181700,22300,2,15
14,2007-11-28,261800,250000,182600,30000,0,12
14,2007-11-29,314100,250000,135400,0,1,10
14,2007-11-30,204900,250000,346700,0,0,16
15,2007-11-01,348700,400000,209900,0,0,14
15,2007-11-02,614000,400000,286600,45000,0,21
15,2007-11-03,791100,700000,548100,0,2,30
15,2007-11-04,594200,650000,357000,16300,0,19
15,2007-11-05,296100,350000,339500,0,1,19
15,2007-11-06,390400,350000,265000,0,0,17
15,2007-11-07,485400,350000,352200,0,0,15
15,2007-11-08,317100,350000,172900,0,0,14
15,2007-11-09,289900,350000,382800,18300,0,22
15,2007-11-10,600200,650000,667700,0,4,32
15,2007-11-11,576400,600000,458300,18800,0,30
15,2007-11-12,266100,350000,265200,0,0,14
15,2007-11-13,343600,350000,245100,0,1,11
15,2007-11-14,327400,350000,360700,22700,2,19
15,2007-11-15,313000,350000,317400,0,1,18
15,2007-11-16,371300,350000,279800,45000,1,16
15,2007-11-17,980600,750000,418300,0,1,24
15,2007-11-18,642800,750000,495500,52800,3,22
