id,日付,昨年実績,日割予算,売上実績,取置計,新規獲得顧客,客数
36,2008-03-17,526100,500000,139100,147000,0,9
36,2008-03-18,174600,450000,227100,342000,0,14
36,2008-03-19,293000,450000,270500,176000,3,8
36,2008-03-20,557000,600000,752000,0,0,15
36,2008-03-21,191100,450000,164000,275000,0,7
36,2008-03-22,290000,550000,269100,0,0,14
36,2008-03-23,322200,550000,528000,0,1,7
36,2008-03-24,785200,450000,293600,32800,0,8
36,2008-03-25,328100,500000,213500,45000,0,10
36,2008-03-26,626900,500000,161500,308000,0,9
36,2008-03-27,569700,450000,316800,0,0,9
36,2008-03-28,538500,450000,156600,221000,0,10
36,2008-03-29,240400,550000,270800,554000,1,9
36,2008-03-30,700500,550000,773200,69000,1,19
36,2008-03-31,614500,450000,325300,136000,0,11
41,2008-03-01,665000,650000,543000,0,1,17
41,2008-03-02,465000,600000,261700,0,0,10
41,2008-03-03,221200,400000,318000,263000,0,8
41,2008-03-04,206000,400000,161500,14000,0,7
41,2008-03-05,724000,400000,197000,0,0,3
41,2008-03-06,460000,400000,431400,0,1,8
41,2008-03-07,450200,400000,333000,0,0,11
41,2008-03-08,540000,600000,642000,0,3,12
41,2008-03-09,921000,550000,364000,0,1,9
41,2008-03-10,222500,400000,325000,0,2,5
41,2008-03-11,373000,400000,328000,0,0,11
41,2008-03-12,401300,400000,281400,0,1,11
41,2008-03-13,512000,400000,733000,0,0,11
41,2008-03-14,566900,400000,339000,0,0,14
41,2008-03-15,694700,600000,545600,0,0,17
41,2008-03-16,320400,550000,318000,0,2,10
41,2008-03-17,412700,350000,145000,373000,0,5
41,2008-03-18,500000,350000,227200,0,1,8
41,2008-03-19,501000,400000,512000,433000,0,12
41,2008-03-20,381000,500000,770000,0,1,9
41,2008-03-21,447000,400000,695700,182000,0,5
41,2008-03-22,1219500,600000,551000,0,0,17
41,2008-03-23,361000,500000,558000,0,1,13
41,2008-03-24,576600,350000,235200,0,0,13
41,2008-03-25,673000,400000,271100,57000,0,6
41,2008-03-26,500000,400000,197000,0,1,8
41,2008-03-27,225000,400000,318000,0,0,10
41,2008-03-28,398900,400000,301000,0,1,11
41,2008-03-29,509000,550000,300400,0,1,16
41,2008-03-30,436000,500000,436000,0,1,11
41,2008-03-31,383400,350000,280000,0,0,8
39,2008-03-01,473000,300000,132000,0,1,6
39,2008-03-02,407500,300000,446800,0,2,10
39,2008-03-03,167000,200000,257000,29000,0,6
39,2008-03-04,165900,200000,40500,0,1,1
39,2008-03-05,189400,200000,258000,0,4,8
39,2008-03-06,121700,200000,65600,84000,0,2
39,2008-03-07,207000,200000,135000,0,0,5
39,2008-03-08,225500,350000,66000,0,0,1
39,2008-03-09,223000,350000,325500,16000,3,8
39,2008-03-10,104000,200000,338000,0,3,8
39,2008-03-11,372000,200000,243000,0,0,5
39,2008-03-12,89000,200000,151000,0,3,5
39,2008-03-13,77400,200000,86000,0,0,3
39,2008-03-14,261000,200000,150500,0,0,8
39,2008-03-15,0,350000,356500,0,1,11
39,2008-03-16,0,350000,435000,0,4,9
39,2008-03-17,0,180000,247300,80000,1,6
39,2008-03-18,0,180000,69000,0,0,5
39,2008-03-19,0,180000,235000,81000,2,4
39,2008-03-20,777100,300000,59000,0,0,4
39,2008-03-21,219600,180000,146000,64000,1,5
39,2008-03-22,108400,300000,247000,200000,1,8
39,2008-03-23,339000,280000,264000,0,2,6
39,2008-03-24,275200,150000,130500,147000,1,3
39,2008-03-25,145600,150000,302000,19000,0,3
39,2008-03-26,95000,150000,145800,0,0,4
39,2008-03-27,206000,150000,197000,0,0,7
39,2008-03-28,179000,150000,148000,56000,1,5
39,2008-03-29,359500,250000,150000,88000,0,7
39,2008-03-30,198000,250000,74000,53000,0,5
39,2008-03-31,141800,150000,48000,0,0,3
70,2008-03-01,137800,200000,201556,0,2,19
70,2008-03-02,105600,180000,104715,0,1,12
70,2008-03-03,183700,130000,65100,0,1,11
70,2008-03-04,212600,130000,164200,0,2,13
70,2008-03-05,46500,130000,116000,0,1,6
70,2008-03-06,122400,130000,110600,0,0,13
70,2008-03-07,147500,160000,108120,0,0,9
70,2008-03-08,80800,200000,171000,12000,1,15
70,2008-03-09,118700,180000,104981,0,0,12
70,2008-03-10,96900,130000,133300,2200,0,12
70,2008-03-11,120400,130000,133700,0,1,13
70,2008-03-12,89200,130000,49600,0,2,9
70,2008-03-13,76400,130000,114058,0,1,15
70,2008-03-14,75900,160000,121100,0,0,7
70,2008-03-15,75500,200000,124000,0,2,13
70,2008-03-16,245700,180000,182600,0,2,19
70,2008-03-17,27800,130000,133000,0,1,12
70,2008-03-18,120300,130000,80300,8200,2,10
70,2008-03-19,35100,130000,157900,0,0,7
70,2008-03-20,32400,180000,128660,0,0,14
70,2008-03-21,88300,160000,78700,0,0,0
70,2008-03-22,83400,200000,173600,0,1,13
70,2008-03-23,100600,180000,94000,17000,1,13
70,2008-03-24,236100,130000,89700,0,1,11
70,2008-03-25,229800,130000,130200,0,1,15
70,2008-03-26,67700,130000,70480,0,1,10
70,2008-03-27,93300,130000,94072,0,4,14
70,2008-03-28,172000,160000,86900,0,0,9
70,2008-03-29,31200,200000,122081,0,0,17
70,2008-03-30,58300,180000,87300,0,2,8
70,2008-03-31,37900,130000,71800,0,0,7
40,2008-03-01,27200,,,0,2,3
40,2008-03-02,59000,,,0,1,1
40,2008-03-03,19000,,,0,0,1
40,2008-03-04,47500,,,0,0,0
40,2008-03-05,5200,,,0,0,0
40,2008-03-06,68200,,,0,0,1
40,2008-03-07,15000,,,0,0,1
40,2008-03-08,0,,,0,0,1
40,2008-03-09,64000,,,0,0,1
40,2008-03-10,53000,,,0,0,1
40,2008-03-11,0,,,0,0,0
40,2008-03-12,51000,,,0,0,2
40,2008-03-13,14000,,,0,1,3
40,2008-03-14,0,,,0,0,0
40,2008-03-15,17600,,,0,0,2
40,2008-03-16,101100,,,0,1,1
40,2008-03-17,50000,,,0,0,2
40,2008-03-18,0,,,0,0,0
40,2008-03-19,0,,,0,1,2
40,2008-03-20,15000,,,0,0,2
40,2008-03-21,278000,,,0,1,1
40,2008-03-22,0,,,0,0,1
40,2008-03-23,65000,,,68000,0,0
40,2008-03-24,125000,,,0,1,1
40,2008-03-25,6500,,,0,0,0
40,2008-03-26,122000,,,0,0,1
40,2008-03-27,1600,,,180000,0,1
40,2008-03-28,65000,,,0,0,1
40,2008-03-29,14000,,,66000,0,1
40,2008-03-30,113000,,,0,0,1
40,2008-03-31,116000,,,0,0,1
42,2008-03-01,,400000,26000,0,2,2
42,2008-03-02,,350000,70000,0,0,3
42,2008-03-03,,250000,66400,0,0,3
42,2008-03-04,,250000,193400,0,4,7
42,2008-03-05,,250000,432000,0,3,9
42,2008-03-06,,250000,172000,0,3,5
42,2008-03-07,,300000,231000,0,1,3
42,2008-03-08,,400000,555000,0,7,9
42,2008-03-09,,350000,528000,0,3,11
42,2008-03-10,,250000,166000,0,1,4
42,2008-03-11,,250000,370000,0,6,10
42,2008-03-12,,250000,166000,0,3,5
42,2008-03-13,,250000,186000,0,3,6
42,2008-03-14,,300000,207000,0,2,6
42,2008-03-15,,400000,415600,0,4,8
42,2008-03-16,,350000,295000,0,4,7
42,2008-03-17,,250000,34000,0,1,2
42,2008-03-18,,250000,218000,0,3,6
42,2008-03-19,,250000,237000,0,0,4
42,2008-03-20,,350000,486000,0,3,9
42,2008-03-21,,300000,122000,0,2,4
42,2008-03-22,,350000,269000,0,3,8
42,2008-03-23,,300000,147500,176000,2,4
42,2008-03-24,,250000,93000,0,0,2
42,2008-03-25,,250000,8000,0,0,1
42,2008-03-26,,250000,207000,0,3,7
42,2008-03-27,,250000,158000,0,2,5
42,2008-03-28,,250000,68000,0,0,3
42,2008-03-29,,350000,289000,0,4,10
42,2008-03-30,,300000,98000,0,2,2
42,2008-03-31,,200000,223300,0,2,5
74,2008-03-01,,200000,124000,0,1,3
74,2008-03-02,,200000,180000,0,1,1
74,2008-03-03,,100000,44100,0,0,1
74,2008-03-04,,100000,35000,0,0,1
74,2008-03-05,,100000,81000,0,0,1
74,2008-03-06,,100000,49000,0,0,1
74,2008-03-07,,100000,16000,0,0,1
74,2008-03-08,,200000,39000,0,1,1
74,2008-03-09,,200000,82400,0,1,2
74,2008-03-10,,100000,18000,0,0,1
74,2008-03-11,,100000,39000,0,0,1
74,2008-03-12,,100000,29000,0,0,1
74,2008-03-13,,100000,122000,0,3,3
74,2008-03-14,,100000,96000,0,0,2
74,2008-03-15,,200000,31000,0,2,2
74,2008-03-16,,200000,18000,0,1,1
74,2008-03-17,,100000,16000,31000,1,1
74,2008-03-18,,100000,27000,0,0,1
74,2008-03-19,,100000,17000,0,1,1
74,2008-03-20,,200000,15000,0,0,1
74,2008-03-21,,100000,18000,0,0,1
74,2008-03-22,,200000,23000,0,0,1
74,2008-03-23,,200000,102000,0,2,4
74,2008-03-24,,100000,4700,0,0,1
74,2008-03-25,,100000,58400,11000,0,1
74,2008-03-26,,150000,54000,0,1,2
74,2008-03-27,,150000,17000,0,0,1
74,2008-03-28,,140000,7600,0,0,1
74,2008-03-29,,200000,17000,38000,1,2
74,2008-03-30,,200000,0,0,0,0
74,2008-03-31,,100000,0,0,0,0
71,2008-03-01,,150000,152453,0,0,17
71,2008-03-02,,150000,70932,0,0,15
71,2008-03-03,,110000,78155,7000,0,12
71,2008-03-04,,110000,70500,0,1,13
71,2008-03-05,,110000,29340,71000,0,5
71,2008-03-06,,110000,110890,4900,1,9
71,2008-03-07,,110000,138240,0,1,12
71,2008-03-08,,150000,43050,0,0,7
71,2008-03-09,,150000,44050,0,0,9
71,2008-03-10,,100000,50300,0,0,7
71,2008-03-11,,100000,88080,0,0,16
71,2008-03-12,,100000,100450,0,1,12
71,2008-03-13,,100000,145950,0,2,15
71,2008-03-14,,100000,91050,16000,1,8
71,2008-03-15,,150000,120560,0,0,17
71,2008-03-16,,150000,127090,13000,0,20
71,2008-03-17,,100000,83510,0,0,13
71,2008-03-18,,100000,71340,0,1,10
71,2008-03-19,,100000,200550,0,3,13
71,2008-03-20,,150000,129100,0,0,12
71,2008-03-21,,100000,111150,0,0,12
71,2008-03-22,,150000,64920,0,0,8
71,2008-03-23,,150000,166870,0,0,11
71,2008-03-24,,100000,50256,0,0,10
71,2008-03-25,,100000,85740,13400,0,12
71,2008-03-26,,100000,80480,0,0,14
71,2008-03-27,,100000,102100,9000,1,15
71,2008-03-28,,100000,75340,14000,0,12
71,2008-03-29,,150000,83150,21000,1,15
71,2008-03-30,,150000,122200,0,0,12
71,2008-03-31,,100000,112360,0,0,13
46,2008-03-01,,600000,1000500,0,3,21
46,2008-03-02,,550000,413500,0,2,17
46,2008-03-03,,350000,156000,100000,1,6
46,2008-03-04,,350000,310300,88000,1,12
46,2008-03-05,,350000,112800,118000,0,5
46,2008-03-06,,350000,484000,0,1,10
46,2008-03-07,,350000,463700,183000,0,14
46,2008-03-08,,600000,197000,12000,1,10
46,2008-03-09,,550000,355700,0,0,16
46,2008-03-10,,300000,302200,46000,2,12
46,2008-03-11,,300000,270000,56000,1,10
46,2008-03-12,,300000,510000,66000,0,8
46,2008-03-13,,300000,336000,0,1,9
46,2008-03-14,,350000,362600,75000,3,7
46,2008-03-15,,550000,535500,66000,3,18
46,2008-03-16,,550000,644500,0,1,16
46,2008-03-17,,300000,177300,0,0,5
46,2008-03-18,,300000,224800,113000,2,7
46,2008-03-19,,300000,222800,0,1,6
46,2008-03-20,,500000,227000,98000,0,10
46,2008-03-21,,300000,170400,26000,0,8
46,2008-03-22,,550000,503500,0,2,13
46,2008-03-23,,500000,187200,149000,0,8
46,2008-03-24,,300000,368000,0,2,6
46,2008-03-25,,300000,301000,65000,2,8
46,2008-03-26,,300000,441000,345000,2,9
46,2008-03-27,,300000,595500,0,2,13
46,2008-03-28,,250000,181200,132000,0,9
46,2008-03-29,,450000,286900,18000,0,10
46,2008-03-30,,400000,450700,0,4,14
46,2008-03-31,,250000,447200,121000,0,8
58,2008-03-01,,700000,281000,0,0,6
58,2008-03-02,,650000,572000,0,0,10
58,2008-03-03,,450000,399000,0,2,7
58,2008-03-04,,450000,382000,0,2,6
58,2008-03-05,,450000,238000,0,2,9
58,2008-03-06,,450000,91000,0,0,5
58,2008-03-07,,500000,315000,0,3,5
58,2008-03-08,,700000,889100,0,2,12
58,2008-03-09,,650000,327500,0,1,8
58,2008-03-10,,450000,181000,0,0,9
58,2008-03-11,,450000,122000,0,0,4
58,2008-03-12,,450000,249000,0,0,7
58,2008-03-13,,450000,54000,0,0,2
58,2008-03-14,,500000,253000,0,0,7
58,2008-03-15,,700000,286500,0,0,7
58,2008-03-16,,650000,370000,0,0,8
58,2008-03-17,,450000,44000,0,1,2
58,2008-03-18,,450000,201600,0,0,5
58,2008-03-19,,450000,389000,0,3,9
58,2008-03-20,,650000,459000,0,2,8
58,2008-03-21,,500000,386000,0,0,9
58,2008-03-22,,650000,538000,0,3,12
58,2008-03-23,,600000,30000,0,0,2
58,2008-03-24,,400000,0,0,0,0
58,2008-03-25,,400000,367800,0,0,10
58,2008-03-26,,400000,101000,0,0,5
58,2008-03-27,,400000,204300,0,0,7
58,2008-03-28,,450000,318500,0,2,11
58,2008-03-29,,600000,323000,0,2,6
58,2008-03-30,,550000,296000,0,0,8
58,2008-03-31,,400000,202000,0,0,9
75,2008-03-01,171300,250000,425200,96000,5,14
75,2008-03-02,206100,200000,410900,26200,3,13
75,2008-03-03,192800,100000,186600,0,0,13
75,2008-03-04,103200,150000,364600,154000,2,15
75,2008-03-05,111700,150000,295900,35000,2,13
75,2008-03-06,174800,230000,273900,0,3,14
75,2008-03-07,337600,230000,177200,137500,3,11
75,2008-03-08,215200,230000,369600,21000,3,19
75,2008-03-09,279100,230000,248000,138900,1,10
75,2008-03-10,131100,100000,269500,89500,3,15
75,2008-03-11,178100,130000,152400,51500,0,8
75,2008-03-12,188800,130000,120300,25000,0,7
75,2008-03-13,457800,500000,672300,47000,5,28
75,2008-03-14,472300,600000,700300,77500,7,30
75,2008-03-15,595600,800000,426600,87000,5,18
75,2008-03-16,432400,500000,871400,119700,6,34
75,2008-03-17,80100,100000,200000,0,1,10
75,2008-03-18,224100,130000,210800,0,2,10
75,2008-03-19,225900,130000,196300,42000,1,18
75,2008-03-20,271800,130000,245500,31000,1,10
75,2008-03-21,300300,150000,130400,38000,0,9
75,2008-03-22,271900,200000,167100,0,2,13
75,2008-03-23,82900,180000,208400,35000,3,15
75,2008-03-24,214900,150000,75500,40000,0,10
75,2008-03-25,274600,200000,167000,91500,0,10
75,2008-03-26,178600,200000,323200,28000,2,12
75,2008-03-27,146900,200000,178800,127800,1,11
75,2008-03-28,100700,220000,638700,19000,2,22
75,2008-03-29,362200,250000,294700,0,4,0
75,2008-03-30,131200,230000,354400,58000,5,21
75,2008-03-31,151200,200000,147600,0,1,15
76,2008-03-01,300040,920000,844940,234000,7,26
76,2008-03-02,742520,770000,564500,0,5,14
76,2008-03-03,318400,530000,594800,134000,6,17
76,2008-03-04,645800,530000,414000,98000,2,10
76,2008-03-05,835800,580000,473800,82000,4,11
76,2008-03-06,738400,580000,737800,42000,5,12
76,2008-03-07,416800,590000,501600,88000,3,17
76,2008-03-08,815920,900000,541100,270600,9,20
76,2008-03-09,681000,850000,516240,64000,2,14
76,2008-03-10,632500,340000,421400,239000,5,14
76,2008-03-11,594240,410000,516000,367000,3,12
76,2008-03-12,466100,410000,214400,268800,3,9
76,2008-03-13,1850200,1650000,2113000,0,13,57
76,2008-03-14,1638600,1860000,1636700,146000,9,39
76,2008-03-15,1649200,2350000,1936100,95000,15,41
76,2008-03-16,1769600,2100000,1852640,39000,15,46
76,2008-03-17,650500,570000,451400,23000,7,10
76,2008-03-18,431000,610000,202440,23000,1,6
76,2008-03-19,450000,610000,425600,121000,5,10
76,2008-03-20,356320,900000,715400,85000,5,17
76,2008-03-21,510640,660000,310500,49000,4,12
76,2008-03-22,400600,1080000,545700,4000,2,17
76,2008-03-23,739600,980000,524600,0,7,14
76,2008-03-24,548200,580000,546800,36000,5,10
76,2008-03-25,635740,680000,695200,0,8,18
76,2008-03-26,482520,730000,547000,50000,1,11
76,2008-03-27,392800,710000,978100,162000,8,26
76,2008-03-28,467640,780000,909400,608000,8,22
76,2008-03-29,921800,1100000,406000,179000,4,16
76,2008-03-30,341900,1050000,780200,59000,6,23
76,2008-03-31,332200,590000,277200,13000,2,9
72,2008-03-01,530100,120000,49000,0,2,2
72,2008-03-02,116000,120000,111300,0,1,6
72,2008-03-03,343000,80000,50000,0,2,2
72,2008-03-04,348000,80000,26800,0,0,2
72,2008-03-05,50500,100000,100500,0,2,3
72,2008-03-06,153000,100000,69000,0,0,3
72,2008-03-07,43400,100000,113000,67000,2,4
72,2008-03-08,196500,100000,94000,0,1,5
72,2008-03-09,198000,100000,12500,0,1,2
72,2008-03-10,169500,80000,67000,0,0,3
72,2008-03-11,80600,80000,91200,0,1,3
72,2008-03-12,21300,100000,100000,0,3,5
72,2008-03-13,41600,100000,46000,29000,2,2
72,2008-03-14,43000,100000,121800,6000,2,5
72,2008-03-15,20800,100000,71100,13800,0,3
72,2008-03-16,87000,100000,68300,0,1,4
72,2008-03-17,206700,80000,35000,10000,0,2
72,2008-03-18,63600,80000,10000,0,0,1
72,2008-03-19,54200,100000,144000,0,2,2
72,2008-03-20,23800,100000,42800,0,1,2
72,2008-03-21,88100,100000,108200,0,0,3
72,2008-03-22,129900,100000,253800,0,0,4
72,2008-03-23,115800,100000,112000,0,1,3
72,2008-03-24,114200,80000,36200,0,0,2
72,2008-03-25,123400,80000,31900,0,1,2
72,2008-03-26,58200,100000,91000,25000,3,4
72,2008-03-27,9500,100000,83000,0,1,3
72,2008-03-28,104600,100000,68000,6800,1,2
72,2008-03-29,139500,120000,33200,0,0,3
72,2008-03-30,83000,120000,27000,38000,1,2
72,2008-03-31,118800,80000,15000,0,0,1
78,2008-03-01,2719,2500,2978.8,0,0,15
78,2008-03-02,1489,2300,981,0,0,4
78,2008-03-03,520,1500,88.6,0,0,2
78,2008-03-04,299,1600,0,0,0,0
78,2008-03-05,300,1700,1429,0,0,7
78,2008-03-06,1478,1900,335,0,0,1
78,2008-03-07,404,2000,1353,0,0,4
78,2008-03-08,2047,2600,2640,0,0,5
78,2008-03-09,1932.33,2400,385,0,0,1
78,2008-03-10,640,1500,171.95,0,0,2
78,2008-03-11,930,1700,445,0,0,2
78,2008-03-12,297,1800,416.5,0,0,2
78,2008-03-13,834,1900,3105.5,0,0,8
78,2008-03-14,2480,2100,2207,0,0,6
78,2008-03-15,1961,2500,1091.5,0,0,4
78,2008-03-16,532,2200,1528.5,0,0,3
78,2008-03-17,1343.79,1400,530,0,0,4
78,2008-03-18,410,1000,2033,0,0,7
78,2008-03-19,245,1100,603,0,0,3
78,2008-03-20,100,1200,1807,0,0,1
78,2008-03-21,800,1200,442,0,0,2
78,2008-03-22,3343,1200,2498,0,0,9
78,2008-03-23,36.2,1100,1169,0,0,4
78,2008-03-24,3632,1000,828,0,0,4
78,2008-03-25,300,1100,2147.8,0,0,4
78,2008-03-26,1936,1200,2975.5,0,0,4
78,2008-03-27,401.5,1200,612.5,0,0,3
78,2008-03-28,1418,1300,1877.5,0,0,5
78,2008-03-29,2783,1500,1155,0,0,5
78,2008-03-30,2537.5,1300,4346.5,0,0,9
78,2008-03-31,2330.5,1000,1060,0,0,5
79,2008-03-01,6830,9500,7784,0,68,0
79,2008-03-02,4471.5,8000,19432,0,74,25
79,2008-03-03,16155,3500,755,0,19,2
79,2008-03-04,16797,4500,2339,0,27,4
79,2008-03-05,5268,5000,2623,0,40,9
79,2008-03-06,11484,5500,2835,0,0,9
79,2008-03-07,3999,6500,2649,0,27,4
79,2008-03-08,9605,12000,7850,0,0,10
79,2008-03-09,4182,9500,4549,0,0,11
79,2008-03-10,9361,3500,4686,0,0,7
79,2008-03-11,12919,4500,5863,0,0,8
79,2008-03-12,1615,5000,1871,0,0,3
79,2008-03-13,1937,5500,1662,0,0,3
79,2008-03-14,9312,6500,300,0,0,2
79,2008-03-15,4564,10500,3228,0,0,9
79,2008-03-16,9872,8500,6512,0,0,6
79,2008-03-17,12978,3500,1421,0,0,4
79,2008-03-18,14449,4500,2083,0,0,14
79,2008-03-19,1685,6500,2052,0,0,4
79,2008-03-20,3284.6,7500,5177,0,0,13
79,2008-03-21,4449,8500,7008,0,88,17
79,2008-03-22,6391,11000,8836,0,0,16
79,2008-03-23,13786,9500,6668,0,0,30
79,2008-03-24,15018,3500,999,0,0,6
79,2008-03-25,14016,5000,4683,0,0,5
79,2008-03-26,1406,5500,5460,0,0,5
79,2008-03-27,3578,7500,3874,0,0,9
79,2008-03-28,11283,8500,4385,0,0,12
79,2008-03-29,9164,9000,12151,0,0,28
79,2008-03-30,17517,8500,0,0,0,0
79,2008-03-31,0,3500,2180,0,0,7
80,2008-03-01,108.7,1000,1255.03,0,0,5
80,2008-03-02,0,,0,0,0,0
80,2008-03-03,1751.66,1000,1061.88,0,0,3
80,2008-03-04,,1000,0,0,0,0
80,2008-03-05,561.04,1000,0,0,0,0
80,2008-03-06,1283.46,1000,627.09,0,0,3
80,2008-03-07,0,1000,355.36,0,0,2
80,2008-03-08,0,1000,1011.72,0,0,4
80,2008-03-09,426.42,,0,0,0,0
80,2008-03-10,730.79,1000,271.74,0,0,2
80,2008-03-11,,1000,133.78,0,0,1
80,2008-03-12,443.15,1000,0,0,0,0
80,2008-03-13,108.7,1000,225.75,0,0,1
80,2008-03-14,0,1000,0,0,0,0
80,2008-03-15,494.99,1000,384.62,0,0,3
80,2008-03-16,602.01,,0,0,0,0
80,2008-03-17,108.7,1000,108.7,0,0,1
80,2008-03-18,,1000,359.5,0,0,1
80,2008-03-19,916.05,1000,422.24,0,0,1
80,2008-03-20,0,1000,806.87,0,0,5
80,2008-03-21,0,1000,982.44,0,0,3
80,2008-03-22,121.24,1000,225.75,0,0,3
80,2008-03-23,346.99,,0,0,0,0
80,2008-03-24,953.19,,0,0,0,0
80,2008-03-25,,1000,752.51,0,0,2
80,2008-03-26,472.41,1000,0,0,0,0
80,2008-03-27,0,1000,0,0,0,0
80,2008-03-28,0,1000,0,0,0,0
80,2008-03-29,0,1000,593.65,0,0,2
80,2008-03-30,247.5,,0,0,0,0
80,2008-03-31,627.26,1000,0,0,0,0
77,2008-03-01,,450000,451700,0,4,22
77,2008-03-02,,450000,534600,61000,6,28
77,2008-03-03,,180000,180800,0,4,17
77,2008-03-04,,180000,292600,28000,2,21
77,2008-03-05,,180000,446500,0,1,21
77,2008-03-06,,180000,182960,95100,2,17
77,2008-03-07,,180000,325240,27000,4,20
77,2008-03-08,,400000,280500,23000,1,21
77,2008-03-09,,400000,327660,0,3,22
77,2008-03-10,,180000,228340,0,0,20
77,2008-03-11,,180000,192100,0,0,17
77,2008-03-12,,180000,346800,51600,3,19
77,2008-03-13,,180000,223300,0,2,16
77,2008-03-14,,180000,203900,0,1,16
77,2008-03-15,,400000,315700,0,0,0
77,2008-03-16,,400000,522800,20400,4,23
77,2008-03-17,,180000,185400,0,1,11
77,2008-03-18,,180000,186100,63000,1,10
77,2008-03-19,,180000,314900,37000,0,12
77,2008-03-20,,180000,226400,0,2,12
77,2008-03-21,,180000,263800,29000,2,15
77,2008-03-22,,400000,423100,0,1,23
77,2008-03-23,,400000,478980,0,8,26
77,2008-03-24,,180000,193100,82800,3,11
77,2008-03-25,,200000,206000,0,2,14
77,2008-03-26,,180000,214000,22000,1,14
77,2008-03-27,,180000,200700,0,0,12
77,2008-03-28,,180000,204800,22000,7,17
77,2008-03-29,,450000,385960,0,3,15
77,2008-03-30,,450000,328900,10000,3,22
77,2008-03-31,,180000,334200,0,1,20
